Date	BancoCentralDoBrasil Hawkish-Dovish
2017-01-01	0.000696864111498
2017-01-02	0.000696864111498
2017-01-03	1.23908819713e-19
2017-01-04	1.08420217249e-19
2017-01-05	1.08420217249e-19
2017-01-06	1.08420217249e-19
2017-01-07	1.08420217249e-19
2017-01-08	0.0
2017-01-09	0.0
2017-01-10	0.0
2017-01-11	-0.000298864315601
2017-01-12	-0.00058400831332
2017-01-13	-0.00058400831332
2017-01-14	-0.00058400831332
2017-01-15	-0.00058400831332
2017-01-16	-0.00058400831332
2017-01-17	-0.00147686545618
2017-01-18	-0.00117800114058
2017-01-19	-0.000892857142857
2017-01-20	-0.000892857142857
2017-01-21	-0.000892857142857
2017-01-22	-0.000892857142857
2017-01-23	-0.000892857142857
2017-01-24	0.000584282792872
2017-01-25	0.000584282792872
2017-01-26	0.000584282792872
2017-01-27	0.000584282792872
2017-01-28	0.000584282792872
2017-01-29	0.000584282792872
2017-01-30	0.000236698503682
2017-01-31	-0.000665751645219
2017-02-01	-0.000665751645219
2017-02-02	-0.000665751645219
2017-02-03	-0.000665751645219
2017-02-04	-0.000665751645219
2017-02-05	-0.000665751645219
2017-02-06	-0.000318167356029
2017-02-07	-4.95635278851e-19
2017-02-08	-4.95635278851e-19
2017-02-09	-4.95635278851e-19
2017-02-10	0.000312597686777
2017-02-11	0.000312597686777
2017-02-12	0.000312597686777
2017-02-13	0.000312597686777
2017-02-14	0.000312597686777
2017-02-15	0.000312597686777
2017-02-16	0.000312597686777
2017-02-17	-4.95635278851e-19
2017-02-18	-4.95635278851e-19
2017-02-19	-4.95635278851e-19
2017-02-20	0.000319590923618
2017-02-21	0.000319590923618
2017-02-22	1.75673657803e-05
2017-02-23	1.75673657803e-05
2017-02-24	1.75673657803e-05
2017-02-25	1.75673657803e-05
2017-02-26	1.75673657803e-05
2017-02-27	-0.000302023557838
2017-02-28	-0.000302023557838
2017-03-01	-7.5894152074e-19
2017-03-02	-0.000409332787556
2017-03-03	-0.000409332787556
2017-03-04	-0.000409332787556
2017-03-05	-0.000409332787556
2017-03-06	-0.000409332787556
2017-03-07	-0.000409332787556
2017-03-08	0.000202475104766
2017-03-09	0.00025732366687
2017-03-10	0.00025732366687
2017-03-11	0.00025732366687
2017-03-12	0.00025732366687
2017-03-13	0.00025732366687
2017-03-14	0.00025732366687
2017-03-15	-0.000354484225452
2017-03-16	-8.67361737988e-19
2017-03-17	-8.67361737988e-19
2017-03-18	-8.67361737988e-19
2017-03-19	-8.67361737988e-19
2017-03-20	-8.67361737988e-19
2017-03-21	-8.67361737988e-19
2017-03-22	-8.67361737988e-19
2017-03-23	-8.67361737988e-19
2017-03-24	-8.67361737988e-19
2017-03-25	-8.67361737988e-19
2017-03-26	-8.67361737988e-19
2017-03-27	-8.67361737988e-19
2017-03-28	-8.67361737988e-19
2017-03-29	-8.67361737988e-19
2017-03-30	-8.67361737988e-19
2017-03-31	-9.91270557701e-19
2017-04-01	-9.91270557701e-19
2017-04-02	-9.91270557701e-19
2017-04-03	-9.91270557701e-19
2017-04-04	-9.91270557701e-19
2017-04-05	-0.00032175032175
2017-04-06	-0.00032175032175
2017-04-07	-0.00032175032175
2017-04-08	-0.00032175032175
2017-04-09	-0.00032175032175
2017-04-10	-0.00032175032175
2017-04-11	-0.00032175032175
2017-04-12	-0.00118063754427
2017-04-13	-0.00118063754427
2017-04-14	-0.00118063754427
2017-04-15	-0.00118063754427
2017-04-16	-0.00118063754427
2017-04-17	-0.00118063754427
2017-04-18	-0.00118063754427
2017-04-19	-1.08420217249e-18
2017-04-20	-1.11517937741e-18
2017-04-21	-1.11517937741e-18
2017-04-22	-1.11517937741e-18
2017-04-23	-1.11517937741e-18
2017-04-24	-1.11517937741e-18
2017-04-25	-1.11517937741e-18
2017-04-26	-1.11517937741e-18
2017-04-27	-1.11517937741e-18
2017-04-28	-1.11517937741e-18
2017-04-29	-1.11517937741e-18
2017-04-30	-1.11517937741e-18
2017-05-01	-1.11517937741e-18
2017-05-02	-1.11517937741e-18
2017-05-03	-1.11517937741e-18
2017-05-04	-1.11517937741e-18
2017-05-05	-1.11517937741e-18
2017-05-06	-1.11517937741e-18
2017-05-07	-1.11517937741e-18
2017-05-08	-1.11517937741e-18
2017-05-09	-1.11517937741e-18
2017-05-10	-1.11517937741e-18
2017-05-11	-1.11517937741e-18
2017-05-12	-0.000300120048019
2017-05-13	-0.000300120048019
2017-05-14	-0.000300120048019
2017-05-15	-0.000300120048019
2017-05-16	-0.000300120048019
2017-05-17	-0.000300120048019
2017-05-18	-0.000561284843005
2017-05-19	-0.000261164794986
2017-05-20	-0.000261164794986
2017-05-21	-0.000261164794986
2017-05-22	-0.000261164794986
2017-05-23	-0.000530706573961
2017-05-24	-0.000530706573961
2017-05-25	-0.001243567753
2017-05-26	-0.0018450715124
2017-05-27	-0.0018450715124
2017-05-28	-0.0018450715124
2017-05-29	-0.0018450715124
2017-05-30	-0.00157552973342
2017-05-31	-0.00157552973342
2017-06-01	-0.000886079741186
2017-06-02	-0.000284575981787
2017-06-03	-0.000284575981787
2017-06-04	-0.000284575981787
2017-06-05	-0.000284575981787
2017-06-06	2.06743234632e-05
2017-06-07	2.06743234632e-05
2017-06-08	0.00030525030525
2017-06-09	0.00030525030525
2017-06-10	0.00030525030525
2017-06-11	0.00030525030525
2017-06-12	0.00030525030525
2017-06-13	-1.85863229569e-18
2017-06-14	-1.85863229569e-18
2017-06-15	-1.85863229569e-18
2017-06-16	-1.85863229569e-18
2017-06-17	-1.85863229569e-18
2017-06-18	-1.85863229569e-18
2017-06-19	-1.85863229569e-18
2017-06-20	-1.85863229569e-18
2017-06-21	-1.85863229569e-18
2017-06-22	-1.85863229569e-18
2017-06-23	-1.85863229569e-18
2017-06-24	-1.85863229569e-18
2017-06-25	-1.85863229569e-18
2017-06-26	-1.85863229569e-18
2017-06-27	-1.85863229569e-18
2017-06-28	-0.000637755102041
2017-06-29	-1.42038998228e-06
2017-06-30	-1.42038998228e-06
2017-07-01	-1.42038998228e-06
2017-07-02	-1.42038998228e-06
2017-07-03	-1.42038998228e-06
2017-07-04	-1.42038998228e-06
2017-07-05	0.000636334712059
2017-07-06	-1.89735380185e-18
2017-07-07	-1.89735380185e-18
2017-07-08	-1.89735380185e-18
2017-07-09	-1.89735380185e-18
2017-07-10	-1.89735380185e-18
2017-07-11	-1.89735380185e-18
2017-07-12	-1.95156391047e-18
2017-07-13	-1.95156391047e-18
2017-07-14	-1.95156391047e-18
2017-07-15	-1.95156391047e-18
2017-07-16	-1.95156391047e-18
2017-07-17	-1.95156391047e-18
2017-07-18	-1.95156391047e-18
2017-07-19	-1.9825411154e-18
2017-07-20	-1.9825411154e-18
2017-07-21	-1.9825411154e-18
2017-07-22	-1.9825411154e-18
2017-07-23	-1.9825411154e-18
2017-07-24	-0.00057372346529
2017-07-25	-0.00057372346529
2017-07-26	-0.00057372346529
2017-07-27	-0.00057372346529
2017-07-28	0.000585360858095
2017-07-29	0.000585360858095
2017-07-30	0.000585360858095
2017-07-31	0.00115908432338
2017-08-01	0.00115908432338
2017-08-02	0.000338066260987
2017-08-03	0.000338066260987
2017-08-04	-0.000821018062397
2017-08-05	-0.000821018062397
2017-08-06	-0.000821018062397
2017-08-07	-0.000821018062397
2017-08-08	-0.000821018062397
2017-08-09	-1.9825411154e-18
2017-08-10	-1.9825411154e-18
2017-08-11	0.000256016385049
2017-08-12	0.000256016385049
2017-08-13	0.000256016385049
2017-08-14	0.000256016385049
2017-08-15	0.000256016385049
2017-08-16	0.000256016385049
2017-08-17	0.000256016385049
2017-08-18	-1.9825411154e-18
2017-08-19	-1.9825411154e-18
2017-08-20	-1.9825411154e-18
2017-08-21	-1.9825411154e-18
2017-08-22	-1.9825411154e-18
2017-08-23	-1.9825411154e-18
2017-08-24	-1.9825411154e-18
2017-08-25	-1.9825411154e-18
2017-08-26	-1.9825411154e-18
2017-08-27	-1.9825411154e-18
2017-08-28	-1.9825411154e-18
2017-08-29	-1.9825411154e-18
2017-08-30	-1.9825411154e-18
2017-08-31	-1.9825411154e-18
2017-09-01	-1.9825411154e-18
2017-09-02	-1.9825411154e-18
2017-09-03	-1.9825411154e-18
2017-09-04	-1.9825411154e-18
2017-09-05	-1.9825411154e-18
2017-09-06	-1.9825411154e-18
2017-09-07	-1.9825411154e-18
2017-09-08	-1.9825411154e-18
2017-09-09	-1.9825411154e-18
2017-09-10	-1.9825411154e-18
2017-09-11	-1.9825411154e-18
2017-09-12	-1.9825411154e-18
2017-09-13	-1.9825411154e-18
2017-09-14	-1.9825411154e-18
2017-09-15	-1.9825411154e-18
2017-09-16	-1.9825411154e-18
2017-09-17	-1.9825411154e-18
2017-09-18	-1.9825411154e-18
2017-09-19	-1.9825411154e-18
2017-09-20	-1.9825411154e-18
2017-09-21	-1.9825411154e-18
2017-09-22	-1.9825411154e-18
2017-09-23	-1.9825411154e-18
2017-09-24	-1.9825411154e-18
2017-09-25	-1.9825411154e-18
