Date	RBNZ Hawkish	RBNZ Dovish
2017-01-01	0.00260287964153	0.00293744375476
2017-01-02	0.000710732054016	0.00104529616725
2017-01-03	0.000710732054016	0.00104529616725
2017-01-04	0.000589101620029	0.00163439778728
2017-01-05	0.000589101620029	0.000589101620029
2017-01-06	0.000589101620029	0.000863299590964
2017-01-07	0.000589101620029	0.000863299590964
2017-01-08	0.00274543585184	0.000863299590964
2017-01-09	0.00274543585184	0.000863299590964
2017-01-10	0.00274543585184	0.000863299590964
2017-01-11	0.00215633423181	0.000274197970935
2017-01-12	0.00244147822952	0.00112962996409
2017-01-13	0.00244147822952	0.000855431993157
2017-01-14	0.00244147822952	0.000855431993157
2017-01-15	0.000285143997719	0.00155229610465
2017-01-16	0.000285143997719	0.00189001984663
2017-01-17	0.000285143997719	0.00189001984663
2017-01-18	0.000285143997719	0.00189001984663
2017-01-19	2.60208521397e-18	0.00103458785348
2017-01-20	0.000629326620516	0.00197857778425
2017-01-21	0.00205789804909	0.00340714921282
2017-01-22	0.00205789804909	0.00271028510132
2017-01-23	0.00272080822476	0.00237256135935
2017-01-24	0.00301294962119	0.00237256135935
2017-01-25	0.00362214852464	0.00389555861795
2017-01-26	0.00392870891703	0.00512180018754
2017-01-27	0.00556182573543	0.00482422266788
2017-01-28	0.00413325430686	0.00339565123931
2017-01-29	0.00413325430686	0.00339565123931
2017-01-30	0.00416551270957	0.0037432355285
2017-01-31	0.00387337131313	0.00406140288453
2017-02-01	0.00580385494937	0.00317332626085
2017-02-02	0.00647353926898	0.00292332940327
2017-02-03	0.00802061963959	0.00386421857945
2017-02-04	0.00802061963959	0.00476837771146
2017-02-05	0.0105379261217	0.00539770433197
2017-02-06	0.0108583296489	0.0057271681132
2017-02-07	0.013509286939	0.00894361047734
2017-02-08	0.0156483317855	0.0117397565923
2017-02-09	0.0228267231351	0.0174080301527
2017-02-10	0.0230809692537	0.0189467054332
2017-02-11	0.0230809692537	0.0180425463011
2017-02-12	0.0220997610819	0.0181812688358
2017-02-13	0.0220386910444	0.0184587228335
2017-02-14	0.0213857357522	0.0165891147783
2017-02-15	0.0177177900373	0.0131580480284
2017-02-16	0.0107106009062	0.00651352975601
2017-02-17	0.00759499785549	0.00433571976561
2017-02-18	0.00759499785549	0.00433571976561
2017-02-19	0.0060588995452	0.00356767061046
2017-02-20	0.00542398840073	0.00261316854237
2017-02-21	0.00435564243	0.00125805221979
2017-02-22	0.00334486075884	0.00156007577763
2017-02-23	0.00276430725229	0.00156007577763
2017-02-24	0.00181614037492	0.000611908900261
2017-02-25	0.00181614037492	0.000611908900261
2017-02-26	0.00181614037492	0.000611908900261
2017-02-27	0.00301307963026	0.000611908900261
2017-02-28	0.00243185565874	0.000998887669336
2017-03-01	0.00376696914338	0.00136442085382
2017-03-02	0.00442807408201	0.00218308642893
2017-03-03	0.00506582918406	0.00282084153097
2017-03-04	0.00506582918406	0.00282084153097
2017-03-05	0.00783975428808	0.00351432280698
2017-03-06	0.00720870226733	0.00439980096519
2017-03-07	0.00778192919776	0.00462459583986
2017-03-08	0.00644681571311	0.00395703909754
2017-03-09	0.00592778580135	0.00313837352243
2017-03-10	0.00594234642012	0.00315293414119
2017-03-11	0.00777384825162	0.00315293414119
2017-03-12	0.00877921264117	0.00397116866262
2017-03-13	0.00789373448296	0.00308569050441
2017-03-14	0.00697207549679	0.00216403151824
2017-03-15	0.00697207549679	0.00216403151824
2017-03-16	0.00685834514112	0.00246165056586
2017-03-17	0.0103607114273	0.0062836077757
2017-03-18	0.0124974635641	0.00866456015665
2017-03-19	0.0107986178985	0.00715284435922
2017-03-20	0.0129907991189	0.0104411161897
2017-03-21	0.0143948005229	0.0121961179447
2017-03-22	0.0174802679712	0.0186755995862
2017-03-23	0.0205225960135	0.0216848588454
2017-03-24	0.0180525501251	0.0185582948097
2017-03-25	0.016316439014	0.0161773424287
2017-03-26	0.0149958736054	0.0161773424287
2017-03-27	0.0134590003798	0.0132167245956
2017-03-28	0.0120549989758	0.0114617228406
2017-03-29	0.00925639326016	0.00612968812972
2017-03-30	0.0056188271226	0.00282280982284
2017-03-31	0.00521830015328	0.00147510092796
2017-04-01	0.00298615729613	0.00147510092796
2017-04-02	0.00409776983114	0.00147510092796
2017-04-03	0.00344246183638	0.00114744693058
2017-04-04	0.00344246183638	0.00114744693058
2017-04-05	0.00444260139074	0.00160875160875
2017-04-06	0.00444260139074	0.00160875160875
2017-04-07	0.00315849224146	0.00160875160875
2017-04-08	0.00315849224146	0.00160875160875
2017-04-09	0.00196404935741	0.00228579967916
2017-04-10	0.00196404935741	0.00228579967916
2017-04-11	0.00196404935741	0.00228579967916
2017-04-12	0.000677048070413	0.000677048070413
2017-04-13	0.00125424864761	0.00125424864761
2017-04-14	0.00125424864761	0.00175200872726
2017-04-15	0.00125424864761	0.00175200872726
2017-04-16	0.000577200577201	0.00107496065684
2017-04-17	0.000952153708059	0.00107496065684
2017-04-18	0.000952153708059	0.00107496065684
2017-04-19	0.00155876577964	0.00107496065684
2017-04-20	0.00260494182582	0.00130944839133
2017-04-21	0.00260494182582	0.00175360353932
2017-04-22	0.00260494182582	0.00175360353932
2017-04-23	0.00260494182582	0.00175360353932
2017-04-24	0.00222998869496	0.00175360353932
2017-04-25	0.00251010073977	0.00203371558414
2017-04-26	0.00190348866819	0.00203371558414
2017-04-27	0.000280112044818	0.00122202727245
2017-04-28	0.00143451319922	0.000280112044818
2017-04-29	0.00143451319922	0.000280112044818
2017-04-30	0.00208092561034	0.000926524455936
2017-05-01	0.00208092561034	0.000926524455936
2017-05-02	0.00272645380001	0.000646412411118
2017-05-03	0.00420530621054	0.000942182893224
2017-05-04	0.00586643577865	0.00121903782124
2017-05-05	0.00859050909096	0.0031582750546
2017-05-06	0.0103221108226	0.0048898767862
2017-05-07	0.0108863521645	0.00484879125159
2017-05-08	0.017784886226	0.00829805828235
2017-05-09	0.0207053998376	0.0102211352054
2017-05-10	0.0228557127191	0.0128946817804
2017-05-11	0.0330033389114	0.0195302692487
2017-05-12	0.0327263050209	0.0196918723515
2017-05-13	0.0340559277791	0.0210214951097
2017-05-14	0.0342058182437	0.0217767124508
2017-05-15	0.0289979012575	0.0197362929828
2017-05-16	0.0263323849556	0.0184035348318
2017-05-17	0.0229977704736	0.0160233193948
2017-05-18	0.0117113443032	0.00911087699848
2017-05-19	0.00810990372698	0.00759193948457
2017-05-20	0.00504867923718	0.00453071499478
2017-05-21	0.00439534859799	0.00317017077709
2017-05-22	0.00435435211003	0.00308101968421
2017-05-23	0.00398233990268	0.00249070091207
2017-05-24	0.0039805291395	0.00190159929204
2017-05-25	0.00410755019888	0.00190159929204
2017-05-26	0.00500980583798	0.00192120022921
2017-05-27	0.00681812410199	0.00192120022921
2017-05-28	0.00849186290445	0.00350850181651
2017-05-29	0.00796122777037	0.0021888053467
2017-05-30	0.00829317842432	0.00247394934442
2017-05-31	0.00965771381666	0.00346831460793
2017-06-01	0.00957751513088	0.00346831460793
2017-06-02	0.00932461014113	0.00351616149788
2017-06-03	0.00751629187712	0.00351616149788
2017-06-04	0.00513533949617	0.00192885991058
2017-06-05	0.00401635404298	0.00192885991058
2017-06-06	0.0028757780521	0.00164371591286
2017-06-07	0.00179804477462	0.000649350649351
2017-06-08	0.00122889281104	0.000960586254704
2017-06-09	0.000579542161692	0.000311235605353
