Date	Banxico Hawkish-Dovish
2017-01-01	0.00102482537008
2017-01-02	0.00102482537008
2017-01-03	0.00102482537008
2017-01-04	0.000669459343069
2017-01-05	0.00192977889607
2017-01-06	0.00489912725997
2017-01-07	0.00706362942447
2017-01-08	0.00652454586652
2017-01-09	0.00745622288516
2017-01-10	0.00745622288516
2017-01-11	0.00775508720076
2017-01-12	0.00643147958972
2017-01-13	0.0031411039385
2017-01-14	0.000976601774002
2017-01-15	0.00151568533195
2017-01-16	-9.14391706386e-05
2017-01-17	-9.14391706386e-05
2017-01-18	-0.000690423534258
2017-01-19	-0.000371520416302
2017-01-20	0.00088713282473
2017-01-21	0.00088713282473
2017-01-22	0.00088713282473
2017-01-23	0.000899670133017
2017-01-24	0.000899670133017
2017-01-25	0.00150438963276
2017-01-26	0.00120690290948
2017-01-27	-5.17503315529e-05
2017-01-28	-5.17503315529e-05
2017-01-29	-5.17503315529e-05
2017-01-30	0.000611159844118
2017-01-31	0.000929327200148
2017-02-01	0.000624727748427
2017-02-02	0.000318167356029
2017-02-03	0.000318167356029
2017-02-04	0.000318167356029
2017-02-05	0.000318167356029
2017-02-06	-2.03566791772e-05
2017-02-07	-4.39732251918e-05
2017-02-08	0.000579857092962
2017-02-09	0.00299604555566
2017-02-10	0.00362124092922
2017-02-11	0.00362124092922
2017-02-12	0.00362124092922
2017-02-13	0.00395976496442
2017-02-14	0.00399821448741
2017-02-15	0.00337438416925
2017-02-16	0.000958195706555
2017-02-17	0.000333000333
2017-02-18	0.000333000333
2017-02-19	0.000333000333
2017-02-20	-0.000306181514235
2017-02-21	0.000290474180034
2017-02-22	0.000290474180034
2017-02-23	0.000290474180034
2017-02-24	0.00131822340922
2017-02-25	0.00131822340922
2017-02-26	0.00131822340922
2017-02-27	0.00286732336383
2017-02-28	0.00228609939231
2017-03-01	0.00228609939231
2017-03-02	0.00187676660475
2017-03-03	0.000849017375563
2017-03-04	0.00160089707481
2017-03-05	0.00160089707481
2017-03-06	0.00128129773958
2017-03-07	0.00124008534589
2017-03-08	0.00124008534589
2017-03-09	0.00164941813344
2017-03-10	0.00164941813344
2017-03-11	0.000897538434195
2017-03-12	0.000897538434195
2017-03-13	0.000979488569621
2017-03-14	0.000672268907563
2017-03-15	0.000672268907563
2017-03-16	0.000672268907563
2017-03-17	0.000672268907563
2017-03-18	0.000672268907563
2017-03-19	0.000672268907563
2017-03-20	-7.43452918276e-19
2017-03-21	-7.43452918276e-19
2017-03-22	-7.43452918276e-19
2017-03-23	-7.43452918276e-19
2017-03-24	0.00033692722372
2017-03-25	0.00033692722372
2017-03-26	0.00033692722372
2017-03-27	0.000992235218477
2017-03-28	0.000992235218477
2017-03-29	0.00185282041641
2017-03-30	0.00286122377776
2017-03-31	0.00284532384136
2017-04-01	0.00127546512864
2017-04-02	-0.00246751678028
2017-04-03	-0.00312282477504
2017-04-04	-0.00312282477504
2017-04-05	-0.00366165965122
2017-04-06	-0.0068824523931
2017-04-07	-0.00720347968042
2017-04-08	-0.0056336209677
2017-04-09	-0.00189063905878
2017-04-10	-0.00189063905878
2017-04-11	-0.00189063905878
2017-04-12	-0.00191722999446
2017-04-13	0.000295159386068
2017-04-14	0.00079291946571
2017-04-15	0.00079291946571
2017-04-16	0.00079291946571
2017-04-17	0.00079291946571
2017-04-18	0.00079291946571
2017-04-19	0.000497760079642
2017-04-20	0.00130944839133
2017-04-21	0.000811688311688
2017-04-22	0.000811688311688
2017-04-23	0.00256812859272
2017-04-24	0.00256812859272
2017-04-25	0.00256812859272
2017-04-26	0.0022880165479
2017-04-27	0.00147632823621
2017-04-28	0.00147632823621
2017-04-29	0.00147632823621
2017-04-30	-0.000280112044818
2017-05-01	-0.000280112044818
2017-05-02	-0.000280112044818
2017-05-03	-2.65629532259e-18
2017-05-04	0.000276854928018
2017-05-05	0.000276854928018
2017-05-06	0.000276854928018
2017-05-07	0.000276854928018
2017-05-08	0.000276854928018
2017-05-09	0.000276854928018
2017-05-10	0.000276854928018
2017-05-11	-1.4249514267e-18
2017-05-12	-1.4249514267e-18
2017-05-13	-1.4249514267e-18
2017-05-14	-1.4249514267e-18
2017-05-15	0.000281769512539
2017-05-16	0.000281769512539
2017-05-17	0.000281769512539
2017-05-18	0.0010652638975
2017-05-19	0.0010652638975
2017-05-20	0.0010652638975
2017-05-21	0.0010652638975
2017-05-22	0.00177326673732
2017-05-23	0.00177326673732
2017-05-24	0.00352970701835
2017-05-25	0.00177218665936
2017-05-26	0.00147143477966
2017-05-27	0.00147143477966
2017-05-28	0.00147143477966
2017-05-29	0.000481662427305
2017-05-30	0.00105195042274
2017-05-31	-0.000373034770452
2017-06-01	0.00145471914894
2017-06-02	0.00175547102863
2017-06-03	0.00175547102863
2017-06-04	0.00175547102863
2017-06-05	0.00175547102863
2017-06-06	0.0011851830332
2017-06-07	0.000853727945361
2017-06-08	0.000311235605353
2017-06-09	0.000311235605353
2017-06-10	0.000311235605353
2017-06-11	0.000311235605353
2017-06-12	0.000311235605353
2017-06-13	0.000311235605353
2017-06-14	0.000628695922814
2017-06-15	0.000933223864258
2017-06-16	0.00163522456626
2017-06-17	0.00163522456626
2017-06-18	0.00163522456626
2017-06-19	0.00293688418227
2017-06-20	0.00323512456402
2017-06-21	0.0038894815449
2017-06-22	0.00449733378275
2017-06-23	0.00538263466805
2017-06-24	0.00538263466805
2017-06-25	0.00690239150696
2017-06-26	0.00665893294915
2017-06-27	0.0063606925674
2017-06-28	0.00538887526905
2017-06-29	0.00480159419647
2017-06-30	0.00321429260917
2017-07-01	0.00321429260917
2017-07-02	0.00169453577026
2017-07-03	0.000636334712059
2017-07-04	0.000636334712059
2017-07-05	0.000636334712059
2017-07-06	-0.000921658986175
2017-07-07	-0.000921658986175
2017-07-08	-0.000921658986175
2017-07-09	-0.000921658986175
2017-07-10	-0.000315046914595
2017-07-11	-0.000315046914595
2017-07-12	-0.000315046914595
2017-07-13	-1.29066398209e-06
2017-07-14	0.00119416659842
2017-07-15	0.00119416659842
2017-07-16	0.00119416659842
2017-07-17	0.000587554526841
2017-07-18	0.000587554526841
2017-07-19	0.000587554526841
2017-07-20	0.0011954572624
2017-07-21	-4.33680868994e-18
2017-07-22	-1.48690583655e-18
2017-07-23	-1.48690583655e-18
2017-07-24	0.000286861732645
2017-07-25	0.000286861732645
2017-07-26	0.000577813143759
2017-07-27	0.000577813143759
2017-07-28	0.000867584224605
2017-07-29	0.000867584224605
2017-07-30	0.000867584224605
2017-07-31	0.00058072249196
2017-08-01	0.00058072249196
2017-08-02	0.000289771080846
2017-08-03	0.000289771080846
2017-08-04	-1.48690583655e-18
2017-08-05	-1.48690583655e-18
2017-08-06	-1.48690583655e-18
2017-08-07	-1.48690583655e-18
2017-08-08	-1.48690583655e-18
2017-08-09	0.000490075961774
2017-08-10	0.000245037980887
2017-08-11	0.000245037980887
2017-08-12	0.000245037980887
2017-08-13	0.000245037980887
2017-08-14	0.000245037980887
2017-08-15	0.000245037980887
2017-08-16	-0.000245037980887
2017-08-17	-1.48690583655e-18
2017-08-18	-1.48690583655e-18
2017-08-19	-1.48690583655e-18
2017-08-20	-1.48690583655e-18
2017-08-21	-1.48690583655e-18
2017-08-22	-1.48690583655e-18
2017-08-23	-1.48690583655e-18
2017-08-24	0.000298240381748
2017-08-25	0.000298240381748
2017-08-26	0.000298240381748
2017-08-27	0.000298240381748
2017-08-28	0.000298240381748
2017-08-29	0.000298240381748
2017-08-30	0.000298240381748
2017-08-31	-4.55364912444e-18
2017-09-01	-1.48690583655e-18
2017-09-02	-1.48690583655e-18
2017-09-03	-1.48690583655e-18
2017-09-04	-1.48690583655e-18
2017-09-05	-4.55364912444e-18
2017-09-06	-4.55364912444e-18
2017-09-07	-4.55364912444e-18
2017-09-08	-4.55364912444e-18
2017-09-09	-4.55364912444e-18
2017-09-10	-4.55364912444e-18
2017-09-11	-4.55364912444e-18
2017-09-12	-1.48690583655e-18
2017-09-13	-0.000350140056022
2017-09-14	-0.000350140056022
2017-09-15	-0.000350140056022
2017-09-16	-0.000350140056022
2017-09-17	-0.000350140056022
2017-09-18	-0.000350140056022
2017-09-19	-0.000350140056022
2017-09-20	-4.55364912444e-18
2017-09-21	-1.48690583655e-18
2017-09-22	-1.48690583655e-18
2017-09-23	-1.48690583655e-18
2017-09-24	-1.48690583655e-18
2017-09-25	-1.48690583655e-18
2017-09-26	-1.48690583655e-18
2017-09-27	-1.48690583655e-18
2017-09-28	-0.00028743891923
2017-09-29	-5.77186584803e-07
2017-09-30	-5.77186584803e-07
2017-10-01	-5.77186584803e-07
2017-10-02	-5.77186584803e-07
2017-10-03	-5.77186584803e-07
2017-10-04	-5.77186584803e-07
2017-10-05	0.000286861732645
2017-10-06	0.000298240381748
2017-10-07	0.000298240381748
2017-10-08	0.000298240381748
2017-10-09	0.000298240381748
2017-10-10	4.13030744507e-05
2017-10-11	4.13030744507e-05
2017-10-12	4.13030744507e-05
2017-10-13	-0.000256937307297
2017-10-14	0.000464563414204
2017-10-15	0.000464563414204
2017-10-16	0.000464563414204
2017-10-17	0.000721500721501
2017-10-18	0.000721500721501
2017-10-19	0.000721500721501
2017-10-20	0.000721500721501
2017-10-21	-1.48690583655e-18
2017-10-22	-1.48690583655e-18
2017-10-23	-1.48690583655e-18
2017-10-24	-4.44522890719e-18
2017-10-25	-0.000269541778976
2017-10-26	-0.000269541778976
2017-10-27	-0.000269541778976
2017-10-28	-0.000269541778976
2017-10-29	-0.000269541778976
2017-10-30	2.20034105286e-05
2017-10-31	-0.000536032303757
2017-11-01	-0.000266490524781
2017-11-02	-0.000266490524781
2017-11-03	-0.000266490524781
2017-11-04	-0.000266490524781
2017-11-05	-0.000266490524781
2017-11-06	-0.000558035714286
2017-11-07	0.000280112044818
2017-11-08	0.000280112044818
2017-11-09	-0.000851429680783
2017-11-10	-0.000851429680783
2017-11-11	-0.000851429680783
2017-11-12	-0.000851429680783
2017-11-13	6.00992321023e-07
2017-11-14	-0.000279511052497
2017-11-15	-0.000279511052497
2017-11-16	0.000852030673104
2017-11-17	0.000852030673104
2017-11-18	0.000852030673104
2017-11-19	0.000852030673104
2017-11-20	-1.48690583655e-18
2017-11-21	-1.48690583655e-18
2017-11-22	-1.48690583655e-18
2017-11-23	-4.44522890719e-18
2017-11-24	-4.44522890719e-18
2017-11-25	-4.44522890719e-18
2017-11-26	-4.55364912444e-18
2017-11-27	-4.33680868994e-18
2017-11-28	-0.00031746031746
2017-11-29	-0.000625342090859
2017-11-30	-0.000625342090859
2017-12-01	-0.000293116177238
2017-12-02	-0.000293116177238
2017-12-03	-0.000293116177238
2017-12-04	8.28561151109e-07
2017-12-05	0.000318288878611
2017-12-06	0.00062617065201
2017-12-07	0.000957625739846
2017-12-08	0.000625399826225
2017-12-09	0.000625399826225
2017-12-10	0.000625399826225
2017-12-11	0.000611567132654
2017-12-12	0.000611567132654
2017-12-13	0.000611567132654
2017-12-14	0.0015931372549
2017-12-15	0.0018901375519
2017-12-16	0.0018901375519
2017-12-17	0.0018901375519
2017-12-18	0.00161002550708
2017-12-19	0.00161002550708
2017-12-20	0.0019233087151
2017-12-21	0.0013054520834
2017-12-22	0.0010084517864
2017-12-23	0.0010084517864
2017-12-24	0.0010084517864
2017-12-25	0.0010084517864
2017-12-26	-0.00107401385292
2017-12-27	-0.000671221156891
2017-12-28	-0.00101452485139
2017-12-29	-0.000381012022752
2017-12-30	-0.000381012022752
2017-12-31	-0.000381012022752
2018-01-01	-0.000381012022752
2018-01-02	0.00170145361657
2018-01-03	0.000985377712519
2018-01-04	0.000633512828635
2018-01-05	-2.9738116731e-18
2018-01-06	-2.9738116731e-18
2018-01-07	-2.9738116731e-18
2018-01-08	-0.000333778371162
2018-01-09	3.94537081751e-06
2018-01-10	0.000331599368196
2018-01-11	0.000331599368196
2018-01-12	0.000331599368196
2018-01-13	0.000331599368196
2018-01-14	0.000331599368196
2018-01-15	0.000665377739358
2018-01-16	0.000327653997379
2018-01-17	-2.9738116731e-18
2018-01-18	-2.9738116731e-18
2018-01-19	-2.9738116731e-18
2018-01-20	-2.9738116731e-18
2018-01-21	-2.9738116731e-18
2018-01-22	-2.9738116731e-18
2018-01-23	-2.9738116731e-18
2018-01-24	0.000284575981787
2018-01-25	0.000284575981787
2018-01-26	0.000284575981787
2018-01-27	0.000284575981787
2018-01-28	0.000284575981787
2018-01-29	0.000284575981787
2018-01-30	0.000284575981787
2018-01-31	-2.9738116731e-18
2018-02-01	-2.9738116731e-18
2018-02-02	0.00119796346211
2018-02-03	0.00119796346211
2018-02-04	0.00119796346211
2018-02-05	0.00119796346211
2018-02-06	0.00119796346211
2018-02-07	0.00147111287484
2018-02-08	0.0023114490093
2018-02-09	0.00111348554718
2018-02-10	0.00111348554718
2018-02-11	0.00111348554718
2018-02-12	0.00111348554718
2018-02-13	0.00111348554718
2018-02-14	0.000840336134454
2018-02-15	-6.72205346941e-18
2018-02-16	-6.66784336079e-18
2018-02-17	-6.66784336079e-18
2018-02-18	-6.66784336079e-18
2018-02-19	0.00036075036075
2018-02-20	0.00036075036075
2018-02-21	0.00036075036075
2018-02-22	0.0014491857349
2018-02-23	0.0014491857349
2018-02-24	0.0014491857349
2018-02-25	0.0014491857349
2018-02-26	0.00108843537415
2018-02-27	0.00108843537415
2018-02-28	0.00164107422466
2018-03-01	0.000552638850511
2018-03-02	0.000552638850511
2018-03-03	0.000552638850511
2018-03-04	0.000552638850511
2018-03-05	0.000552638850511
2018-03-06	0.000552638850511
2018-03-07	-3.03576608296e-18
2018-03-08	-3.03576608296e-18
2018-03-09	-6.83047368666e-18
2018-03-10	0.000876424189308
2018-03-11	0.000876424189308
2018-03-12	0.00114344688624
2018-03-13	0.00114344688624
2018-03-14	0.00114344688624
2018-03-15	0.00114344688624
2018-03-16	0.00114344688624
2018-03-17	0.000267022696929
2018-03-18	0.000267022696929
2018-03-19	-3.09772049282e-18
2018-03-20	-3.09772049282e-18
2018-03-21	-3.09772049282e-18
2018-03-22	-3.09772049282e-18
2018-03-23	-3.09772049282e-18
2018-03-24	-3.09772049282e-18
2018-03-25	-3.09772049282e-18
2018-03-26	-3.09772049282e-18
2018-03-27	-3.09772049282e-18
2018-03-28	-3.09772049282e-18
2018-03-29	-3.09772049282e-18
2018-03-30	-3.09772049282e-18
2018-03-31	-3.09772049282e-18
2018-04-01	-3.09772049282e-18
2018-04-02	-3.09772049282e-18
2018-04-03	-3.09772049282e-18
2018-04-04	-3.09772049282e-18
2018-04-05	-3.09772049282e-18
2018-04-06	-3.09772049282e-18
2018-04-07	-3.09772049282e-18
2018-04-08	-3.09772049282e-18
2018-04-09	0.000745341614907
2018-04-10	0.000992499301511
2018-04-11	0.000992499301511
2018-04-12	0.00145556945664
2018-04-13	0.00166442492865
2018-04-14	0.00166442492865
2018-04-15	0.00166442492865
2018-04-16	0.000919083313746
2018-04-17	0.000671925627142
2018-04-18	0.000671925627142
2018-04-19	0.00154189257488
2018-04-20	0.00133303710287
2018-04-21	0.00133303710287
2018-04-22	0.00133303710287
2018-04-23	0.00109454437689
2018-04-24	0.00109454437689
2018-04-25	0.00109454437689
2018-04-26	-0.000238492725972
2018-04-27	-0.000238492725972
2018-04-28	-0.000238492725972
2018-04-29	-0.000238492725972
2018-04-30	-6.50521303491e-18
2018-05-01	-6.50521303491e-18
2018-05-02	-6.50521303491e-18
2018-05-03	-6.50521303491e-18
2018-05-04	-2.9738116731e-18
2018-05-05	-2.9738116731e-18
2018-05-06	-2.9738116731e-18
2018-05-07	0.000926140310257
2018-05-08	0.000926140310257
2018-05-09	0.00132630037428
2018-05-10	0.00132630037428
2018-05-11	0.00132630037428
2018-05-12	0.00132630037428
2018-05-13	0.00132630037428
2018-05-14	0.000831101671438
2018-05-15	0.000831101671438
2018-05-16	0.000819668526751
2018-05-17	0.00145742362879
2018-05-18	0.00170372904751
2018-05-19	0.00170372904751
2018-05-20	0.00170372904751
2018-05-21	0.0012727874401
2018-05-22	0.0012727874401
2018-05-23	0.00088406052076
2018-05-24	0.000246305418719
2018-05-25	-6.6949484151e-18
2018-05-26	-6.6949484151e-18
2018-05-27	-6.6949484151e-18
2018-05-28	-6.6949484151e-18
2018-05-29	-6.6949484151e-18
2018-05-30	-2.9738116731e-18
2018-05-31	-2.9738116731e-18
2018-06-01	-2.9738116731e-18
2018-06-02	-2.9738116731e-18
2018-06-03	-2.9738116731e-18
2018-06-04	-2.9738116731e-18
2018-06-05	-2.9738116731e-18
2018-06-06	-2.9738116731e-18
2018-06-07	0.000463070155128
2018-06-08	0.000463070155128
2018-06-09	0.000463070155128
2018-06-10	0.000463070155128
2018-06-11	0.000463070155128
2018-06-12	0.000463070155128
2018-06-13	0.000678216454612
2018-06-14	0.000215146299484
2018-06-15	0.000215146299484
2018-06-16	0.000215146299484
2018-06-17	0.000215146299484
2018-06-18	0.000727179069581
2018-06-19	0.000727179069581
2018-06-20	0.000934062734225
2018-06-21	0.00180647276694
2018-06-22	0.00377691611669
2018-06-23	0.00427467619634
2018-06-24	0.00469361209914
2018-06-25	0.00418157932905
2018-06-26	0.00568308083055
2018-06-27	0.005482878728
2018-06-28	0.0048205527289
2018-06-29	0.00285010937914
2018-06-30	0.0037953507425
2018-07-01	0.0033764148397
2018-07-02	0.0033764148397
2018-07-03	0.00187491333819
2018-07-04	0.00165308547661
2018-07-05	0.00167681018745
2018-07-06	0.00219440853113
2018-07-07	0.000751407088132
2018-07-08	0.000751407088132
2018-07-09	0.000751407088132
2018-07-10	0.000971525952319
2018-07-11	0.000971525952319
2018-07-12	0.000737717207872
2018-07-13	0.000220118864187
2018-07-14	0.000220118864187
2018-07-15	0.000220118864187
2018-07-16	0.000220118864187
2018-07-17	-2.54013080411e-18
2018-07-18	-2.54013080411e-18
2018-07-19	0.000222866057499
2018-07-20	0.000222866057499
2018-07-21	0.00100137909759
2018-07-22	0.00100137909759
2018-07-23	0.00100137909759
2018-07-24	0.00100137909759
2018-07-25	0.00100137909759
2018-07-26	0.000778513040093
2018-07-27	0.000778513040093
2018-07-28	-4.11996825544e-18
2018-07-29	-4.11996825544e-18
2018-07-30	0.000564652738566
2018-07-31	0.000564652738566
2018-08-01	0.000564652738566
2018-08-02	0.00106767084722
2018-08-03	0.00106767084722
2018-08-04	0.00106767084722
2018-08-05	0.00106767084722
2018-08-06	0.000503018108652
2018-08-07	0.000503018108652
2018-08-08	0.000503018108652
2018-08-09	-4.11996825544e-18
2018-08-10	-4.22838847269e-18
2018-08-11	-4.22838847269e-18
2018-08-12	-4.22838847269e-18
2018-08-13	-2.35426757454e-18
2018-08-14	-4.22838847269e-18
2018-08-15	-4.22838847269e-18
2018-08-16	0.00019305019305
2018-08-17	0.000403134226664
2018-08-18	0.000403134226664
2018-08-19	0.000403134226664
2018-08-20	0.000403134226664
