Date	FederalReserve Hawkish-Dovish
2017-04-22	0.0445157172433
2017-04-23	0.0440822678922
2017-04-24	0.0433822969773
2017-04-25	0.0435554681981
2017-04-26	0.0319602568652
2017-04-27	0.0276547117359
2017-04-28	0.029268970493
2017-04-29	0.0309012180269
2017-04-30	0.0332060491649
2017-05-01	0.0381138274372
2017-05-02	0.0499565774962
2017-05-03	0.0745525028228
2017-05-04	0.0961551887957
2017-05-05	0.109556166903
2017-05-06	0.120811578158
2017-05-07	0.130127038371
2017-05-08	0.133054656993
2017-05-09	0.13321901747
2017-05-10	0.11801040365
2017-05-11	0.107704255684
2017-05-12	0.101170873101
2017-05-13	0.0863594940036
2017-05-14	0.0807501316145
2017-05-15	0.0731576621741
2017-05-16	0.0660988119334
2017-05-17	0.0667695442629
2017-05-18	0.072639433647
2017-05-19	0.0661168653528
2017-05-20	0.0656986652859
2017-05-21	0.0780984766956
2017-05-22	0.0847184333955
2017-05-23	0.0855415382495
2017-05-24	0.0892801606209
2017-05-25	0.0908673303068
2017-05-26	0.0968168272671
2017-05-27	0.105695373498
2017-05-28	0.0948828636754
2017-05-29	0.0905516405356
2017-05-30	0.0954060825948
2017-05-31	0.0933643735907
2017-06-01	0.0871787265684
2017-06-02	0.0908048372998
2017-06-03	0.0908478924965
2017-06-04	0.0891639024876
2017-06-05	0.0951256596955
2017-06-06	0.0876241791402
2017-06-07	0.0808243074193
2017-06-08	0.06968120476
2017-06-09	0.0612090165708
2017-06-10	0.0546149679084
2017-06-11	0.0688845292706
2017-06-12	0.0790259030483
2017-06-13	0.0983342782889
2017-06-14	0.111269015402
2017-06-15	0.141103362934
2017-06-16	0.161097137645
2017-06-17	0.175612162917
2017-06-18	0.168242011065
2017-06-19	0.163132466092
2017-06-20	0.157076669866
2017-06-21	0.145149232224
2017-06-22	0.121079074737
2017-06-23	0.10633237999
2017-06-24	0.101417256884
2017-06-25	0.0843308478526
2017-06-26	0.0792407159592
2017-06-27	0.0776381410758
2017-06-28	0.0781696036608
2017-06-29	0.0874216651059
2017-06-30	0.0882853149137
2017-07-01	0.0780232255818
2017-07-02	0.0916241954941
2017-07-03	0.0840529323927
2017-07-04	0.0774992811839
2017-07-05	0.0909443182897
2017-07-06	0.0878734901308
2017-07-07	0.0856669146636
2017-07-08	0.0931108117627
2017-07-09	0.0961427361429
2017-07-10	0.107196401877
2017-07-11	0.112701212497
2017-07-12	0.114263086746
2017-07-13	0.103163959381
2017-07-14	0.103725852962
2017-07-15	0.102319206987
2017-07-16	0.0929992710618
2017-07-17	0.0949153241073
2017-07-18	0.0927105712384
2017-07-19	0.0786112344518
2017-07-20	0.0743900945731
2017-07-21	0.0662237582302
2017-07-22	0.0557678026875
2017-07-23	0.0561069533164
2017-07-24	0.0454918639071
2017-07-25	0.049433991888
2017-07-26	0.0586493183131
2017-07-27	0.073012341282
2017-07-28	0.0770297377143
2017-07-29	0.0787389082132
2017-07-30	0.0803656815686
2017-07-31	0.0786879750717
2017-08-01	0.0679161428033
2017-08-02	0.0668794193844
2017-08-03	0.0628044055951
2017-08-04	0.073256908744
2017-08-05	0.0759065444906
2017-08-06	0.0815445547158
2017-08-07	0.086624629468
2017-08-08	0.0861024514703
2017-08-09	0.0731126219548
2017-08-10	0.0749151213422
2017-08-11	0.0714202399516
2017-08-12	0.0727223741496
2017-08-13	0.0652239556342
2017-08-14	0.0650765898964
2017-08-15	0.0761613071004
2017-08-16	0.089659792297
2017-08-17	0.0936250620862
2017-08-18	0.0808265389448
2017-08-19	0.0787296020653
2017-08-20	0.0733876621182
2017-08-21	0.0700947274709
2017-08-22	0.0599879992385
2017-08-23	0.0448597025976
2017-08-24	0.0329565322877
2017-08-25	0.0380987272218
2017-08-26	0.04430012816
2017-08-27	0.0443704350175
2017-08-28	0.0504276725228
2017-08-29	0.047475736323
2017-08-30	0.052790505909
2017-08-31	0.0591995147905
2017-09-01	0.0687466758755
2017-09-02	0.066469921719
2017-09-03	0.0734863205116
2017-09-04	0.0635978493049
2017-09-05	0.0605294738244
2017-09-06	0.0528470905262
2017-09-07	0.0455546148535
2017-09-08	0.0416361322062
2017-09-09	0.0448452356521
2017-09-10	0.0428039333012
2017-09-11	0.0446081165129
2017-09-12	0.052696765334
2017-09-13	0.0634177203827
2017-09-14	0.0782914270169
2017-09-15	0.0771780529504
2017-09-16	0.0762593991017
2017-09-17	0.0822008260958
2017-09-18	0.0961631157934
2017-09-19	0.0985307151196
2017-09-20	0.112857595546
2017-09-21	0.124682944961
2017-09-22	0.137911221669
2017-09-23	0.149058762653
2017-09-24	0.15530164258
2017-09-25	0.146461648949
2017-09-26	0.155404460523
2017-09-27	0.154531266656
2017-09-28	0.141808250132
2017-09-29	0.140169537967
2017-09-30	0.129698852583
2017-10-01	0.125041375557
2017-10-02	0.133146293453
2017-10-03	0.130286570395
2017-10-04	0.122114657562
2017-10-05	0.120772619685
2017-10-06	0.111875114963
2017-10-07	0.109626906338
2017-10-08	0.105590234198
2017-10-09	0.100028042766
2017-10-10	0.094548982306
2017-10-11	0.0936607175106
2017-10-12	0.0923241389437
2017-10-13	0.0885820199151
2017-10-14	0.0849372775607
2017-10-15	0.0771066241543
2017-10-16	0.0755486218964
2017-10-17	0.0777518087283
2017-10-18	0.0780851905535
2017-10-19	0.0767719777456
2017-10-20	0.0793991458099
2017-10-21	0.0802789112058
2017-10-22	0.0891532316407
2017-10-23	0.0914455013163
2017-10-24	0.0815265580632
2017-10-25	0.0847049048736
2017-10-26	0.0751493892774
2017-10-27	0.0705022621225
2017-10-28	0.0686845457887
2017-10-29	0.0647573031264
2017-10-30	0.0658568126977
2017-10-31	0.0686706870532
2017-11-01	0.0694965538685
2017-11-02	0.0790771280182
2017-11-03	0.080703644635
2017-11-04	0.0851380990695
2017-11-05	0.086649562325
2017-11-06	0.0863302802782
2017-11-07	0.0858072585695
2017-11-08	0.0767320251195
2017-11-09	0.0702508179926
2017-11-10	0.0655968093872
2017-11-11	0.0588535526439
2017-11-12	0.0566452252769
2017-11-13	0.0517143754619
2017-11-14	0.0533950477308
2017-11-15	0.0550019770008
2017-11-16	0.0599026192898
2017-11-17	0.0616661272408
2017-11-18	0.0754903533292
2017-11-19	0.075170957278
2017-11-20	0.0695340088569
2017-11-21	0.0679276520285
2017-11-22	0.0705223649809
2017-11-23	0.063519122322
2017-11-24	0.0645817112527
2017-11-25	0.0492423336492
2017-11-26	0.0458296352365
2017-11-27	0.0493367938539
2017-11-28	0.0555369882173
2017-11-29	0.0563037385613
2017-11-30	0.0612951463305
2017-12-01	0.0589911187416
2017-12-02	0.0650992382644
2017-12-03	0.0673904735991
2017-12-04	0.0652045936354
2017-12-05	0.0606274792076
2017-12-06	0.0567396089211
2017-12-07	0.0555822441391
2017-12-08	0.068433524186
2017-12-09	0.0706324129702
2017-12-10	0.08030475833
2017-12-11	0.0959529929325
2017-12-12	0.117402103865
2017-12-13	0.135631210522
2017-12-14	0.152098557322
2017-12-15	0.141512767913
2017-12-16	0.137462181826
2017-12-17	0.132008692348
2017-12-18	0.117069383291
2017-12-19	0.0879416953649
2017-12-20	0.0610151163274
2017-12-21	0.0480631289631
2017-12-22	0.0466531200531
2017-12-23	0.0441924329617
2017-12-24	0.0392954831263
2017-12-25	0.0345212463876
2017-12-26	0.0340378013373
2017-12-27	0.0411538056337
2017-12-28	0.0324984431615
2017-12-29	0.0303833022049
2017-12-30	0.0268559653443
2017-12-31	0.0297145349385
2018-01-01	0.0277749750474
2018-01-02	0.0364162521911
2018-01-03	0.0388272527683
2018-01-04	0.0467510255293
2018-01-05	0.0535043550947
2018-01-06	0.0693773709677
2018-01-07	0.0687762338635
2018-01-08	0.0780337270996
2018-01-09	0.079389269642
2018-01-10	0.0699628602939
2018-01-11	0.0643155131758
2018-01-12	0.060177324567
2018-01-13	0.0479118123015
2018-01-14	0.0573745717642
2018-01-15	0.0515439748121
2018-01-16	0.0468001343434
2018-01-17	0.050325584584
2018-01-18	0.0473940670839
2018-01-19	0.0455929963597
2018-01-20	0.0419854927522
2018-01-21	0.0286297833613
2018-01-22	0.0244470291785
2018-01-23	0.0169933315758
2018-01-24	0.0160120950439
2018-01-25	0.0151774732369
2018-01-26	0.0130158110418
2018-01-27	0.00794395981608
2018-01-28	0.0111156545982
2018-01-29	0.0240758902389
2018-01-30	0.0358224677843
2018-01-31	0.0517921295101
2018-02-01	0.0777205928663
2018-02-02	0.093749213776
2018-02-03	0.118263161367
2018-02-04	0.129457276986
2018-02-05	0.139602141373
2018-02-06	0.143300763679
2018-02-07	0.134511884423
2018-02-08	0.125185386529
2018-02-09	0.120660442949
2018-02-10	0.110457863286
2018-02-11	0.10727337654
2018-02-12	0.0962698113409
2018-02-13	0.101467277591
2018-02-14	0.108290772632
2018-02-15	0.110524892087
2018-02-16	0.111571625401
2018-02-17	0.11449016341
2018-02-18	0.107188121759
2018-02-19	0.103383845227
2018-02-20	0.0890508682595
2018-02-21	0.0899132325553
2018-02-22	0.0852621463144
2018-02-23	0.0940504084389
2018-02-24	0.0940874756788
2018-02-25	0.0971725559664
2018-02-26	0.10376891469
2018-02-27	0.115185017218
2018-02-28	0.131954747854
2018-03-01	0.141733755502
2018-03-02	0.131082126429
2018-03-03	0.134938368844
2018-03-04	0.133248907863
2018-03-05	0.123117195603
2018-03-06	0.113093163561
2018-03-07	0.0806933564424
2018-03-08	0.0586242852278
2018-03-09	0.0562007851861
2018-03-10	0.0515429352811
2018-03-11	0.0532259461478
2018-03-12	0.0623492216262
2018-03-13	0.0757056429826
2018-03-14	0.0820696993283
2018-03-15	0.0916427357853
2018-03-16	0.0951098216127
2018-03-17	0.0942983177337
2018-03-18	0.103108813361
2018-03-19	0.125998739202
2018-03-20	0.142221204822
2018-03-21	0.17257432071
2018-03-22	0.1938802105
2018-03-23	0.196877447109
2018-03-24	0.193939965911
2018-03-25	0.187302076222
2018-03-26	0.160363035714
2018-03-27	0.132157977009
2018-03-28	0.0970655359066
2018-03-29	0.0680268039048
2018-03-30	0.0548639116292
2018-03-31	0.0497344727888
2018-04-01	0.0445269292218
2018-04-02	0.0370137440197
2018-04-03	0.0354212405687
2018-04-04	0.0376586603593
2018-04-05	0.0395349585195
2018-04-06	0.0450069147439
2018-04-07	0.0431853054766
2018-04-08	0.0480604417022
2018-04-09	0.0546816607094
2018-04-10	0.0530792780541
2018-04-11	0.060104160079
2018-04-12	0.0640496758036
2018-04-13	0.0602854202034
2018-04-14	0.0676176211104
2018-04-15	0.0677160477424
2018-04-16	0.0669163463384
2018-04-17	0.0726946099631
2018-04-18	0.0635824888432
2018-04-19	0.0624759456186
2018-04-20	0.063402812335
2018-04-21	0.0586536701258
2018-04-22	0.0546369598484
2018-04-23	0.0562707636384
2018-04-24	0.0494882020918
2018-04-25	0.0540039625429
2018-04-26	0.0482150680853
2018-04-27	0.0461175750787
2018-04-28	0.0503316718091
2018-04-29	0.056086465636
2018-04-30	0.0575589179789
2018-05-01	0.0748685073524
2018-05-02	0.0836243571808
2018-05-03	0.0998574264371
2018-05-04	0.114520116219
2018-05-05	0.115622390364
2018-05-06	0.112367192702
2018-05-07	0.116860923869
2018-05-08	0.104662404538
2018-05-09	0.09874680753
2018-05-10	0.0915781736947
2018-05-11	0.0818539438957
2018-05-12	0.0837005934867
2018-05-13	0.0843858742925
2018-05-14	0.0820006788479
2018-05-15	0.0857664868104
2018-05-16	0.0838342853584
2018-05-17	0.0788613702664
2018-05-18	0.0825619201761
2018-05-19	0.0726960832018
2018-05-20	0.0712839567897
2018-05-21	0.0723047763894
2018-05-22	0.0763619060527
2018-05-23	0.0839790261002
2018-05-24	0.0839436902501
2018-05-25	0.080694187182
2018-05-26	0.078550605004
2018-05-27	0.0795848024668
2018-05-28	0.0717787500537
2018-05-29	0.0565360593415
2018-05-30	0.0460894916774
2018-05-31	0.0474313720432
2018-06-01	0.0522082204675
2018-06-02	0.0665859609536
2018-06-03	0.0692080624258
2018-06-04	0.0782835576785
2018-06-05	0.0840554702334
2018-06-06	0.0823116426786
2018-06-07	0.083809015516
2018-06-08	0.0836323772946
2018-06-09	0.0782456457995
2018-06-10	0.082912174065
2018-06-11	0.0872394929921
2018-06-12	0.106496800979
2018-06-13	0.133359818209
2018-06-14	0.145937520794
2018-06-15	0.148525802051
2018-06-16	0.144080842249
2018-06-17	0.143247855993
2018-06-18	0.137095969589
2018-06-19	0.115753867796
2018-06-20	0.095062958982
2018-06-21	0.0903599234552
2018-06-22	0.0787854670831
2018-06-23	0.0842711979608
2018-06-24	0.0759901909024
2018-06-25	0.0668454933172
2018-06-26	0.0669419200192
2018-06-27	0.0562882847291
2018-06-28	0.0469852505383
2018-06-29	0.0517847097542
2018-06-30	0.0447657898433
2018-07-01	0.045193334018
2018-07-02	0.0501131468105
2018-07-03	0.0496941697561
2018-07-04	0.0537343945416
2018-07-05	0.0585429464403
2018-07-06	0.0613521828766
2018-07-07	0.0671241886486
2018-07-08	0.0748195765827
2018-07-09	0.0769365662177
2018-07-10	0.0792906723259
2018-07-11	0.0880930770087
2018-07-12	0.0892325293118
2018-07-13	0.0874916452651
2018-07-14	0.0854904023879
2018-07-15	0.0838697046039
2018-07-16	0.0833772047648
2018-07-17	0.0809413700454
2018-07-18	0.106008872876
2018-07-19	0.109104969934
2018-07-20	0.10885816962
2018-07-21	0.113375818283
2018-07-22	0.114748073772
2018-07-23	0.115101007999
2018-07-24	0.113632978407
2018-07-25	0.077453743316
2018-07-26	0.0627872781681
2018-07-27	0.0571125611842
2018-07-28	0.0506384771732
2018-07-29	0.0451805193932
2018-07-30	0.0511073302656
2018-07-31	0.0613553599769
2018-08-01	0.0793109460575
2018-08-02	0.097109307105
2018-08-03	0.105101044056
2018-08-04	0.108881012744
2018-08-05	0.109238179011
2018-08-06	0.103891998826
2018-08-07	0.0952024404091
2018-08-08	0.0790365594225
2018-08-09	0.0607946971819
2018-08-10	0.0550397943676
2018-08-11	0.0554014722163
2018-08-12	0.0455935936746
2018-08-13	0.0366401265835
2018-08-14	0.0351571264669
2018-08-15	0.0367175156216
2018-08-16	0.0379628038234
2018-08-17	0.0345191711775
2018-08-18	0.029824116336
2018-08-19	0.0380524798464
2018-08-20	0.0452270186497
2018-08-21	0.057955895129
2018-08-22	0.0687705372876
2018-08-23	0.0806316015948
2018-08-24	0.0960167030038
2018-08-25	0.0970441256024
2018-08-26	0.0960270967166
2018-08-27	0.0934437216086
2018-08-28	0.0793689852817
2018-08-29	0.0649619450205
2018-08-30	0.055603252023
2018-08-31	0.0398427623635
2018-09-01	0.0413442814556
2018-09-02	0.0431310075938
2018-09-03	0.0413689741132
2018-09-04	0.0474924896976
2018-09-05	0.0543119335167
2018-09-06	0.0592124658987
2018-09-07	0.0723784526222
2018-09-08	0.0770793650809
2018-09-09	0.0844018970714
2018-09-10	0.0959218673783
2018-09-11	0.0935219087914
2018-09-12	0.0968669675291
2018-09-13	0.100227468052
2018-09-14	0.0972876821511
2018-09-15	0.0940503358881
2018-09-16	0.0901151824365
2018-09-17	0.0795954919499
2018-09-18	0.0792412132486
2018-09-19	0.0730058552662
2018-09-20	0.0702859894702
2018-09-21	0.0733498164385
2018-09-22	0.0824233322084
2018-09-23	0.0876537996815
2018-09-24	0.103327817617
2018-09-25	0.127835761895
2018-09-26	0.153927211913
2018-09-27	0.171985358971
2018-09-28	0.173651686953
2018-09-29	0.169836315236
2018-09-30	0.167004902904
2018-10-01	0.154715393406
2018-10-02	0.131248434618
2018-10-03	0.119286385225
2018-10-04	0.116391138767
2018-10-05	0.114923747748
2018-10-06	0.114307043604
2018-10-07	0.116337817642
2018-10-08	0.118563206624
2018-10-09	0.113035329077
2018-10-10	0.103264183299
2018-10-11	0.0915001114066
2018-10-12	0.0816641897586
2018-10-13	0.0761971627652
2018-10-14	0.0702931971439
2018-10-15	0.0645361111811
2018-10-16	0.0726272314602
2018-10-17	0.0777758172103
2018-10-18	0.0876268158348
2018-10-19	0.0890719234477
2018-10-20	0.100533014733
2018-10-21	0.0999050810362
2018-10-22	0.0981887047088
2018-10-23	0.0970545585329
2018-10-24	0.0896782963247
2018-10-25	0.0693982533258
2018-10-26	0.073584885679
2018-10-27	0.0672919139448
2018-10-28	0.0655687688728
2018-10-29	0.0617653900871
2018-10-30	0.0523567403026
2018-10-31	0.0501427727182
2018-11-01	0.0495087766609
2018-11-02	0.0493588967265
2018-11-03	0.0495981311763
2018-11-04	0.0537206856244
2018-11-05	0.0642073001318
2018-11-06	0.074469257975
2018-11-07	0.0836193227058
2018-11-08	0.0993280505925
2018-11-09	0.119988606865
2018-11-10	0.120720525156
2018-11-11	0.135264637375
2018-11-12	0.144705159483
2018-11-13	0.148264957467
2018-11-14	0.14818788115
2018-11-15	0.136042233731
2018-11-16	0.10894744051
2018-11-17	0.101640442544
2018-11-18	0.0816868462565
2018-11-19	0.0624934959787
2018-11-20	0.0555742138648
2018-11-21	0.0521090024499
2018-11-22	0.0585818342731
2018-11-23	0.0563378791875
2018-11-24	0.0563966681352
2018-11-25	0.045167869794
2018-11-26	0.0495934979133
2018-11-27	0.0538253247963
2018-11-28	0.0515254049924
2018-11-29	0.0368499565235
2018-11-30	0.0400177742371
2018-12-01	0.0431105577423
2018-12-02	0.0507976659317
2018-12-03	0.0449845914481
2018-12-04	0.0392137919737
2018-12-05	0.0364882280639
2018-12-06	0.042035782951
2018-12-07	0.0504286905093
2018-12-08	0.0413208694102
2018-12-09	0.0416591379404
2018-12-10	0.052513123957
2018-12-11	0.0480934589128
2018-12-12	0.0493845960911
2018-12-13	0.0486247310165
2018-12-14	0.0406030223813
2018-12-15	0.0447276555723
2018-12-16	0.0516640065403
2018-12-17	0.0526647036361
2018-12-18	0.0653809601947
2018-12-19	0.0667033878223
2018-12-20	0.081774933682
2018-12-21	0.0756484809655
2018-12-22	0.0802303967556
2018-12-23	0.0802206972046
2018-12-24	0.0747491952515
2018-12-25	0.0672211302923
2018-12-26	0.0618586412609
2018-12-27	0.0464807793696
2018-12-28	0.0480714270738
2018-12-29	0.0375124208626
2018-12-30	0.0322768187684
2018-12-31	0.0328333048617
2019-01-01	0.0352376089501
2019-01-02	0.0320341522233
2019-01-03	0.0279712356063
2019-01-04	0.0179474581764
2019-01-05	0.0180242748917
2019-01-06	0.00265719700651
2019-01-07	-0.0109006261227
2019-01-08	-0.0181819605567
2019-01-09	-0.0221774081435
2019-01-10	-0.0330793266633
2019-01-11	-0.0327988152872
2019-01-12	-0.0343618786751
2019-01-13	-0.026100260775
2019-01-14	-0.0175913322035
2019-01-15	-0.0170335050961
2019-01-16	-0.0168393750146
2019-01-17	-0.0126460685731
2019-01-18	-0.00929588437433
2019-01-19	0.00217425923867
2019-01-20	9.17935993512e-05
2019-01-21	-0.00123875812357
2019-01-22	-0.00710054455566
2019-01-23	-0.00837507595534
2019-01-24	-0.00858912403997
2019-01-25	-0.00806281711619
2019-01-26	-0.0177422444427
2019-01-27	-0.0217822277829
2019-01-28	-0.0247266865028
2019-01-29	-0.0218775134405
2019-01-30	-0.0306077512747
2019-01-31	-0.0396931563877
2019-02-01	-0.0510908708413
2019-02-02	-0.0515000232663
2019-02-03	-0.0530234495382
2019-02-04	-0.0594792096971
2019-02-05	-0.0639240854735
2019-02-06	-0.0599326323503
2019-02-07	-0.0531667236147
2019-02-08	-0.0467930223078
2019-02-09	-0.0442503061769
2019-02-10	-0.0399266900617
2019-02-11	-0.0320107898772
2019-02-12	-0.0339011257058
2019-02-13	-0.0299598698097
2019-02-14	-0.0228112489177
2019-02-15	-0.0190227315583
2019-02-16	-0.0208288915754
2019-02-17	-0.0191028016331
2019-02-18	-0.0233563835969
2019-02-19	-0.0240417937318
2019-02-20	-0.0207585367012
2019-02-21	-0.0219999039825
2019-02-22	-0.0244213673433
2019-02-23	-0.0219476505839
2019-02-24	-0.0267424588336
2019-02-25	-0.0208225690436
2019-02-26	-0.0186637578719
2019-02-27	-0.0231056414035
2019-02-28	-0.0178187065639
2019-03-01	-0.0100980730923
2019-03-02	-0.0083973928202
2019-03-03	0.00450559113542
2019-03-04	0.0026298189925
2019-03-05	0.0042263291069
2019-03-06	0.00641267779965
2019-03-07	0.000446852006477
2019-03-08	-0.0102221107864
2019-03-09	-0.0181548140691
2019-03-10	-0.0331755532277
2019-03-11	-0.0338198944217
2019-03-12	-0.0291958983156
2019-03-13	-0.0267271459298
2019-03-14	-0.0272890995366
2019-03-15	-0.020701144374
2019-03-16	-0.0196534531607
2019-03-17	-0.0199166503386
2019-03-18	-0.028551070154
2019-03-19	-0.0431880724959
2019-03-20	-0.0544300339054
2019-03-21	-0.064503492959
2019-03-22	-0.0743063840001
2019-03-23	-0.0717481026231
2019-03-24	-0.0730082755273
2019-03-25	-0.0774111245009
2019-03-26	-0.0737480590589
2019-03-27	-0.0767081904466
2019-03-28	-0.0709673193349
2019-03-29	-0.0723868129357
2019-03-30	-0.0717177096779
2019-03-31	-0.0704575367738
2019-04-01	-0.0621982012414
2019-04-02	-0.0544239631934
2019-04-03	-0.0419791072487
2019-04-04	-0.036325278319
2019-04-05	-0.0338709028804
2019-04-06	-0.0391778782362
2019-04-07	-0.0406664061859
2019-04-08	-0.0448871049466
2019-04-09	-0.0480580624654
2019-04-10	-0.0570801253614
2019-04-11	-0.0636515149913
2019-04-12	-0.0610158391864
2019-04-13	-0.0563375663127
2019-04-14	-0.0562274844783
2019-04-15	-0.0502739322408
2019-04-16	-0.0493454527409
2019-04-17	-0.0412062566528
2019-04-18	-0.035637349994
2019-04-19	-0.0281819516188
2019-04-20	-0.0283435547215
2019-04-21	-0.0297242486087
2019-04-22	-0.0303450285364
2019-04-23	-0.032761001978
2019-04-24	-0.0352636634826
2019-04-25	-0.035136731139
2019-04-26	-0.0426755255623
2019-04-27	-0.0432896173528
2019-04-28	-0.0385045792718
2019-04-29	-0.0420753686042
2019-04-30	-0.0417682387001
2019-05-01	-0.0574535658803
2019-05-02	-0.0719984031023
2019-05-03	-0.0741609518564
2019-05-04	-0.0855548051723
2019-05-05	-0.0934494122906
2019-05-06	-0.0917080207532
2019-05-07	-0.0866233255206
2019-05-08	-0.072799097844
2019-05-09	-0.0554818003629
2019-05-10	-0.0527677957278
2019-05-11	-0.0385173934318
2019-05-12	-0.0351960363786
2019-05-13	-0.0357613141463
2019-05-14	-0.0397646514992
2019-05-15	-0.0380428746304
2019-05-16	-0.042148787577
2019-05-17	-0.0409770307182
2019-05-18	-0.0449365208747
2019-05-19	-0.0408201202161
2019-05-20	-0.0432913096154
2019-05-21	-0.068567678833
2019-05-22	-0.0892279980711
2019-05-23	-0.0966803475272
2019-05-24	-0.104414329026
2019-05-25	-0.112881077794
2019-05-26	-0.119818878295
2019-05-27	-0.12217806483
2019-05-28	-0.0983980447678
2019-05-29	-0.075473446713
2019-05-30	-0.0774155359184
2019-05-31	-0.0815165748778
2019-06-01	-0.081085540395
2019-06-02	-0.101377093174
2019-06-03	-0.139771561767
2019-06-04	-0.192701758433
2019-06-05	-0.227943729424
2019-06-06	-0.245733188939
2019-06-07	-0.278571903408
2019-06-08	-0.282878626097
2019-06-09	-0.275950496755
2019-06-10	-0.253250377281
2019-06-11	-0.214834226944
2019-06-12	-0.227065015017
2019-06-13	-0.221594283613
2019-06-14	-0.20125741417
2019-06-15	-0.2089404874
2019-06-16	-0.212104084173
2019-06-17	-0.245192252147
2019-06-18	-0.2653788608
2019-06-19	-0.277239251991
2019-06-20	-0.324095507049
2019-06-21	-0.328789499106
2019-06-22	-0.328314481513
2019-06-23	-0.333753530042
2019-06-24	-0.337730251192
2019-06-25	-0.357130158728
2019-06-26	-0.350181301421
2019-06-27	-0.320938349334
2019-06-28	-0.310235345979
2019-06-29	-0.29715351226
2019-06-30	-0.286001553911
2019-07-01	-0.252429390223
2019-07-02	-0.210981372721
2019-07-03	-0.180941075744
2019-07-04	-0.168237000845
2019-07-05	-0.204077578299
2019-07-06	-0.214072750162
2019-07-07	-0.22238605988
2019-07-08	-0.255406614491
2019-07-09	-0.29641640306
2019-07-10	-0.335254924561
2019-07-11	-0.37205709862
2019-07-12	-0.373499337616
2019-07-13	-0.360755744956
2019-07-14	-0.373389282539
2019-07-15	-0.342816966498
2019-07-16	-0.319039659079
2019-07-17	-0.28286366405
2019-07-18	-0.2587230816
2019-07-19	-0.25022368184
2019-07-20	-0.264957416243
2019-07-21	-0.267564900174
2019-07-22	-0.294886864996
2019-07-23	-0.285607255717
2019-07-24	-0.280230217819
2019-07-25	-0.263316322315
2019-07-26	-0.251088354205
