Date	RBNZ Hawkish-Dovish
2017-01-01	-0.000334564113232
2017-01-02	-0.000334564113232
2017-01-03	-0.000334564113232
2017-01-04	-0.00104529616725
2017-01-05	1.84314369323e-18
2017-01-06	-0.000274197970935
2017-01-07	-0.000274197970935
2017-01-08	0.00188213626087
2017-01-09	0.00188213626087
2017-01-10	0.00188213626087
2017-01-11	0.00188213626087
2017-01-12	0.00131184826543
2017-01-13	0.00158604623637
2017-01-14	0.00158604623637
2017-01-15	-0.00126715210694
2017-01-16	-0.00160487584892
2017-01-17	-0.00160487584892
2017-01-18	-0.00160487584892
2017-01-19	-0.00103458785348
2017-01-20	-0.00134925116374
2017-01-21	-0.00134925116374
2017-01-22	-0.000652387052237
2017-01-23	0.000348246865413
2017-01-24	0.000640388261849
2017-01-25	-0.000273410093314
2017-01-26	-0.00119309127051
2017-01-27	0.000737603067548
2017-01-28	0.000737603067548
2017-01-29	0.000737603067548
2017-01-30	0.000422277181067
2017-01-31	-0.000188031571398
2017-02-01	0.00263052868853
2017-02-02	0.00355020986572
2017-02-03	0.00415640106014
2017-02-04	0.00325224192814
2017-02-05	0.00514022178969
2017-02-06	0.0051311615357
2017-02-07	0.00456567646169
2017-02-08	0.00390857519323
2017-02-09	0.00541869298242
2017-02-10	0.00413426382053
2017-02-11	0.00503842295254
2017-02-12	0.00391849224613
2017-02-13	0.00357996821093
2017-02-14	0.00479662097397
2017-02-15	0.00455974200882
2017-02-16	0.00419707115022
2017-02-17	0.00325927808988
2017-02-18	0.00325927808988
2017-02-19	0.00249122893474
2017-02-20	0.00281081985836
2017-02-21	0.0030975902102
2017-02-22	0.00178478498121
2017-02-23	0.00120423147466
2017-02-24	0.00120423147466
2017-02-25	0.00120423147466
2017-02-26	0.00120423147466
2017-02-27	0.00240117073
2017-02-28	0.0014329679894
2017-03-01	0.00240254828956
2017-03-02	0.00224498765308
2017-03-03	0.00224498765308
2017-03-04	0.00224498765308
2017-03-05	0.0043254314811
2017-03-06	0.00280890130215
2017-03-07	0.0031573333579
2017-03-08	0.00248977661557
2017-03-09	0.00278941227892
2017-03-10	0.00278941227892
2017-03-11	0.00462091411042
2017-03-12	0.00480804397855
2017-03-13	0.00480804397855
2017-03-14	0.00480804397855
2017-03-15	0.00480804397855
2017-03-16	0.00439669457527
2017-03-17	0.00407710365165
2017-03-18	0.00383290340745
2017-03-19	0.00364577353932
2017-03-20	0.00254968292916
2017-03-21	0.00219868257816
2017-03-22	-0.00119533161499
2017-03-23	-0.00116226283192
2017-03-24	-0.000505744684582
2017-03-25	0.000139096585259
2017-03-26	-0.0011814688233
2017-03-27	0.000242275784231
2017-03-28	0.000593276135232
2017-03-29	0.00312670513045
2017-03-30	0.00279601729976
2017-03-31	0.00374319922532
2017-04-01	0.00151105636817
2017-04-02	0.00262266890318
2017-04-03	0.0022950149058
2017-04-04	0.0022950149058
2017-04-05	0.00283384978199
2017-04-06	0.00283384978199
2017-04-07	0.00154974063271
2017-04-08	0.00154974063271
2017-04-09	-0.00032175032175
2017-04-10	-0.00032175032175
2017-04-11	-0.00032175032175
2017-04-12	3.25260651746e-19
2017-04-13	2.16840434497e-19
2017-04-14	-0.000497760079642
2017-04-15	-0.000497760079642
2017-04-16	-0.000497760079642
2017-04-17	-0.000122806948783
2017-04-18	-0.000122806948783
2017-04-19	0.000483805122797
2017-04-20	0.00129549343449
2017-04-21	0.000851338286498
2017-04-22	0.000851338286498
2017-04-23	0.000851338286498
2017-04-24	0.000476385155639
2017-04-25	0.000476385155639
2017-04-26	-0.000130226915941
2017-04-27	-0.00094191522763
2017-04-28	0.0011544011544
2017-04-29	0.0011544011544
2017-04-30	0.0011544011544
2017-05-01	0.0011544011544
2017-05-02	0.0020800413889
2017-05-03	0.00326312331732
2017-05-04	0.00464739795741
2017-05-05	0.00543223403636
2017-05-06	0.00543223403636
2017-05-07	0.00603756091288
2017-05-08	0.00948682794363
2017-05-09	0.0104842646322
2017-05-10	0.0099610309387
2017-05-11	0.0134730696627
2017-05-12	0.0130344326694
2017-05-13	0.0130344326694
2017-05-14	0.0124291057929
2017-05-15	0.00926160827467
2017-05-16	0.00792885012373
2017-05-17	0.00697445107881
2017-05-18	0.00260046730473
2017-05-19	0.000517964242404
2017-05-20	0.000517964242404
2017-05-21	0.0012251778209
2017-05-22	0.00127333242582
2017-05-23	0.00149163899061
2017-05-24	0.00207892984746
2017-05-25	0.00220595090684
2017-05-26	0.00308860560877
2017-05-27	0.00489692387278
2017-05-28	0.00498336108793
2017-05-29	0.00577242242367
2017-05-30	0.0058192290799
2017-05-31	0.00618939920873
2017-06-01	0.00610920052296
2017-06-02	0.00580844864326
2017-06-03	0.00400013037924
2017-06-04	0.00320647958559
2017-06-05	0.0020874941324
2017-06-06	0.00123206213925
2017-06-07	0.00114869412527
2017-06-08	0.000268306556339
2017-06-09	0.000268306556339
2017-06-10	0.000268306556339
2017-06-11	0.00162240269717
2017-06-12	0.00162240269717
2017-06-13	0.00131973925891
2017-06-14	0.000740197097216
2017-06-15	0.00135931447597
2017-06-16	0.00171031482697
2017-06-17	0.00464573557061
2017-06-18	0.00492429249101
2017-06-19	0.00590053720301
2017-06-20	0.00769440255001
2017-06-21	0.0102859153456
2017-06-22	0.0118134572492
2017-06-23	0.0124148378506
2017-06-24	0.0128016762431
2017-06-25	0.0134486584403
2017-06-26	0.0128251474143
2017-06-27	0.0109759075536
2017-06-28	0.00870327230898
2017-06-29	0.00814051805613
2017-06-30	0.00748390758586
2017-07-01	0.00521984950785
2017-07-02	0.00374278246779
2017-07-03	0.00339004878172
2017-07-04	0.00547341454603
2017-07-05	0.00515453699501
2017-07-06	0.00388186757089
2017-07-07	0.00358609708878
2017-07-08	0.00252789603058
2017-07-09	0.00388982997679
2017-07-10	0.00419313601258
2017-07-11	0.00386836842438
2017-07-12	0.00418303173464
2017-07-13	0.0047909344702
2017-07-14	0.00658412036381
2017-07-15	0.00658412036381
2017-07-16	0.0044196181993
2017-07-17	0.00501667230757
2017-07-18	0.00388718825589
2017-07-19	0.00448827586138
2017-07-20	0.00388037312582
2017-07-21	0.00208718723221
2017-07-22	0.00208718723221
2017-07-23	0.00208718723221
2017-07-24	0.00118682708816
2017-07-25	0.00149411991517
2017-07-26	-3.53382280707e-06
2017-07-27	-3.53382280707e-06
2017-07-28	-3.53382280707e-06
2017-07-29	-3.53382280707e-06
2017-07-30	-3.53382280707e-06
2017-07-31	-3.53382280707e-06
2017-08-01	-0.000295041089584
2017-08-02	0.00357093398223
2017-08-03	0.00385664826795
2017-08-04	0.00353705734433
2017-08-05	0.000841639554573
2017-08-06	0.00277214148508
2017-08-07	0.00335762157875
2017-08-08	1.56341753589e-06
2017-08-09	-0.00646800258359
2017-08-10	-0.00283310917511
2017-08-11	-0.00200148548139
2017-08-12	0.000693932308366
2017-08-13	-0.00184189649865
2017-08-14	-0.00194146794315
2017-08-15	0.00223945722361
2017-08-16	0.00601895156914
2017-08-17	0.00209834387495
2017-08-18	0.00158631110485
2017-08-19	0.00158631110485
2017-08-20	0.00219163798136
2017-08-21	0.00200088871826
2017-08-22	0.000889159980069
2017-08-23	-0.000905320806008
2017-08-24	-1.05996607653e-05
2017-08-25	-1.05996607653e-05
2017-08-26	-1.05996607653e-05
2017-08-27	-1.05996607653e-05
2017-08-28	0.000588962098409
2017-08-29	0.000855486618665
2017-08-30	0.00287698487314
2017-08-31	0.00440357123395
2017-09-01	0.00440357123395
2017-09-02	0.00832821801574
2017-09-03	0.00892845811178
2017-09-04	0.00803373696653
2017-09-05	0.00776721244628
2017-09-06	0.0072296410959
2017-09-07	0.00480833358985
2017-09-08	0.00535255127692
2017-09-09	0.00142790449513
2017-09-10	0.000827664399093
2017-09-11	0.000827664399093
2017-09-12	0.00170588453961
2017-09-13	0.00247285799566
2017-09-14	0.00247285799566
2017-09-15	0.00251054313081
2017-09-16	0.00251054313081
2017-09-17	0.00251054313081
2017-09-18	0.00251054313081
2017-09-19	0.0016323229903
2017-09-20	0.000891788164652
2017-09-21	0.00147967764143
2017-09-22	0.00465717331544
2017-09-23	0.00894288760116
2017-09-24	0.0129529126638
2017-09-25	0.0137676872428
2017-09-26	0.016743877719
2017-09-27	0.0191579633209
2017-09-28	0.0202947073595
2017-09-29	0.0171090323286
2017-09-30	0.0128233180429
2017-10-01	0.00947466864158
2017-10-02	0.00975879516144
2017-10-03	0.00678260468525
2017-10-04	0.0043612971792
2017-10-05	0.00296282152423
2017-10-06	0.00238909805894
2017-10-07	0.00238909805894
2017-10-08	0.00172772239756
2017-10-09	0.000628821298661
2017-10-10	0.000885758605958
2017-10-11	1.19234547276e-06
2017-10-12	0.000651279197076
2017-10-13	0.000945223935465
2017-10-14	0.00383122682147
2017-10-15	0.00383122682147
2017-10-16	0.00526842141762
2017-10-17	0.0061363435029
2017-10-18	0.00638755849444
2017-10-19	0.00512954426989
2017-10-20	0.0048355995315
2017-10-21	0.0019495966455
2017-10-22	0.0019495966455
2017-10-23	0.000512402049349
2017-10-24	-0.000612457343227
2017-10-25	0.00160502294029
2017-10-26	0.00188679245283
2017-10-27	0.00188679245283
2017-10-28	0.00188679245283
2017-10-29	0.00188679245283
2017-10-30	0.00246988283184
2017-10-31	0.00246988283184
2017-11-01	0.00210608763761
2017-11-02	0.0023884140069
2017-11-03	0.00349369170792
2017-11-04	0.00449269270692
2017-11-05	0.00514500842773
2017-11-06	0.00728013006926
2017-11-07	0.00700001802444
2017-11-08	0.00731638312022
2017-11-09	0.0109944527905
2017-11-10	0.0139708077426
2017-11-11	0.0129718067436
2017-11-12	0.0116226269113
2017-11-13	0.0100404557882
2017-11-14	0.0106006798778
2017-11-15	0.0090540575703
2017-11-16	0.00509366153069
2017-11-17	0.00161864094921
2017-11-18	0.00341558614238
2017-11-19	0.0034510745925
2017-11-20	0.00317389427333
2017-11-21	0.00318532741802
2017-11-22	0.00197878901602
2017-11-23	0.00197878901602
2017-11-24	0.00105258602082
2017-11-25	0.000121441693448
2017-11-26	0.00141773798974
2017-11-27	-0.000306923454356
2017-11-28	0.000353912308521
2017-11-29	0.00188347421048
2017-11-30	0.00158952947209
2017-12-01	0.0032380240502
2017-12-02	0.00237222318439
2017-12-03	0.00242743367439
2017-12-04	0.00417506875536
2017-12-05	0.00322268780298
2017-12-06	0.00420846173215
2017-12-07	0.00450240647054
2017-12-08	0.00317350281606
2017-12-09	0.00317350281606
2017-12-10	0.00393369801457
2017-12-11	0.00529276015794
2017-12-12	0.00791399213697
2017-12-13	0.00836795311937
2017-12-14	0.00836795311937
2017-12-15	0.00896195371337
2017-12-16	0.00896195371337
2017-12-17	0.00751162738995
2017-12-18	0.00527073103141
2017-12-19	0.00264949905238
2017-12-20	0.000907283802021
2017-12-21	0.00438312669392
