Date	ECB Excess Sentiment
2019-07-20	-1.06304010989
2019-07-21	-0.847951692407
2019-07-22	-0.877362477718
2019-07-23	-0.885775166803
2019-07-24	-0.900596877452
2019-07-25	-0.932364665317
2019-07-26	-0.929919513193
2019-07-27	-0.965872081097
2019-07-28	-0.975986068922
2019-07-29	-0.931695413885
2019-07-30	-0.819084997908
2019-07-31	-0.760405083145
2019-08-01	-0.585347272097
2019-08-02	-0.557343150383
2019-08-03	-0.415065447915
2019-08-04	-0.395504306441
2019-08-05	-0.424272908795
2019-08-06	-0.562503526771
2019-08-07	-0.445697458413
2019-08-08	-0.561730711493
2019-08-09	-0.542945812023
2019-08-10	-0.688849724474
2019-08-11	-0.786726569242
2019-08-12	-0.577450631897
2019-08-13	-0.538814963346
2019-08-14	-0.582313367125
2019-08-15	-0.458487788545
2019-08-16	-0.410520784797
2019-08-17	-0.304880481692
2019-08-18	-0.194008480031
2019-08-19	-0.472267627706
2019-08-20	-0.556327811006
2019-08-21	-0.693444079011
2019-08-22	-0.85385945393
2019-08-23	-1.01069627624
2019-08-24	-1.20097744002
2019-08-25	-1.30351969378
2019-08-26	-1.07827386043
2019-08-27	-0.985753080464
2019-08-28	-0.903431553109
2019-08-29	-0.719308879025
2019-08-30	-0.713100654738
2019-08-31	-0.542024095895
2019-09-01	-0.64917208695
2019-09-02	-0.807614133686
2019-09-03	-0.762838793016
2019-09-04	-0.787987204248
2019-09-05	-0.908285660523
2019-09-06	-0.823464606647
2019-09-07	-0.951838116574
2019-09-08	-0.78183804518
2019-09-09	-0.740680031576
2019-09-10	-0.770622560324
2019-09-11	-0.818353404174
2019-09-12	-0.95123924414
2019-09-13	-1.00647502766
2019-09-14	-1.09283473781
2019-09-15	-1.06105629398
2019-09-16	-1.04540745504
2019-09-17	-1.05524693574
2019-09-18	-1.02032466972
2019-09-19	-1.00366564515
2019-09-20	-1.11855613288
2019-09-21	-1.10193926335
2019-09-22	-1.03802764503
2019-09-23	-1.11324756395
2019-09-24	-1.04542967801
2019-09-25	-1.02224403485
2019-09-26	-0.945458645664
2019-09-27	-0.775396911915
2019-09-28	-0.70945281987
2019-09-29	-0.823784852734
2019-09-30	-0.839748275426
2019-10-01	-0.880343497299
2019-10-02	-0.88519923467
2019-10-03	-0.823932829028
2019-10-04	-0.848287861042
2019-10-05	-0.734970646899
2019-10-06	-0.566897763942
