Date	CBRT Excess Sentiment
2017-07-02	1.74021819747
2017-07-03	1.69623121606
2017-07-04	1.71137855053
2017-07-05	1.69775722571
2017-07-06	1.03610819419
2017-07-07	0.671512062711
2017-07-08	0.65997381434
2017-07-09	0.640776125519
2017-07-10	0.396676653714
2017-07-11	0.358232798964
2017-07-12	-0.105376035305
2017-07-13	0.0850199084688
2017-07-14	1.11815043578
2017-07-15	1.11743116359
2017-07-16	1.10874122429
2017-07-17	0.152728019511
2017-07-18	0.175791945899
2017-07-19	2.63260686445
2017-07-20	2.20675065285
2017-07-21	2.04273322718
2017-07-22	2.04624089944
2017-07-23	2.0977241318
2017-07-24	4.42066891879
2017-07-25	4.35794956708
2017-07-26	1.00139288453
2017-07-27	0.535113088686
2017-07-28	0.576694209958
2017-07-29	0.45981066396
2017-07-30	0.370105150391
2017-07-31	3.4412878571
2017-08-01	2.97928332218
2017-08-02	1.66962368583
2017-08-03	1.17665803471
2017-08-04	1.2463641384
2017-08-05	1.30894489692
2017-08-06	1.34855270513
2017-08-07	-0.522719540108
2017-08-08	-1.89891672781
2017-08-09	0.0781838659969
2017-08-10	1.75363228722
2017-08-11	-1.20861694978
2017-08-12	-1.1110066296
2017-08-13	-1.0687430124
2017-08-14	-1.03389244415
2017-08-15	-0.973767546225
2017-08-16	-4.08296078115
2017-08-17	0.645344320277
2017-08-18	5.4938144795
2017-08-19	5.45421681016
2017-08-20	5.41657552521
2017-08-21	2.88497076679
2017-08-22	1.75396608127
2017-08-23	1.73617979149
2017-08-24	-0.711222307417
2017-08-25	-0.833709861147
2017-08-26	-0.828829442527
2017-08-27	-0.828752103501
2017-08-28	-1.29795946197
2017-08-29	-2.17175185325
2017-08-30	-1.14364329934
2017-08-31	-0.14376393469
2017-09-01	-0.153010108925
2017-09-02	-0.202204716247
2017-09-03	-0.179849726438
2017-09-04	-0.171145495304
2017-09-05	-0.0621802370018
2017-09-06	1.73365488643
2017-09-07	1.36319684862
2017-09-08	2.22724847844
2017-09-09	2.25689221387
2017-09-10	1.43245804101
2017-09-11	1.43367269352
2017-09-12	1.61726706228
2017-09-13	1.30236561473
2017-09-14	1.1040131371
2017-09-15	0.69424605332
2017-09-16	0.70823821102
2017-09-17	1.33867988019
2017-09-18	1.3387350959
2017-09-19	1.831949773
2017-09-20	2.49233566585
2017-09-21	4.11701580883
2017-09-22	4.56506898207
2017-09-23	4.59319395022
2017-09-24	4.63558802056
2017-09-25	5.61695030703
2017-09-26	4.27494023754
2017-09-27	2.01250531513
2017-09-28	-0.589822202351
2017-09-29	-0.653987597749
2017-09-30	-0.726761014351
2017-10-01	-0.81413714781
2017-10-02	-0.864200231395
2017-10-03	-1.01905011697
2017-10-04	1.7750331163
2017-10-05	3.95853586503
2017-10-06	1.34287330479
2017-10-07	1.35084690787
2017-10-08	2.36436552879
2017-10-09	1.08757387327
2017-10-10	1.57452210945
2017-10-11	1.20114113448
2017-10-12	0.90615355286
2017-10-13	1.69581924594
2017-10-14	1.69730957656
2017-10-15	1.02595536208
2017-10-16	0.95735398486
2017-10-17	1.58741532203
2017-10-18	1.475008332
2017-10-19	1.89761955664
2017-10-20	1.9177074
2017-10-21	1.89919116441
2017-10-22	2.33137953969
2017-10-23	4.31836532811
2017-10-24	2.02278042179
2017-10-25	1.37199573501
2017-10-26	1.14661705855
2017-10-27	0.335159691052
2017-10-28	0.434542702219
2017-10-29	0.460991202774
2017-10-30	-0.248803871662
2017-10-31	0.185103674957
2017-11-01	0.063531500161
2017-11-02	0.128254932978
2017-11-03	1.1553731251
2017-11-04	1.06554512225
2017-11-05	1.0718196571
2017-11-06	0.200678786624
2017-11-07	-0.0985980664181
2017-11-08	0.375219299745
2017-11-09	0.285306155013
2017-11-10	-1.86641154561
2017-11-11	-1.85282975777
2017-11-12	-1.84849349415
2017-11-13	-1.84515116952
2017-11-14	-1.27224028508
2017-11-15	-1.50247788309
2017-11-16	-1.02316832259
2017-11-17	0.0808019026457
2017-11-18	1.00838985296
2017-11-19	0.943955551
2017-11-20	1.05466872754
2017-11-21	0.90831765282
2017-11-22	0.937891954401
2017-11-23	0.733659271942
2017-11-24	0.421638975942
2017-11-25	-0.475321261878
2017-11-26	-1.23122662838
2017-11-27	-0.770178879631
2017-11-28	-0.865243063599
2017-11-29	-0.683675520958
2017-11-30	-0.786313208779
2017-12-01	-1.30251719337
2017-12-02	-1.29871312692
2017-12-03	-0.761491368138
2017-12-04	-1.13665348346
2017-12-05	-0.683618117686
2017-12-06	-0.685834458722
2017-12-07	-0.914780562567
2017-12-08	-0.726571291818
2017-12-09	-0.533878768882
2017-12-10	-0.785565828773
2017-12-11	-1.02305874139
2017-12-12	-1.43783738328
2017-12-13	-1.29370874603
2017-12-14	-0.834798083882
2017-12-15	-0.916785830935
2017-12-16	-0.952299968523
2017-12-17	-0.742827554829
2017-12-18	-0.492741832534
2017-12-19	-0.541695420868
2017-12-20	-1.19436666566
2017-12-21	-2.38921687445
2017-12-22	-3.08145430886
2017-12-23	-3.08686890186
2017-12-24	-3.01224653782
2017-12-25	-2.97702226591
2017-12-26	-2.97150279517
2017-12-27	-0.914874425695
2017-12-28	-0.607597274886
2017-12-29	-0.580203768389
2017-12-30	-0.573001129206
2017-12-31	-0.484809009057
2018-01-01	-0.4699382077
2018-01-02	-0.498664417565
2018-01-03	-0.423720241457
2018-01-04	2.41675596904
2018-01-05	0.11534510788
2018-01-06	0.182497095577
2018-01-07	0.0518398447132
2018-01-08	-0.00509460211633
2018-01-09	0.0111376217812
2018-01-10	-2.16661594375
2018-01-11	-2.08830206562
2018-01-12	
2018-01-13	
2018-01-14	
2018-01-15	-2.75817049458
2018-01-16	2.33930429398
2018-01-17	3.66160755222
2018-01-18	3.17855038844
2018-01-19	2.84791370781
2018-01-20	2.90971178601
2018-01-21	2.95119213552
2018-01-22	3.59572560501
2018-01-23	2.5309087007
2018-01-24	1.11058396167
2018-01-25	0.720941717535
2018-01-26	0.03792653629
2018-01-27	-0.034068969267
2018-01-28	-0.0915877510293
2018-01-29	
2018-01-30	0.342112446316
2018-01-31	3.5067865911
2018-02-01	3.51600347073
2018-02-02	3.53825767011
2018-02-03	3.52375173094
2018-02-04	3.57879616607
2018-02-05	2.54001651036
2018-02-06	3.6838711514
2018-02-07	0.495072412757
2018-02-08	0.554268792211
2018-02-09	0.703601967753
2018-02-10	-1.94516318731
2018-02-11	-1.91825232244
2018-02-12	-4.57070428535
2018-02-13	-4.67884950381
2018-02-14	-3.08772296965
2018-02-15	-3.22180367803
2018-02-16	-2.05020906925
2018-02-17	-0.555768261114
2018-02-18	-0.481821894526
2018-02-19	0.516526122482
2018-02-20	0.877181315098
2018-02-21	1.76715409221
2018-02-22	2.50305229533
2018-02-23	1.95847583601
2018-02-24	1.92713741138
2018-02-25	1.80310768034
2018-02-26	1.49262248116
2018-02-27	1.23667444165
2018-02-28	1.28748098223
2018-03-01	-1.84255712081
2018-03-02	
2018-03-03	
2018-03-04	
2018-03-05	
2018-03-06	0.28516756531
2018-03-07	-0.316465239847
2018-03-08	-0.301850617091
2018-03-09	-0.353774291256
2018-03-10	1.90795037313
2018-03-11	1.82651962493
2018-03-12	0.637180855827
2018-03-13	-0.141273550164
2018-03-14	0.127269518165
2018-03-15	0.979837803933
2018-03-16	1.0366976364
2018-03-17	-0.699615783094
2018-03-18	-0.588101266279
2018-03-19	-0.706243179947
2018-03-20	1.5430640303
2018-03-21	0.483422049389
2018-03-22	-0.607165568915
2018-03-23	-0.290549760943
2018-03-24	-0.629566506129
2018-03-25	-0.81129073205
2018-03-26	0.128793953898
2018-03-27	0.853937799464
2018-03-28	2.85844469811
2018-03-29	1.0702622843
2018-03-30	1.3831632312
2018-03-31	1.33734237958
2018-04-01	1.32701619632
2018-04-02	-0.0477844941132
2018-04-03	-1.99437426258
2018-04-04	-2.33705516499
2018-04-05	-1.79013847856
2018-04-06	-2.07071226027
2018-04-07	-1.93195479901
2018-04-08	-1.82378507543
2018-04-09	-1.64922917499
2018-04-10	-2.41225332218
2018-04-11	-2.38688530357
2018-04-12	-2.41799144496
2018-04-13	-2.09138487662
2018-04-14	-2.10326708345
2018-04-15	-2.25764746856
2018-04-16	-2.25867098068
2018-04-17	-1.77681996016
2018-04-18	-2.16813571933
2018-04-19	-2.1842253223
2018-04-20	-1.27669952794
2018-04-21	-1.83407620616
2018-04-22	-1.81810725919
2018-04-23	-2.08484637638
2018-04-24	-2.22384287584
2018-04-25	-1.16660073048
2018-04-26	-1.06443734928
2018-04-27	-1.59747270774
2018-04-28	-0.823274803318
2018-04-29	-0.482182463355
2018-04-30	0.72381567776
2018-05-01	0.290585722317
2018-05-02	-0.0608679763215
2018-05-03	-0.149713691673
2018-05-04	0.457448008448
2018-05-05	0.383793048887
2018-05-06	0.496048422908
2018-05-07	-0.319095961686
2018-05-08	-0.191210560829
2018-05-09	0.266077465574
2018-05-10	0.0228933694364
2018-05-11	0.8787059948
2018-05-12	0.475787726626
2018-05-13	0.445697561366
2018-05-14	0.975769393496
2018-05-15	1.04984554643
2018-05-16	0.961158456359
2018-05-17	1.03748489157
2018-05-18	0.157941073716
2018-05-19	0.48078493265
2018-05-20	0.194856967306
2018-05-21	0.277355573568
2018-05-22	0.576740227804
2018-05-23	0.287316233755
2018-05-24	0.429996367813
2018-05-25	0.385302855626
2018-05-26	0.0452920111824
2018-05-27	0.266796740598
2018-05-28	-0.317960376425
2018-05-29	-0.406407085331
2018-05-30	-0.271251597823
2018-05-31	-0.123011930165
2018-06-01	-0.716643868782
2018-06-02	-0.506375314321
2018-06-03	-0.275228247918
2018-06-04	0.760667109485
2018-06-05	0.143183130165
2018-06-06	0.0299766065795
2018-06-07	0.131678176708
2018-06-08	0.577880408401
2018-06-09	0.146901574649
2018-06-10	-0.0637519123553
2018-06-11	-0.645941730524
2018-06-12	-0.401946327888
2018-06-13	-0.0990495822075
2018-06-14	-0.128606038966
2018-06-15	-0.491001739574
2018-06-16	-0.366517593241
2018-06-17	-0.238593084864
2018-06-18	-0.582651539256
2018-06-19	-0.152339958718
2018-06-20	0.487301578626
2018-06-21	0.55765187614
2018-06-22	0.911706712417
2018-06-23	1.15703505507
2018-06-24	1.26194439213
2018-06-25	2.1675450125
2018-06-26	1.94004876004
2018-06-27	1.04216807915
2018-06-28	0.19437117386
2018-06-29	-0.241258568129
2018-06-30	-0.643722173144
2018-07-01	-0.815721912839
2018-07-02	-1.78059985787
2018-07-03	-1.93621584511
2018-07-04	-2.10379556044
2018-07-05	-2.0594039757
2018-07-06	-1.94347597316
2018-07-07	-1.92803945512
2018-07-08	-1.90100288289
2018-07-09	-0.098932030836
2018-07-10	0.705600696238
2018-07-11	1.07050496465
2018-07-12	2.50683999055
2018-07-13	2.06074092285
2018-07-14	1.08150387762
2018-07-15	0.553277735173
2018-07-16	-0.270790458418
2018-07-17	-0.853491562432
2018-07-18	-0.407359911602
2018-07-19	-0.784329876939
2018-07-20	-0.961198537818
2018-07-21	0.0723880379755
2018-07-22	1.2314874586
2018-07-23	1.67429917595
2018-07-24	1.58399788175
2018-07-25	1.14005016795
2018-07-26	1.26855056792
2018-07-27	0.999273198346
2018-07-28	0.543290633806
2018-07-29	-0.180171021498
2018-07-30	-0.329161205663
2018-07-31	-0.724951068686
2018-08-01	-0.591583479724
2018-08-02	-0.173261242317
2018-08-03	0.0378970461489
2018-08-04	-0.0218019957564
2018-08-05	-0.234794717392
2018-08-06	-0.411771017212
2018-08-07	-0.119703135218
2018-08-08	-0.24874716687
2018-08-09	-0.948280655655
2018-08-10	-0.828893613944
2018-08-11	-0.858775506263
2018-08-12	-0.982932747424
2018-08-13	-0.98265314828
2018-08-14	-1.08661028198
2018-08-15	-1.03618462207
2018-08-16	-0.895600079477
2018-08-17	-1.12717266871
2018-08-18	-1.23737489679
2018-08-19	-0.969492536185
2018-08-20	-0.957088783507
2018-08-21	-0.903856931733
2018-08-22	-0.644266272994
2018-08-23	-0.751181798713
2018-08-24	-0.881810557147
2018-08-25	-0.684272324083
2018-08-26	-1.19498192372
2018-08-27	-0.154986541359
2018-08-28	-0.168128931955
2018-08-29	-0.420973320416
2018-08-30	-0.246098372078
2018-08-31	0.110505279358
2018-09-01	0.0242163869051
2018-09-02	0.354765015647
2018-09-03	-0.448222896248
2018-09-04	-0.350075664182
2018-09-05	-0.1258465333
2018-09-06	0.0200962429298
2018-09-07	0.201126989199
2018-09-08	0.360670025836
2018-09-09	0.219941428679
2018-09-10	0.222409498143
2018-09-11	0.0435016849613
2018-09-12	-0.0748228794845
2018-09-13	-0.0609381741729
2018-09-14	-0.167270819857
2018-09-15	-0.277824967274
2018-09-16	-0.0422570820559
2018-09-17	-0.251502143821
2018-09-18	-0.00850595040705
2018-09-19	-0.523789783754
2018-09-20	-0.822253484817
2018-09-21	-0.833512358735
2018-09-22	-0.750464571086
2018-09-23	-0.613643218643
2018-09-24	-0.158952822267
2018-09-25	-0.374437900619
2018-09-26	-0.274926504618
2018-09-27	-0.164106595388
2018-09-28	-0.248172654197
2018-09-29	-0.473535478533
2018-09-30	-0.477516257263
2018-10-01	-1.14634324355
2018-10-02	-1.20936928161
2018-10-03	-0.563470966835
2018-10-04	-0.192907186468
2018-10-05	-0.126793650899
2018-10-06	-0.0876610342035
2018-10-07	-0.426733110147
2018-10-08	-0.62377864998
2018-10-09	-0.923286903801
2018-10-10	-1.42799447565
2018-10-11	-1.02108642956
2018-10-12	-0.571830992238
2018-10-13	-0.643770581695
2018-10-14	-0.663979106332
2018-10-15	1.07910232251
2018-10-16	1.85270845613
2018-10-17	2.0943202303
2018-10-18	1.74568458044
2018-10-19	1.37411651381
2018-10-20	1.48881606233
2018-10-21	1.47718483208
2018-10-22	0.2424577563
2018-10-23	-0.0354387509453
2018-10-24	-0.0919912585601
2018-10-25	0.231034960747
2018-10-26	0.412889572547
2018-10-27	0.27902143034
2018-10-28	0.200174286118
2018-10-29	0.0961869083729
2018-10-30	0.398885045516
2018-10-31	0.617569511448
2018-11-01	-0.318466489472
2018-11-02	-0.971959242792
2018-11-03	-0.946632328033
2018-11-04	-1.10326360274
2018-11-05	-1.03408339759
2018-11-06	-1.22676325103
2018-11-07	-2.1147558955
2018-11-08	-1.73580395273
2018-11-09	-0.791768542973
2018-11-10	-0.758508055426
2018-11-11	-0.652519396201
2018-11-12	-0.217932375116
2018-11-13	-0.772724512445
2018-11-14	0.331604653028
2018-11-15	0.283857592851
2018-11-16	1.7600376278
2018-11-17	1.712607009
2018-11-18	1.63786401838
2018-11-19	2.38621829673
2018-11-20	3.07234491005
2018-11-21	3.08009937766
2018-11-22	3.07104423757
2018-11-23	1.94549382501
2018-11-24	2.03507595878
2018-11-25	2.08437629603
2018-11-26	0.0179457353702
2018-11-27	-0.485288204266
2018-11-28	-1.0194232592
2018-11-29	-1.27330373913
2018-11-30	-2.50489145708
2018-12-01	-2.60639243742
2018-12-02	-2.58425910294
2018-12-03	-2.38796878853
2018-12-04	-2.72283125189
2018-12-05	-2.70760043045
2018-12-06	-2.66941885066
2018-12-07	-2.57326269421
2018-12-08	-2.27549250678
2018-12-09	-2.2733097604
2018-12-10	-1.44852360463
2018-12-11	-1.80063413178
2018-12-12	-1.07297104408
2018-12-13	-0.744841024968
2018-12-14	-0.0143155494353
2018-12-15	0.357556641766
2018-12-16	-0.370375656663
2018-12-17	-0.812020120303
2018-12-18	0.0309843716989
2018-12-19	0.830056724436
2018-12-20	0.791376508074
2018-12-21	0.193229533209
2018-12-22	0.166613960965
2018-12-23	0.87776608517
2018-12-24	1.69623954714
2018-12-25	0.588419822201
2018-12-26	-1.0993221361
2018-12-27	-1.01779179408
2018-12-28	-1.09625032548
2018-12-29	-0.955352061943
2018-12-30	-1.35310661429
2018-12-31	-1.45716237284
2019-01-01	-3.1485948499
2019-01-02	-1.98945214249
2019-01-03	-0.0217036244142
2019-01-04	0.0898468701494
2019-01-05	0.0505055298606
2019-01-06	1.16303979061
2019-01-07	0.227082116033
2019-01-08	0.935581801379
2019-01-09	1.13168728928
2019-01-10	-0.0571669977937
2019-01-11	-0.371330977299
2019-01-12	-0.846850895029
2019-01-13	-2.05199519803
2019-01-14	-1.35611941825
2019-01-15	-0.997302334655
2019-01-16	-1.02137142459
2019-01-17	-0.993303558584
2019-01-18	0.253297543307
2019-01-19	1.08880724783
2019-01-20	1.0851580799
2019-01-21	1.16797919149
2019-01-22	1.40261360138
2019-01-23	1.46367064721
2019-01-24	1.34470318371
2019-01-25	0.397734242891
2019-01-26	0.318467810618
2019-01-27	0.294703954207
2019-01-28	-0.143326172307
2019-01-29	-0.942054912091
2019-01-30	-1.38896001417
2019-01-31	-0.813777515963
2019-02-01	-1.66232982469
2019-02-02	-1.63067253769
2019-02-03	-0.765606781307
2019-02-04	-0.841389409788
2019-02-05	-0.856350500944
2019-02-06	-0.285502919489
2019-02-07	0.064635614334
2019-02-08	1.85004085407
2019-02-09	1.87124377892
2019-02-10	1.92796425303
2019-02-11	-0.767648736034
2019-02-12	-1.44446881482
2019-02-13	-2.11758734612
2019-02-14	-1.53380614888
2019-02-15	-1.73005117477
2019-02-16	-1.63878442754
2019-02-17	-1.37290596443
2019-02-18	-1.38373465108
2019-02-19	-0.661288636358
2019-02-20	-1.15215028181
2019-02-21	-1.14982603978
2019-02-22	-0.942177674315
2019-02-23	-0.596197361772
2019-02-24	-0.165848686847
2019-02-25	0.531210801047
2019-02-26	0.106099002423
2019-02-27	1.07026017153
2019-02-28	1.35131321576
2019-03-01	1.31277914599
2019-03-02	0.611224841297
2019-03-03	-1.33293876354
2019-03-04	-1.35335338576
2019-03-05	-1.67742310226
2019-03-06	-1.27075746755
2019-03-07	-1.01726915373
2019-03-08	-0.99606468261
2019-03-09	-0.974801679979
2019-03-10	-0.265442532211
2019-03-11	0.535021058404
2019-03-12	0.380615880325
2019-03-13	0.0364466996206
2019-03-14	0.720084657922
2019-03-15	0.730886210715
2019-03-16	0.362672344593
2019-03-17	0.110888284272
2019-03-18	-0.263932707904
2019-03-19	0.0327352324672
2019-03-20	0.376185487988
2019-03-21	-0.7222625154
2019-03-22	-0.266527595216
2019-03-23	-0.255804756032
2019-03-24	-0.461250762232
2019-03-25	-0.401192947432
2019-03-26	-0.681376882081
2019-03-27	-0.751870716297
2019-03-28	-0.679985558168
2019-03-29	-1.27275129122
2019-03-30	-1.27320095782
2019-03-31	-1.29224721267
2019-04-01	-1.97185276596
2019-04-02	-2.20083809853
2019-04-03	-2.45550196861
2019-04-04	-2.48827589375
2019-04-05	-2.19600147597
2019-04-06	-1.86004554694
2019-04-07	-1.87304677439
2019-04-08	-1.02933312105
2019-04-09	-1.02932268839
2019-04-10	-0.725405772326
2019-04-11	0.0654160651486
2019-04-12	-0.423516759766
2019-04-13	-0.903139041809
2019-04-14	-0.976819714085
2019-04-15	-0.631956928544
2019-04-16	-0.359968765753
2019-04-17	-0.276568630801
2019-04-18	-0.676745631468
2019-04-19	-0.0924456708425
2019-04-20	-0.160003780253
2019-04-21	1.68181636701
2019-04-22	1.16056027489
2019-04-23	1.2754992487
2019-04-24	0.732586350314
2019-04-25	0.471388809765
2019-04-26	-0.0574152744069
2019-04-27	-0.250844711994
2019-04-28	-2.16848224273
2019-04-29	-1.56331612792
2019-04-30	-1.24496305427
2019-05-01	-1.24295933544
2019-05-02	-0.650986137842
2019-05-03	-0.356128028189
2019-05-04	0.64830211462
2019-05-05	0.54016565652
2019-05-06	0.745960609997
2019-05-07	0.878052657881
2019-05-08	1.2964785927
2019-05-09	1.17571915509
2019-05-10	1.2062411451
2019-05-11	0.344957286416
2019-05-12	0.0971570432576
2019-05-13	0.139733972414
2019-05-14	0.651428747943
2019-05-15	0.130360779379
2019-05-16	-0.131939561735
2019-05-17	-0.121084810265
2019-05-18	0.45385193215
2019-05-19	0.0793906173665
2019-05-20	-0.329969426573
2019-05-21	-1.04171795196
2019-05-22	-0.45169751607
2019-05-23	-0.386972158702
2019-05-24	0.224623566468
2019-05-25	0.3105292888
2019-05-26	1.24165390703
2019-05-27	1.38945123797
2019-05-28	1.37327089115
2019-05-29	0.413903065067
2019-05-30	0.699955007741
2019-05-31	-0.837841534912
2019-06-01	-0.804132639648
2019-06-02	-1.38824205437
2019-06-03	-1.27329182323
2019-06-04	-0.510875768883
2019-06-05	0.11605320904
2019-06-06	0.225473712507
2019-06-07	0.943550562068
2019-06-08	0.891727025259
2019-06-09	1.90878042739
2019-06-10	1.47436718214
2019-06-11	0.773458482254
2019-06-12	1.01326606635
2019-06-13	0.517039165606
2019-06-14	-0.0847721994847
2019-06-15	-0.496897242378
2019-06-16	0.0803361582713
2019-06-17	0.348650717667
2019-06-18	1.02266947452
2019-06-19	0.883060754185
2019-06-20	0.806047521039
2019-06-21	1.56647970203
2019-06-22	2.46363935464
2019-06-23	2.20764592715
2019-06-24	1.88727560672
2019-06-25	1.7704690103
2019-06-26	1.42498259911
2019-06-27	2.08288196863
2019-06-28	1.38067396973
2019-06-29	1.41327639678
2019-06-30	1.43516948146
2019-07-01	1.72877264096
2019-07-02	1.84210413676
2019-07-03	1.70954984253
2019-07-04	1.4864698558
2019-07-05	1.6283624566
2019-07-06	1.73498887405
2019-07-07	0.992794125455
2019-07-08	0.563481725994
2019-07-09	0.282192450349
2019-07-10	0.282471225388
2019-07-11	-0.375790865165
2019-07-12	-1.09852290098
2019-07-13	-1.29851333661
2019-07-14	-1.26631032191
2019-07-15	-1.28780323938
2019-07-16	-2.11327731739
2019-07-17	-1.95581305127
2019-07-18	-1.54371258963
2019-07-19	-0.721273786265
2019-07-20	-0.955721556429
2019-07-21	-0.61903952298
2019-07-22	-0.936290726869
2019-07-23	-0.728461353986
2019-07-24	-0.411166303055
2019-07-25	-0.491406678986
2019-07-26	-0.743480567733
2019-07-27	-0.263868280184
2019-07-28	-0.562419598159
2019-07-29	0.0462995538367
2019-07-30	-0.0935967843196
2019-07-31	-0.517672141118
2019-08-01	-0.163122062765
2019-08-02	-0.16101597653
2019-08-03	-0.159404933869
2019-08-04	-0.0499733503544
2019-08-05	-0.450040404349
2019-08-06	-0.251720343772
2019-08-07	-0.151140420131
2019-08-08	-0.826598789791
2019-08-09	0.0148973832721
2019-08-10	0.15180823969
2019-08-11	-0.193025158247
2019-08-12	0.33191637964
2019-08-13	0.371140533725
2019-08-14	0.831665943718
2019-08-15	1.6733007227
2019-08-16	0.645440119797
2019-08-17	0.632081243745
2019-08-18	1.34345540526
2019-08-19	1.15057608526
2019-08-20	1.16852878999
