Date	BOC Hawkish	BOC Dovish
2017-01-01	0.00755343248678	0.00514603807573
2017-01-02	0.00695606262909	0.00407563132116
2017-01-03	0.00625919851759	0.00361461794679
2017-01-04	0.00643211889362	0.00313762148579
2017-01-05	0.00608368683787	0.00278918943004
2017-01-06	0.00740784737616	0.00438754793927
2017-01-07	0.00609119168162	0.00438754793927
2017-01-08	0.00436270154343	0.00492663149722
2017-01-09	0.00337848281982	0.00394241277361
2017-01-10	0.00425311838833	0.00394122035975
2017-01-11	0.00366833027389	0.00335211873972
2017-01-12	0.00423861826932	0.00477783872831
2017-01-13	0.00474860285751	0.00501362534556
2017-01-14	0.00734600545491	0.00761102794296
2017-01-15	0.00889751423145	0.009859400831
2017-01-16	0.0106132976771	0.00954884182479
2017-01-17	0.0121196144896	0.00956098954102
2017-01-18	0.0160224308462	0.0146630303573
2017-01-19	0.0178683313135	0.016559569505
2017-01-20	0.0182304653818	0.019124346745
2017-01-21	0.0170616342129	0.0193840870048
2017-01-22	0.0149710418784	0.0165966305588
2017-01-23	0.0139390646901	0.0185853610858
2017-01-24	0.0118502537055	0.0191586885763
2017-01-25	0.007953172485	0.0146658466634
2017-01-26	0.0055369840223	0.0125698290968
2017-01-27	0.00463570856803	0.0101123228818
2017-01-28	0.00320713713946	0.0072551800247
2017-01-29	0.00738832180845	0.0079520441362
2017-01-30	0.00882704656927	0.00943915650109
2017-01-31	0.00948940724092	0.00986142769549
2017-02-01	0.0117244903289	0.0105220700619
2017-02-02	0.0130261499449	0.0105974881083
2017-02-03	0.0133148808219	0.0102398065742
2017-02-04	0.0133148808219	0.0102398065742
2017-02-05	0.00976302277339	0.0101722690832
2017-02-06	0.00766845678427	0.0077119982969
2017-02-07	0.00818670876625	0.00729936475681
2017-02-08	0.00564702622657	0.00602952348697
2017-02-09	0.00736560218893	0.00563393454447
2017-02-10	0.00608603565773	0.00435436801326
2017-02-11	0.00608603565773	0.00435436801326
2017-02-12	0.00545670903721	0.00449309054789
2017-02-13	0.005118185002	0.0037956857983
2017-02-14	0.00431143161793	0.00361648355724
2017-02-15	0.00464835884165	0.00395341078096
2017-02-16	0.00248870846121	0.00304734010745
2017-02-17	0.00186351308765	0.0024221447339
2017-02-18	0.00268453115005	0.0024221447339
2017-02-19	0.00268453115005	0.00165409557875
2017-02-20	0.00300412207367	0.00165551914634
2017-02-21	0.00326777743494	0.00127628883218
2017-02-22	0.00444096800041	0.00154340872414
2017-02-23	0.00414727622651	0.00239374886019
2017-02-24	0.00860085621966	0.00410666424217
2017-02-25	0.00777983815726	0.00410666424217
2017-02-26	0.00850500131897	0.00410666424217
2017-02-27	0.00879202246693	0.00409037935435
2017-02-28	0.00995295877416	0.00590963305974
2017-03-01	0.0131157381812	0.00797581291336
2017-03-02	0.0174608382079	0.00753480556486
2017-03-03	0.0158771561739	0.00677852283594
2017-03-04	0.0166290358732	0.00677852283594
2017-03-05	0.0172908352635	0.00955244793997
2017-03-06	0.0184551795083	0.00954430129024
2017-03-07	0.0179006854841	0.00771971622412
2017-03-08	0.0162868277494	0.00657900898563
2017-03-09	0.0135017396515	0.00829658155078
2017-03-10	0.0129149467151	0.00766610675813
2017-03-11	0.0121630670159	0.00766610675813
2017-03-12	0.0107761044639	0.00489218165411
2017-03-13	0.00967741705501	0.0052692911756
2017-03-14	0.00846525784416	0.00465485185148
2017-03-15	0.00636930024451	0.003446359408
2017-03-16	0.00513525203466	0.00191469215052
2017-03-17	0.00317173793545	0.00222771613736
2017-03-18	0.00475903952275	0.00381501772466
2017-03-19	0.00614600207476	0.00381501772466
2017-03-20	0.00656982377735	0.00387347589053
2017-03-21	0.0072988857309	0.00527747729453
2017-03-22	0.00633580386895	0.00495645000721
2017-03-23	0.00544294672609	0.00436121191198
2017-03-24	0.00781877359223	0.00608052063078
2017-03-25	0.00623147200493	0.00449321904348
2017-03-26	0.00560438787237	0.00449321904348
2017-03-27	0.00614656724911	0.0044177999648
2017-03-28	0.00681889400839	0.00439406081062
2017-03-29	0.00767947920632	0.00496778427591
2017-03-30	0.00767947920632	0.00597618763726
2017-03-31	0.00626817056584	0.0049018062205
2017-04-01	0.00626817056584	0.0049018062205
2017-04-02	0.0067559527827	0.0061494668568
2017-04-03	0.00638470845307	0.00581091527636
2017-04-04	0.00555038153179	0.00502465362054
2017-04-05	0.00565504729911	0.0054161811205
2017-04-06	0.00723532542806	0.00503988901073
2017-04-07	0.00938665859198	0.00575978787749
2017-04-08	0.016685928665	0.00575978787749
2017-04-09	0.0161153160991	0.00518917531159
2017-04-10	0.0191373039687	0.010481128894
2017-04-11	0.0226515894213	0.0114604448513
2017-04-12	0.0290653231078	0.0134467877467
2017-04-13	0.0297938472876	0.0154120790925
2017-04-14	0.0268561650541	0.0134080710765
2017-04-15	0.0195568949811	0.0134080710765
2017-04-16	0.0196691128933	0.0135202889887
2017-04-17	0.016504958759	0.00866148525373
2017-04-18	0.0142688698123	0.00739805404486
2017-04-19	0.00810310930378	0.00535637829155
2017-04-20	0.00660599530667	0.00438235231752
2017-04-21	0.00862000916737	0.00501029580261
2017-04-22	0.0101812894172	0.00579093592751
2017-04-23	0.00939202343454	0.00500166994488
2017-04-24	0.00960227752661	0.00425176368316
2017-04-25	0.00771319217446	0.00422199038555
2017-04-26	0.00678008007612	0.00331207227818
2017-04-27	0.00596839176443	0.00223920487584
2017-04-28	0.00374521811269	0.00189986167935
2017-04-29	0.00218393786288	0.00111922155445
2017-04-30	0.00218393786288	0.00111922155445
2017-05-01	0.00410482763424	0.00274722318245
2017-05-02	0.00598454280324	0.00462693835145
2017-05-03	0.00807059461527	0.00581002027988
2017-05-04	0.00945486925536	0.0060900758429
2017-05-05	0.00948947517232	0.00644788796542
2017-05-06	0.00948947517232	0.00644788796542
2017-05-07	0.0107001289253	0.00765854171845
2017-05-08	0.00888132026549	0.00603054009044
2017-05-09	0.00672149305167	0.00387071287662
2017-05-10	0.00435532919482	0.0026876309482
2017-05-11	0.00469916515381	0.00329715833004
2017-05-12	0.00497619904429	0.00325098601496
2017-05-13	0.00497619904429	0.00325098601496
2017-05-14	0.00376554529127	0.00204033226194
2017-05-15	0.00373719825781	0.00232210177448
2017-05-16	0.00373719825781	0.00232210177448
2017-05-17	0.00403174906783	0.00291120339451
2017-05-18	0.00256480326373	0.00147111122861
2017-05-19	0.00603788292329	0.000870871132568
2017-05-20	0.00603788292329	0.00165151125747
2017-05-21	0.0095739508158	0.00165151125747
2017-05-22	0.0111344203102	0.00334928644965
2017-05-23	0.0140993798789	0.00415791178658
2017-05-24	0.0228797705209	0.00795991086912
2017-05-25	0.0294367875441	0.0115313394406
2017-05-26	0.026867227187	0.013035098839
2017-05-27	0.029579704583	0.0131586178462
2017-05-28	0.0284245890715	0.0139522686398
2017-05-29	0.0258282671654	0.0119727239351
2017-05-30	0.024574171583	0.0111640985982
2017-05-31	0.0161621403067	0.00677299789558
2017-06-01	0.0104822624157	0.00348614530594
2017-06-02	0.0106018796405	0.00295641188147
2017-06-03	0.00788940224452	0.00205225274946
2017-06-04	0.00550844986357	0.00125860195581
2017-06-05	0.00513545471251	0.00214408011402
2017-06-06	0.0040350913367	0.00214408011402
2017-06-07	0.00482103656526	0.00272362227571
2017-06-08	0.00461643945417	0.00337275310998
2017-06-09	0.00905775285775	0.00576799937315
2017-06-10	0.0160691463722	0.00839727194108
2017-06-11	0.0208084828651	0.0117825122931
2017-06-12	0.0278014898581	0.0138940371319
2017-06-13	0.0423241611604	0.0244872574709
2017-06-14	0.0465895914705	0.0280346994362
2017-06-15	0.0518135201224	0.0298719285807
2017-06-16	0.0524178367645	0.0317676616086
2017-06-17	0.0542127054809	0.0330522833655
2017-06-18	0.0511060220493	0.0312996960746
2017-06-19	0.0476925790003	0.0302551825017
2017-06-20	0.0340506089962	0.0205566833079
2017-06-21	0.0338432879725	0.0190212119765
2017-06-22	0.0313564998585	0.0190034115314
2017-06-23	0.0319890804911	0.0175479300759
2017-06-24	0.0276124971084	0.0180637145993
2017-06-25	0.0328187498223	0.0202304536354
2017-06-26	0.0324137890529	0.0200416326417
2017-06-27	0.0330708148563	0.0205790633045
2017-06-28	0.0355357889411	0.0230895913253
2017-06-29	0.0468188073206	0.0260634682184
2017-06-30	0.0548972850885	0.0266905016404
2017-07-01	0.0578750136476	0.0254354259667
2017-07-02	0.055048948964	0.0240437385244
2017-07-03	0.0590662385648	0.0242414953964
2017-07-04	0.0627841254145	0.0262599992129
2017-07-05	0.0635784204052	0.0253787376173
2017-07-06	0.0535400692648	0.0239528004776
2017-07-07	0.0453542487996	0.0239698232392
2017-07-08	0.0468138364661	0.0247361067641
2017-07-09	0.0601170126906	0.0302649100457
2017-07-10	0.0644507492752	0.0328530752802
2017-07-11	0.071469788775	0.0313632039693
2017-07-12	0.0768634039704	0.0315477110922
2017-07-13	0.086537555031	0.0363651768568
2017-07-14	0.0880103755791	0.0378888831757
2017-07-15	0.0832721996629	0.0347737603077
2017-07-16	0.073819878284	0.0314244083345
2017-07-17	0.0691970100284	0.0286755380857
2017-07-18	0.0657995220009	0.0277990584616
2017-07-19	0.0562184276181	0.024614773339
2017-07-20	0.0473659966175	0.0189385730973
2017-07-21	0.0421450467533	0.0157808356575
2017-07-22	0.0389814785608	0.014955071826
2017-07-23	0.0342506147039	0.0128741815268
2017-07-24	0.0302164709259	0.0113603229713
2017-07-25	0.0253557568871	0.01201112528
2017-07-26	0.0239774678306	0.013408686759
2017-07-27	0.0254106689196	0.0152062797786
2017-07-28	0.0257315776824	0.013256044149
2017-07-29	0.0265861629319	0.013256044149
2017-07-30	0.0313170267888	0.0166475504377
2017-07-31	0.0327774137913	0.0186694910138
2017-08-01	0.0315928025877	0.0186555544114
2017-08-02	0.0300343731902	0.0160369917114
2017-08-03	0.0274353660198	0.0116542007572
2017-08-04	0.0255858875105	0.0111044784382
2017-08-05	0.0237660512958	0.0111044784382
2017-08-06	0.0159023553587	0.00520670648543
2017-08-07	0.0115733510297	0.00289790417663
2017-08-08	0.0125952959522	0.0014557516379
2017-08-09	0.0134036396363	0.00268094154234
2017-08-10	0.0115276288546	0.0018237986852
2017-08-11	0.0131943127036	0.00329632245692
2017-08-12	0.0159548372032	0.00605684695657
2017-08-13	0.0189814715858	0.00847815446263
2017-08-14	0.0218969234809	0.0104217890593
2017-08-15	0.0182664343202	0.0104207033867
2017-08-16	0.0173010559963	0.0118685161553
2017-08-17	0.0174205572777	0.0122203810392
2017-08-18	0.0189612478101	0.0117094963246
2017-08-19	0.0169856526668	0.00973390118132
2017-08-20	0.0165923296733	0.00797092152254
2017-08-21	0.0145623559365	0.00632244631191
2017-08-22	0.0184028217258	0.00692093831667
2017-08-23	0.019618900673	0.00454805569169
2017-08-24	0.0200846258011	0.0041961908078
2017-08-25	0.0168858696019	0.00355701540166
2017-08-26	0.0186072059097	0.0027720860453
2017-08-27	0.0180543383487	0.00211375819803
2017-08-28	0.0186600620992	0.00211683919371
2017-08-29	0.015851471398	0.00203998856517
2017-08-30	0.0147924270906	0.00228721389209
2017-08-31	0.0172623882183	0.00319520420686
2017-09-01	0.0238108007656	0.00436913026176
2017-09-02	0.0252291818832	0.00672391833083
2017-09-03	0.0291511390156	0.00792439852291
2017-09-04	0.0307996545323	0.00856807336879
2017-09-05	0.0350783761316	0.0118647619688
2017-09-06	0.0487424624558	0.0175532442583
2017-09-07	0.0525755648259	0.0232340529851
2017-09-08	0.0506316007996	0.0222343988862
2017-09-09	0.050653283931	0.0214581427824
2017-09-10	0.0585317389567	0.0289331975816
2017-09-11	0.0582806769934	0.028516492438
2017-09-12	0.0565273844549	0.0247129703241
2017-09-13	0.0450728026221	0.0191774227718
2017-09-14	0.0395213529897	0.0148927711956
2017-09-15	0.0364821576782	0.0143673960761
2017-09-16	0.0348777481397	0.0151307844855
2017-09-17	0.0216804191529	0.00645524949418
2017-09-18	0.0256227705217	0.00890004238015
2017-09-19	0.0249910683154	0.0101737183734
2017-09-20	0.0254779224931	0.0113327503159
2017-09-21	0.0279124486731	0.0119680502344
2017-09-22	0.0296263527346	0.0137013903212
2017-09-23	0.0358558609313	0.0156451842322
2017-09-24	0.0396836121274	0.0156451842322
2017-09-25	0.0355685205599	0.0132183643149
2017-09-26	0.0342441869987	0.0121930738159
2017-09-27	0.0398936856673	0.0179003477178
2017-09-28	0.0397505576457	0.0186976062839
2017-09-29	0.0422905034324	0.0215499642409
2017-09-30	0.035370602524	0.0180900137867
2017-10-01	0.0321820756513	0.0187513894481
2017-10-02	0.0344112153329	0.0217796349668
2017-10-03	0.0367065193666	0.0231306570132
2017-10-04	0.0291399334102	0.0158667344951
2017-10-05	0.0309702236972	0.0144131335679
2017-10-06	0.028891524169	0.0128171283122
2017-10-07	0.027239996506	0.0119913644806
2017-10-08	0.0259172451832	0.0113299888193
2017-10-09	0.0224510426487	0.00923741265835
2017-10-10	0.0202900467529	0.00862995160733
2017-10-11	0.0193234963024	0.00920014240241
2017-10-12	0.0147491137363	0.00821869699559
2017-10-13	0.0117280491286	0.00552594227315
2017-10-14	0.0131710505716	0.00552594227315
2017-10-15	0.0145187594665	0.00687365116803
2017-10-16	0.0179263686829	0.00769431011133
2017-10-17	0.017606714395	0.00697205327114
2017-10-18	0.019789523477	0.00808332602192
2017-10-19	0.0193094241709	0.0081905139686
2017-10-20	0.0238498945062	0.0110518915226
2017-10-21	0.0260935290079	0.0147385274673
2017-10-22	0.0295884351251	0.0152067992019
2017-10-23	0.0349456058348	0.0170601117684
2017-10-24	0.0436149043381	0.02529355711
2017-10-25	0.0539935107073	0.0289698074844
2017-10-26	0.0599823732492	0.0340931950821
2017-10-27	0.0584044286037	0.0347761594563
2017-10-28	0.05709874504	0.0334704758926
2017-10-29	0.0606184993658	0.040016864601
2017-10-30	0.0532903189242	0.0384879473863
2017-10-31	0.0465565694929	0.0316451973484
2017-11-01	0.037109388762	0.030249212314
2017-11-02	0.0288680406901	0.0248462826307
2017-11-03	0.0276811231589	0.0229246066277
2017-11-04	0.0253001707779	0.0205436542468
2017-11-05	0.0175901171607	0.0128336006296
2017-11-06	0.0198090657489	0.0120218352711
2017-11-07	0.0195453665193	0.0123096066296
2017-11-08	0.0189616598446	0.0104976974447
2017-11-09	0.020377764188	0.0104999336932
2017-11-10	0.0173171976016	0.00999005856327
2017-11-11	0.02137563916	0.00999005856327
2017-11-12	0.0262982363312	0.0142157916229
2017-11-13	0.0228678971941	0.0135396911734
