Date	RBNZ Excess Sentiment
2017-01-01	-0.0239805343788
2017-01-02	0.09734047419
2017-01-03	-0.169352747385
2017-01-04	-0.214609103952
2017-01-05	-0.0338450259321
2017-01-06	-0.835323329884
2017-01-07	-0.881322268927
2017-01-08	-0.635317953786
2017-01-09	-0.366520772365
2017-01-10	-0.0973811345526
2017-01-11	-0.753274534765
2017-01-12	-0.744261733724
2017-01-13	0.255584541705
2017-01-14	0.308468932791
2017-01-15	-0.170981913414
2017-01-16	-0.24743755387
2017-01-17	0.281057250515
2017-01-18	0.616138260997
2017-01-19	1.19884246118
2017-01-20	0.78841342924
2017-01-21	0.51184331043
2017-01-22	0.987684187641
2017-01-23	0.945057396405
2017-01-24	0.962729901063
2017-01-25	1.03390054457
2017-01-26	0.772348730363
2017-01-27	0.93608589058
2017-01-28	1.24191714986
2017-01-29	1.13240446105
2017-01-30	0.955171362215
2017-01-31	0.0498722875719
2017-02-01	-0.306778511127
2017-02-02	-0.75086061418
2017-02-03	-0.934691484964
2017-02-04	-0.902086397158
2017-02-05	-0.788794236388
2017-02-06	-0.810636347602
2017-02-07	-0.566834083509
2017-02-08	-0.492659588209
2017-02-09	-0.436487940344
2017-02-10	-0.659744356919
2017-02-11	-0.633278330199
2017-02-12	-0.698807765798
2017-02-13	-0.440415456819
2017-02-14	-0.485185010957
2017-02-15	-0.89222785786
2017-02-16	-0.864423529785
2017-02-17	-0.721164231289
2017-02-18	-0.649842453206
2017-02-19	-0.270787525575
2017-02-20	-0.731549659767
2017-02-21	-0.855608931677
2017-02-22	0.328967624286
2017-02-23	0.454848909879
2017-02-24	0.50428614538
2017-02-25	0.465901116134
2017-02-26	0.299897539793
2017-02-27	0.860566661206
2017-02-28	0.878010079741
2017-03-01	-0.203395873322
2017-03-02	0.304469711372
2017-03-03	0.424780619847
2017-03-04	0.455839606264
2017-03-05	0.322963993643
2017-03-06	0.223171226634
2017-03-07	0.263778876723
2017-03-08	0.261422844043
2017-03-09	0.108508425944
2017-03-10	-0.28558524878
2017-03-11	-0.657258026947
2017-03-12	-0.576569078136
2017-03-13	-1.05859378302
2017-03-14	-1.1929100518
2017-03-15	-1.03638871348
2017-03-16	-1.54099146975
2017-03-17	-1.34243915531
2017-03-18	-1.02771083287
2017-03-19	-1.48379350835
2017-03-20	-0.934977411759
2017-03-21	-0.835315673244
2017-03-22	-0.92301873061
2017-03-23	-0.811999718083
2017-03-24	-0.699482925929
2017-03-25	-0.413712183584
2017-03-26	-0.142827040974
2017-03-27	-0.197651896851
2017-03-28	-0.622761946302
2017-03-29	-0.481857606743
2017-03-30	-0.443456679709
2017-03-31	-0.443408214631
2017-04-01	-0.89079699397
2017-04-02	-0.967000740907
2017-04-03	-0.923419048954
2017-04-04	0.171379116743
2017-04-05	0.0786116335173
2017-04-06	0.0853760055408
2017-04-07	-0.728399190562
2017-04-08	-0.625646760629
2017-04-09	-0.491640756433
2017-04-10	-0.564490440637
2017-04-11	-1.01639285486
2017-04-12	-0.198548227553
2017-04-13	-0.557818689803
2017-04-14	-0.0242882691177
2017-04-15	-0.02937836834
2017-04-16	0.218490236969
2017-04-17	0.223635596499
2017-04-18	0.338465963351
2017-04-19	-0.389875002046
2017-04-20	-0.0367990722496
2017-04-21	0.639724875342
2017-04-22	1.36724437392
2017-04-23	1.3249198295
2017-04-24	1.74294763375
2017-04-25	1.03796604311
2017-04-26	1.47177074434
2017-04-27	1.15300547351
2017-04-28	0.613946017579
2017-04-29	-0.490836806872
2017-04-30	-1.0015733963
2017-05-01	-1.86469843569
2017-05-02	-1.19752033468
2017-05-03	-1.04055544355
2017-05-04	-0.647144528528
2017-05-05	-0.742492702664
2017-05-06	-0.723016201671
2017-05-07	-0.398950445569
2017-05-08	-0.336249408625
2017-05-09	-0.405126696264
2017-05-10	-0.35528486713
2017-05-11	-0.569554539574
2017-05-12	-0.657372215859
2017-05-13	-0.703755974266
2017-05-14	-0.414769575344
2017-05-15	-0.524291727476
2017-05-16	-0.231017300747
2017-05-17	-0.137327791361
2017-05-18	0.403508586486
2017-05-19	0.812128274649
2017-05-20	1.13525108464
2017-05-21	0.493311623376
2017-05-22	0.610775701904
2017-05-23	-0.196636607569
2017-05-24	0.053488181688
2017-05-25	-0.0947146936628
2017-05-26	-0.168539672159
2017-05-27	-0.261175157516
2017-05-28	0.270240965458
2017-05-29	0.518083107623
2017-05-30	1.09876356135
