Date	BancoCentralDoBrasil Hawkish	BancoCentralDoBrasil Dovish
2017-01-01	0.000696864111498	2.47817639425e-19
2017-01-02	0.000696864111498	2.47817639425e-19
2017-01-03	3.71726459138e-19	2.47817639425e-19
2017-01-04	0.000294550810015	0.000294550810015
2017-01-05	0.000294550810015	0.000294550810015
2017-01-06	0.000294550810015	0.000294550810015
2017-01-07	0.000294550810015	0.000294550810015
2017-01-08	0.00245088504182	0.00245088504182
2017-01-09	0.00245088504182	0.00245088504182
2017-01-10	0.00274243023133	0.00274243023133
2017-01-11	0.00274674373691	0.00304560805251
2017-01-12	0.00274674373691	0.00333075205023
2017-01-13	0.00305462551031	0.00363863382363
2017-01-14	0.00305462551031	0.00363863382363
2017-01-15	0.000898291278504	0.00148229959182
2017-01-16	0.000898291278504	0.00148229959182
2017-01-17	0.000606746089	0.00208361154518
2017-01-18	0.000307881773399	0.00148588291398
2017-01-19	0.000307881773399	0.00120073891626
2017-01-20	4.33680868994e-19	0.000892857142857
2017-01-21	4.33680868994e-19	0.000892857142857
2017-01-22	4.33680868994e-19	0.000892857142857
2017-01-23	4.33680868994e-19	0.000892857142857
2017-01-24	0.000584282792872	8.67361737988e-19
2017-01-25	0.000584282792872	8.67361737988e-19
2017-01-26	0.000584282792872	8.67361737988e-19
2017-01-27	0.000584282792872	8.67361737988e-19
2017-01-28	0.000584282792872	8.67361737988e-19
2017-01-29	0.000584282792872	8.67361737988e-19
2017-01-30	0.000584282792872	0.00034758428919
2017-01-31	3.71726459138e-19	0.000665751645219
2017-02-01	3.71726459138e-19	0.000665751645219
2017-02-02	3.71726459138e-19	0.000665751645219
2017-02-03	3.71726459138e-19	0.000665751645219
2017-02-04	3.71726459138e-19	0.000665751645219
2017-02-05	3.71726459138e-19	0.000665751645219
2017-02-06	3.71726459138e-19	0.000318167356029
2017-02-07	3.71726459138e-19	8.67361737988e-19
2017-02-08	3.71726459138e-19	8.67361737988e-19
2017-02-09	3.71726459138e-19	8.67361737988e-19
2017-02-10	0.000312597686777	8.67361737988e-19
2017-02-11	0.000312597686777	8.67361737988e-19
2017-02-12	0.000312597686777	8.67361737988e-19
2017-02-13	0.000312597686777	8.67361737988e-19
2017-02-14	0.000312597686777	8.67361737988e-19
2017-02-15	0.000312597686777	8.67361737988e-19
2017-02-16	0.000312597686777	8.67361737988e-19
2017-02-17	3.71726459138e-19	8.67361737988e-19
2017-02-18	3.71726459138e-19	8.67361737988e-19
2017-02-19	3.71726459138e-19	8.67361737988e-19
2017-02-20	0.000319590923618	8.67361737988e-19
2017-02-21	0.000319590923618	8.67361737988e-19
2017-02-22	0.000319590923618	0.000302023557838
2017-02-23	0.000319590923618	0.000302023557838
2017-02-24	0.000319590923618	0.000302023557838
2017-02-25	0.000319590923618	0.000302023557838
2017-02-26	0.000319590923618	0.000302023557838
2017-02-27	0.00030330603579	0.000605329593628
2017-02-28	0.000651738091539	0.000953761649377
2017-03-01	0.000651738091539	0.000651738091539
2017-03-02	0.000651738091539	0.0010610708791
2017-03-03	0.000651738091539	0.0010610708791
2017-03-04	0.000651738091539	0.0010610708791
2017-03-05	0.000651738091539	0.0010610708791
2017-03-06	0.000348432055749	0.000757764843305
2017-03-07	2.47817639425e-19	0.000409332787556
2017-03-08	0.000611807892322	0.000409332787556
2017-03-09	0.000611807892322	0.000354484225452
2017-03-10	0.000937965752726	0.000680642085856
2017-03-11	0.000937965752726	0.000680642085856
2017-03-12	0.000937965752726	0.000680642085856
2017-03-13	0.000937965752726	0.000680642085856
2017-03-14	0.000937965752726	0.000680642085856
2017-03-15	0.000326157860404	0.000680642085856
2017-03-16	0.000326157860404	0.000326157860404
2017-03-17	2.47817639425e-19	1.11517937741e-18
2017-03-18	2.47817639425e-19	1.11517937741e-18
2017-03-19	2.47817639425e-19	1.11517937741e-18
2017-03-20	2.47817639425e-19	1.11517937741e-18
2017-03-21	2.47817639425e-19	1.11517937741e-18
2017-03-22	2.47817639425e-19	1.11517937741e-18
2017-03-23	2.47817639425e-19	1.11517937741e-18
2017-03-24	0.00134770889488	0.00134770889488
2017-03-25	0.00134770889488	0.00134770889488
2017-03-26	0.00134770889488	0.00134770889488
2017-03-27	0.00134770889488	0.00134770889488
2017-03-28	0.00134770889488	0.00134770889488
2017-03-29	0.00134770889488	0.00134770889488
2017-03-30	0.00134770889488	0.00134770889488
2017-03-31	2.47817639425e-19	1.23908819713e-18
2017-04-01	2.47817639425e-19	1.23908819713e-18
2017-04-02	2.47817639425e-19	1.23908819713e-18
2017-04-03	2.47817639425e-19	1.23908819713e-18
2017-04-04	2.47817639425e-19	1.23908819713e-18
2017-04-05	2.47817639425e-19	0.00032175032175
2017-04-06	2.47817639425e-19	0.00032175032175
2017-04-07	2.47817639425e-19	0.00032175032175
2017-04-08	2.47817639425e-19	0.00032175032175
2017-04-09	2.47817639425e-19	0.00032175032175
2017-04-10	2.47817639425e-19	0.00032175032175
2017-04-11	2.47817639425e-19	0.00032175032175
2017-04-12	2.47817639425e-19	0.00118063754427
2017-04-13	0.0002886002886	0.00146923783287
2017-04-14	0.0002886002886	0.00146923783287
2017-04-15	0.0002886002886	0.00146923783287
2017-04-16	0.0002886002886	0.00146923783287
2017-04-17	0.0002886002886	0.00146923783287
2017-04-18	0.0002886002886	0.00146923783287
2017-04-19	0.0002886002886	0.0002886002886
2017-04-20	2.47817639425e-19	1.36299701684e-18
2017-04-21	2.47817639425e-19	1.36299701684e-18
2017-04-22	2.47817639425e-19	1.36299701684e-18
2017-04-23	2.47817639425e-19	1.36299701684e-18
2017-04-24	2.47817639425e-19	1.36299701684e-18
2017-04-25	2.47817639425e-19	1.36299701684e-18
2017-04-26	2.47817639425e-19	1.36299701684e-18
2017-04-27	2.47817639425e-19	1.36299701684e-18
2017-04-28	2.47817639425e-19	1.36299701684e-18
2017-04-29	2.47817639425e-19	1.36299701684e-18
2017-04-30	2.47817639425e-19	1.36299701684e-18
2017-05-01	2.47817639425e-19	1.36299701684e-18
2017-05-02	2.47817639425e-19	1.36299701684e-18
2017-05-03	2.47817639425e-19	1.36299701684e-18
2017-05-04	2.47817639425e-19	1.36299701684e-18
2017-05-05	2.47817639425e-19	1.36299701684e-18
2017-05-06	2.47817639425e-19	1.36299701684e-18
2017-05-07	2.47817639425e-19	1.36299701684e-18
2017-05-08	2.47817639425e-19	1.36299701684e-18
2017-05-09	2.47817639425e-19	1.36299701684e-18
2017-05-10	2.47817639425e-19	1.36299701684e-18
2017-05-11	2.47817639425e-19	1.36299701684e-18
2017-05-12	2.47817639425e-19	0.000300120048019
2017-05-13	2.47817639425e-19	0.000300120048019
2017-05-14	2.47817639425e-19	0.000300120048019
2017-05-15	2.47817639425e-19	0.000300120048019
2017-05-16	2.47817639425e-19	0.000300120048019
2017-05-17	2.47817639425e-19	0.000300120048019
2017-05-18	2.47817639425e-19	0.000561284843005
2017-05-19	2.47817639425e-19	0.000261164794986
2017-05-20	2.47817639425e-19	0.000261164794986
2017-05-21	2.47817639425e-19	0.000261164794986
2017-05-22	2.47817639425e-19	0.000261164794986
2017-05-23	2.47817639425e-19	0.000530706573961
2017-05-24	2.47817639425e-19	0.000530706573961
2017-05-25	2.47817639425e-19	0.001243567753
2017-05-26	2.47817639425e-19	0.0018450715124
2017-05-27	2.47817639425e-19	0.0018450715124
2017-05-28	2.47817639425e-19	0.0018450715124
2017-05-29	2.47817639425e-19	0.0018450715124
2017-05-30	2.47817639425e-19	0.00157552973342
2017-05-31	0.000662910175671	0.0022384399091
2017-06-01	0.000947486157458	0.00183356589864
2017-06-02	0.000947486157458	0.00123206213925
2017-06-03	0.000947486157458	0.00123206213925
2017-06-04	0.000947486157458	0.00123206213925
2017-06-05	0.000947486157458	0.00123206213925
2017-06-06	0.00125273646271	0.00123206213925
2017-06-07	0.000589826287037	0.000569151963574
2017-06-08	0.00030525030525	1.9825411154e-18
2017-06-09	0.00030525030525	1.9825411154e-18
2017-06-10	0.00030525030525	1.9825411154e-18
2017-06-11	0.00030525030525	1.9825411154e-18
2017-06-12	0.00030525030525	1.9825411154e-18
2017-06-13	1.23908819713e-19	1.9825411154e-18
2017-06-14	1.23908819713e-19	1.9825411154e-18
2017-06-15	1.23908819713e-19	1.9825411154e-18
2017-06-16	1.23908819713e-19	1.9825411154e-18
2017-06-17	1.23908819713e-19	1.9825411154e-18
2017-06-18	1.23908819713e-19	1.9825411154e-18
