Date	BOJ Excess Sentiment
2017-01-01	-0.619886378727
2017-01-02	-0.783780680416
2017-01-03	-0.66322320667
2017-01-04	-0.804240964207
2017-01-05	-0.772558692982
2017-01-06	-0.673702354488
2017-01-07	-0.53856348617
2017-01-08	-0.35717722383
2017-01-09	-0.247257245495
2017-01-10	-0.27290757567
2017-01-11	-0.149917352621
2017-01-12	-0.341003319577
2017-01-13	-0.174289039313
2017-01-14	0.102804787604
2017-01-15	-0.0283649682219
2017-01-16	-0.0420301999559
2017-01-17	0.235354440179
2017-01-18	0.180319960999
2017-01-19	0.527038371171
2017-01-20	0.400272616878
2017-01-21	-0.06837069569
2017-01-22	-0.0256663600104
2017-01-23	-0.163403257914
2017-01-24	-0.400946346208
2017-01-25	-0.297786771891
2017-01-26	-0.446746756399
2017-01-27	-0.573619966404
2017-01-28	-0.4292445386
2017-01-29	-0.250635449806
2017-01-30	-0.0849680201951
2017-01-31	-0.0944582636774
2017-02-01	-0.246995720826
2017-02-02	-0.240175323634
2017-02-03	-0.23825928896
2017-02-04	-0.268526545541
2017-02-05	-0.383694174586
2017-02-06	-0.425056981093
2017-02-07	-0.375069896633
2017-02-08	-0.688041871614
2017-02-09	-0.848064896977
2017-02-10	-0.790339110184
2017-02-11	-0.872294045483
2017-02-12	-0.886982350554
2017-02-13	-0.951383263784
2017-02-14	-1.26342471416
2017-02-15	-1.1609525431
2017-02-16	-1.03005449269
2017-02-17	-1.03502638824
2017-02-18	-0.877860978242
2017-02-19	-1.01871328086
2017-02-20	-1.08030596683
2017-02-21	-0.724227648317
2017-02-22	-0.371654074686
2017-02-23	-0.603995747246
2017-02-24	-0.458917340913
2017-02-25	-0.111457663993
2017-02-26	0.164989592925
2017-02-27	0.392027534207
2017-02-28	0.447062938933
2017-03-01	0.164229518316
2017-03-02	0.109480236227
2017-03-03	-0.0495317935663
2017-03-04	-0.156156251275
2017-03-05	-0.400210746336
2017-03-06	-0.642624848878
2017-03-07	-0.722380197445
2017-03-08	-0.726281725973
2017-03-09	-0.710642024017
2017-03-10	-0.840464350243
2017-03-11	-0.906644546782
2017-03-12	-0.790555634402
2017-03-13	-0.714839161984
2017-03-14	-0.883639256761
2017-03-15	-0.751377935378
2017-03-16	-0.541430190733
2017-03-17	-0.349831885123
2017-03-18	-0.370596625218
2017-03-19	-0.228063340779
2017-03-20	-0.0922234910104
2017-03-21	-0.163850591447
2017-03-22	-0.0268156672393
2017-03-23	-0.237529621386
2017-03-24	-0.446509461038
2017-03-25	-0.649174907433
2017-03-26	-0.975997987857
2017-03-27	-0.837602698618
2017-03-28	-0.819068691553
2017-03-29	-0.542653316293
2017-03-30	-0.143593887577
2017-03-31	-0.104368755717
2017-04-01	0.00848730484703
2017-04-02	0.239912385335
2017-04-03	0.103201142468
2017-04-04	0.137714866922
2017-04-05	-0.0206548413451
2017-04-06	-0.03858383932
2017-04-07	0.237831729535
2017-04-08	0.130125144182
2017-04-09	0.0543303217703
2017-04-10	-0.154680178136
2017-04-11	0.212027537822
2017-04-12	0.0901456322845
2017-04-13	-0.292004535749
2017-04-14	-0.432829464022
2017-04-15	0.266129752106
2017-04-16	0.274766745464
2017-04-17	0.128684657115
2017-04-18	-0.163618061761
2017-04-19	-0.104900112854
2017-04-20	0.134777794919
2017-04-21	0.26802183228
2017-04-22	-0.385282407582
2017-04-23	-0.304288347323
2017-04-24	0.27323224144
2017-04-25	0.369009244559
2017-04-26	0.388219863536
2017-04-27	0.149223037884
2017-04-28	0.116223484096
2017-04-29	0.312876428445
2017-04-30	0.337776752245
2017-05-01	0.406257083097
2017-05-02	0.36761930813
2017-05-03	0.399523254655
2017-05-04	0.704085442087
2017-05-05	0.482149554906
2017-05-06	0.528762342373
2017-05-07	0.52874397487
2017-05-08	0.193317944321
2017-05-09	0.388610069075
2017-05-10	0.49889869331
2017-05-11	0.390620147959
2017-05-12	0.512651732879
2017-05-13	0.426851146018
2017-05-14	0.606451325713
2017-05-15	0.409448633568
2017-05-16	0.400499900483
2017-05-17	0.274557439795
2017-05-18	0.277440027436
2017-05-19	0.435756868499
2017-05-20	0.358261883744
2017-05-21	-0.0800312539352
2017-05-22	0.171648041313
2017-05-23	0.166216777431
2017-05-24	-0.0715093187044
2017-05-25	-0.294088009261
2017-05-26	-0.461269412973
2017-05-27	-0.535759450518
2017-05-28	-0.572144423286
2017-05-29	-0.731171732344
2017-05-30	-0.770953965013
2017-05-31	-0.473448601135
2017-06-01	-0.295268101637
2017-06-02	-0.226126416879
2017-06-03	-0.468098105646
2017-06-04	-0.333569081871
2017-06-05	-0.366965800576
2017-06-06	-0.516130298685
2017-06-07	-0.65961873036
2017-06-08	-0.752302814606
2017-06-09	-0.809143050451
2017-06-10	-0.382984837501
2017-06-11	-0.330362337045
2017-06-12	-0.385667110203
2017-06-13	-0.496697400191
2017-06-14	-0.471121064411
2017-06-15	-0.406634732235
2017-06-16	-0.483845464009
2017-06-17	-0.550441992596
2017-06-18	-0.711435823664
2017-06-19	-0.611886815845
2017-06-20	-0.226025819681
2017-06-21	-0.153248652849
2017-06-22	-0.0538397747739
2017-06-23	0.107479444687
2017-06-24	0.198085120552
2017-06-25	0.146322762894
2017-06-26	0.0842230128271
2017-06-27	-0.0612702462837
2017-06-28	-0.193940028805
2017-06-29	-0.214140208493
2017-06-30	-0.311333213
2017-07-01	-0.508798924061
2017-07-02	-0.392242771645
2017-07-03	-0.245099969482
2017-07-04	-0.361278882447
2017-07-05	-0.339866610445
2017-07-06	-0.00250913744201
2017-07-07	-0.103684599124
2017-07-08	-0.0818052534955
2017-07-09	0.235199509167
2017-07-10	0.218864095371
2017-07-11	0.263526355812
2017-07-12	0.200220922897
2017-07-13	0.125341158565
2017-07-14	0.265296354989
2017-07-15	0.463287883574
2017-07-16	-0.0841737433688
2017-07-17	-0.0615303555679
2017-07-18	-0.0955510621087
2017-07-19	-0.133076202926
2017-07-20	-0.352467467282
2017-07-21	-0.33772207673
2017-07-22	-0.532529925738
2017-07-23	-0.232701870596
2017-07-24	-0.118701221802
2017-07-25	0.0845692825174
2017-07-26	0.249767368027
2017-07-27	0.0735010305634
2017-07-28	-0.0205077958026
2017-07-29	-0.269016025746
2017-07-30	-0.182538860717
2017-07-31	-0.175807982011
2017-08-01	-0.412731258201
2017-08-02	-0.597000342576
2017-08-03	-0.524229157439
2017-08-04	-0.134606873535
2017-08-05	-0.0396085465574
2017-08-06	-0.0280629016427
2017-08-07	-0.00776202630505
2017-08-08	0.115562222115
2017-08-09	0.0895679684614
2017-08-10	0.112794454708
2017-08-11	-0.17378574908
2017-08-12	0.267120774357
2017-08-13	-0.18708362673
2017-08-14	-0.307043748576
2017-08-15	-0.291382725739
2017-08-16	-0.126261734509
2017-08-17	-0.197879492893
2017-08-18	-0.208578198922
2017-08-19	-0.171411045628
2017-08-20	0.367627908627
2017-08-21	-0.00310792208237
2017-08-22	-0.077904349068
2017-08-23	-0.0375216786331
2017-08-24	0.103496641124
2017-08-25	0.109315361917
2017-08-26	-0.0156746455304
2017-08-27	-0.130522987694
2017-08-28	0.0218771638733
2017-08-29	0.171410770982
2017-08-30	-0.0874662134375
2017-08-31	-0.264723914411
2017-09-01	-0.522018492029
2017-09-02	-0.764426202334
2017-09-03	-0.319281597447
2017-09-04	-0.305909252673
2017-09-05	-0.59950633042
2017-09-06	-0.168788706917
2017-09-07	0.0575336307631
2017-09-08	0.0363385459217
2017-09-09	0.131804080717
2017-09-10	-0.316954939079
2017-09-11	-0.0596155006276
2017-09-12	-0.323536632442
2017-09-13	-0.726333066689
2017-09-14	-0.83715494851
2017-09-15	-0.921267786632
2017-09-16	-1.0352546782
2017-09-17	-0.892727761494
2017-09-18	-1.09729444925
2017-09-19	-0.789815370821
2017-09-20	-0.604086915429
2017-09-21	-0.523523317805
2017-09-22	-0.232275542431
2017-09-23	-0.154614433202
2017-09-24	-0.226347876933
2017-09-25	-0.16037560367
2017-09-26	0.206167097625
2017-09-27	0.341189381586
2017-09-28	0.504236946183
2017-09-29	0.442497046247
2017-09-30	0.633149172619
2017-10-01	0.611188578403
2017-10-02	0.629471624146
2017-10-03	0.398712489671
2017-10-04	0.154273792418
2017-10-05	0.614376486359
2017-10-06	0.534600179422
2017-10-07	0.353957100778
2017-10-08	0.310940537925
2017-10-09	0.273943511242
2017-10-10	0.398664177696
2017-10-11	0.603151159789
2017-10-12	-0.00860379162362
2017-10-13	0.143192118229
2017-10-14	0.406733892792
2017-10-15	0.814028026183
2017-10-16	0.712822143911
2017-10-17	0.738452224645
2017-10-18	0.531168953002
2017-10-19	0.650650610943
2017-10-20	0.712074204132
2017-10-21	0.476044194944
2017-10-22	0.0517458067826
2017-10-23	0.204447091975
2017-10-24	-0.0569291873147
2017-10-25	0.291242774062
2017-10-26	0.308011941353
2017-10-27	0.221950948207
2017-10-28	0.298021302509
2017-10-29	0.345552611532
2017-10-30	0.0920867235182
2017-10-31	0.0168467270565
2017-11-01	-0.13757598102
2017-11-02	-0.316522369142
2017-11-03	-0.489534243841
2017-11-04	-0.21407247612
2017-11-05	-0.26914402404
2017-11-06	-0.136336438946
2017-11-07	0.144834552467
2017-11-08	0.0942412001617
2017-11-09	0.238854735257
2017-11-10	0.313853953812
2017-11-11	0.0819155233511
2017-11-12	0.237082497861
2017-11-13	0.358419905664
2017-11-14	0.362201775776
2017-11-15	0.627286699751
2017-11-16	0.77544154192
2017-11-17	0.795125639571
2017-11-18	0.736734684599
2017-11-19	0.498957208048
2017-11-20	0.145758429077
2017-11-21	0.316795013586
2017-11-22	0.237634506475
2017-11-23	-0.0531666706914
