Date	BOJ Excess Sentiment
2017-11-24	-0.315588165074
2017-11-25	-0.387010985039
2017-11-26	-0.384547338862
2017-11-27	-0.144364973315
2017-11-28	-0.593709257569
2017-11-29	-1.07874428664
2017-11-30	-1.1051525825
2017-12-01	-0.314845699779
2017-12-02	-0.198982321204
2017-12-03	-0.350882403842
2017-12-04	-0.210147179634
2017-12-05	-0.411653312003
2017-12-06	0.331542666233
2017-12-07	0.914819034544
2017-12-08	0.637100753548
2017-12-09	0.491619773188
2017-12-10	0.5426080994
2017-12-11	0.499691305596
2017-12-12	0.616539156828
2017-12-13	0.25230528282
2017-12-14	-0.233254731513
2017-12-15	-0.437834335208
2017-12-16	-0.420222236348
2017-12-17	-0.241779914967
2017-12-18	-0.34556886129
2017-12-19	-0.0670029499554
2017-12-20	-0.0958086310354
2017-12-21	-0.143188857662
2017-12-22	-0.175836558528
2017-12-23	-0.213358088244
2017-12-24	-0.197480624551
2017-12-25	-0.0910512730561
2017-12-26	-0.208354334875
2017-12-27	-0.14892028754
2017-12-28	-0.168395402082
2017-12-29	-0.0680784807105
2017-12-30	-0.011239249129
2017-12-31	0.268661807664
2018-01-01	0.335082626809
2018-01-02	0.35101631017
2018-01-03	0.238904537489
2018-01-04	0.190822655507
2018-01-05	0.0790302310008
2018-01-06	0.133623894496
2018-01-07	-0.445143477122
2018-01-08	-0.79706109051
2018-01-09	-0.90367931172
2018-01-10	-0.900218808667
2018-01-11	-0.907020346823
2018-01-12	-0.545467265491
2018-01-13	-0.604871248959
2018-01-14	-0.4083944718
2018-01-15	-0.0876668430151
2018-01-16	-0.0650105936382
2018-01-17	-0.0424826434472
2018-01-18	-0.0385271954404
2018-01-19	-0.38243640091
2018-01-20	-0.402282182728
2018-01-21	-0.469463205112
2018-01-22	-0.543836722656
2018-01-23	-0.52866095304
2018-01-24	-0.474869748635
2018-01-25	-0.28279294785
2018-01-26	-0.271092755523
2018-01-27	-0.422117948354
2018-01-28	-0.403153819002
2018-01-29	-0.448451105426
2018-01-30	-0.253815605061
2018-01-31	-0.499957518251
2018-02-01	-0.675516565076
2018-02-02	-0.706017965587
2018-02-03	-0.676535586555
2018-02-04	-0.797539321687
2018-02-05	-0.918453385177
2018-02-06	-0.981185566558
2018-02-07	-0.8619596329
2018-02-08	-0.82791662666
2018-02-09	-0.823464699681
2018-02-10	-0.847566630165
2018-02-11	-0.963409907745
2018-02-12	-0.761897635418
2018-02-13	-0.937676267427
2018-02-14	-0.807066292707
2018-02-15	-0.817110001703
2018-02-16	-0.644870076902
2018-02-17	-0.494333600169
2018-02-18	-0.245992675778
2018-02-19	-0.36726045196
2018-02-20	-0.405907295354
2018-02-21	-0.270236420901
2018-02-22	-0.226145186232
2018-02-23	-0.406806213554
2018-02-24	-0.411427532336
2018-02-25	-0.311274358833
2018-02-26	-0.135314558388
2018-02-27	-0.0314911469325
2018-02-28	-0.247823412729
2018-03-01	-0.340954380002
2018-03-02	-0.136923937927
2018-03-03	-0.167536860558
2018-03-04	-0.253729125761
2018-03-05	-0.416395318491
2018-03-06	-0.567074563312
2018-03-07	-0.70818425192
2018-03-08	-0.569232226442
2018-03-09	-0.555151732654
2018-03-10	-0.277657484985
2018-03-11	0.106433164979
2018-03-12	0.125893366213
2018-03-13	0.475794790829
2018-03-14	0.888943444306
2018-03-15	0.771182243838
2018-03-16	0.684458057685
2018-03-17	0.132040299321
2018-03-18	-0.348752909474
2018-03-19	-0.137581665818
2018-03-20	-0.383634753544
2018-03-21	-0.460624319648
2018-03-22	-0.420714478688
2018-03-23	-0.229728121729
2018-03-24	0.309667306281
2018-03-25	0.226584617336
2018-03-26	-0.144516651557
2018-03-27	-0.0291040558257
2018-03-28	0.045588903939
2018-03-29	0.171069615699
2018-03-30	-0.0755015931223
2018-03-31	-0.602619937581
2018-04-01	-0.623708545141
2018-04-02	-0.566778410034
2018-04-03	-0.586162033696
2018-04-04	-0.817389017705
2018-04-05	-1.02291172783
2018-04-06	-0.85539674165
2018-04-07	-0.808203100217
2018-04-08	-0.655417202052
2018-04-09	-0.76063573257
2018-04-10	-0.491754436037
2018-04-11	-0.521973370819
2018-04-12	-0.375484684028
2018-04-13	-0.430032584736
2018-04-14	-0.253986608344
2018-04-15	-0.567744006465
2018-04-16	-0.248770121029
2018-04-17	-0.706509617601
2018-04-18	-0.434181470631
2018-04-19	-0.50690997923
2018-04-20	-0.633964633447
2018-04-21	-0.827921655111
2018-04-22	-0.581812653436
2018-04-23	-0.607810855495
2018-04-24	-0.583203812039
2018-04-25	-0.739719901069
2018-04-26	-0.746530801188
2018-04-27	-0.641943793735
2018-04-28	-0.368033051146
2018-04-29	-0.238459191767
2018-04-30	-0.379018705345
2018-05-01	-0.424257817869
2018-05-02	-0.569500981916
2018-05-03	-0.594205103935
2018-05-04	-0.523274761726
2018-05-05	-0.778357021669
2018-05-06	-0.863886180978
2018-05-07	-0.628780527101
2018-05-08	-0.122374655352
2018-05-09	0.0512967708571
2018-05-10	0.101936322241
2018-05-11	0.117092610415
2018-05-12	0.484681762681
2018-05-13	0.536810180433
2018-05-14	0.462183138761
2018-05-15	0.296307108553
2018-05-16	0.14288490269
2018-05-17	-0.0746822864969
2018-05-18	-0.0657404603443
2018-05-19	-0.565838801505
2018-05-20	-0.669164364352
2018-05-21	-0.593748605802
2018-05-22	-0.850557662486
2018-05-23	-1.0483994342
2018-05-24	-0.946660895616
2018-05-25	-1.02854560389
2018-05-26	-0.910446300641
2018-05-27	-0.71020647073
2018-05-28	-1.17539756636
2018-05-29	-1.54220725319
2018-05-30	-1.54043136305
2018-05-31	-1.60417813473
2018-06-01	-1.62706568457
2018-06-02	-1.27622604651
2018-06-03	-1.18464673179
2018-06-04	-0.928115042125
2018-06-05	-0.623746068066
2018-06-06	-0.406283228177
2018-06-07	-0.00446118363031
2018-06-08	0.0474030587638
2018-06-09	0.228920962524
2018-06-10	0.0403412084024
2018-06-11	0.0335979701363
2018-06-12	0.111060663027
2018-06-13	0.151148679063
2018-06-14	-0.132548850996
2018-06-15	-0.258163251968
2018-06-16	-0.776800359482
2018-06-17	-0.936961517231
2018-06-18	-0.90609611014
2018-06-19	-0.897815190704
2018-06-20	-0.924799342452
2018-06-21	-0.775954337195
2018-06-22	-0.693127647124
2018-06-23	-0.875922218956
2018-06-24	-0.669709699971
2018-06-25	-0.348740812116
2018-06-26	-0.381100089811
2018-06-27	-0.251892094517
2018-06-28	-0.121033959611
2018-06-29	-0.245167026559
2018-06-30	-0.267179499721
2018-07-01	-0.178386743533
2018-07-02	-0.552242976549
2018-07-03	-0.686326094091
2018-07-04	-0.923058349234
2018-07-05	-1.4450481352
2018-07-06	-0.963067680211
2018-07-07	-0.632621331326
2018-07-08	-0.739891049895
2018-07-09	-1.05806029557
2018-07-10	-1.00310889832
2018-07-11	-0.916351171263
2018-07-12	-0.262568360646
2018-07-13	-0.830919253432
2018-07-14	-0.683627552738
2018-07-15	-0.382662336608
2018-07-16	0.551021633594
2018-07-17	0.440070328872
2018-07-18	0.42288825486
2018-07-19	-0.0921282423009
2018-07-20	0.129165724324
2018-07-21	-0.025343736464
2018-07-22	-0.244762226329
2018-07-23	-0.652646530683
2018-07-24	-0.601407323147
2018-07-25	-0.48608142875
2018-07-26	-0.505488972265
2018-07-27	-0.659285153514
2018-07-28	-0.775147270027
2018-07-29	-0.988006278692
2018-07-30	-1.04286433727
2018-07-31	-0.972034736437
2018-08-01	-1.0990062764
2018-08-02	-1.01517025918
2018-08-03	-0.737959549703
2018-08-04	-0.560546171999
2018-08-05	-0.569941831589
2018-08-06	-0.242032947136
2018-08-07	-0.0944446887654
2018-08-08	0.0284247821815
2018-08-09	0.0722757255169
2018-08-10	0.00139982542878
2018-08-11	0.0395356182282
2018-08-12	0.272104379564
2018-08-13	-0.351330016109
2018-08-14	-0.796459180183
2018-08-15	-0.687436371156
2018-08-16	-0.803341487283
2018-08-17	-1.08006822736
2018-08-18	-0.990124619987
2018-08-19	-0.65765551976
2018-08-20	-0.163989916701
2018-08-21	0.145778893905
2018-08-22	-0.209464918121
2018-08-23	-0.170451785784
2018-08-24	0.143053615769
2018-08-25	0.092445301659
2018-08-26	-0.45397460782
2018-08-27	-0.264742507164
2018-08-28	-0.193870164262
2018-08-29	-0.0523986704844
2018-08-30	-0.0880881443867
2018-08-31	-0.122946502394
2018-09-01	-0.40262738303
2018-09-02	-0.344258962768
2018-09-03	-0.755716829244
2018-09-04	-0.509121417378
2018-09-05	-0.407314556002
2018-09-06	-0.10451079457
2018-09-07	-0.0498722846115
2018-09-08	-0.107069958129
2018-09-09	-0.221615673954
2018-09-10	-0.0772781882444
2018-09-11	-0.482752882512
2018-09-12	-0.419026492561
2018-09-13	-0.538385037674
2018-09-14	-0.648877473852
2018-09-15	-0.34149862579
2018-09-16	0.02662379353
2018-09-17	0.0186380363485
2018-09-18	0.188171880555
2018-09-19	0.129691960403
2018-09-20	-0.00293017553925
2018-09-21	0.168509764726
2018-09-22	0.40328044913
2018-09-23	0.293409393358
2018-09-24	0.309927594997
2018-09-25	0.214221740498
2018-09-26	0.197588058468
2018-09-27	0.166565404981
2018-09-28	0.0539669166029
2018-09-29	-0.127812438875
2018-09-30	-0.247494290907
2018-10-01	-0.385985599847
2018-10-02	-0.249244357832
2018-10-03	-0.385789834072
2018-10-04	-0.226061880642
2018-10-05	-0.313415781506
2018-10-06	-0.399692974746
2018-10-07	-0.109576423186
2018-10-08	0.000548369881644
2018-10-09	-0.43088751754
2018-10-10	-0.35595251684
2018-10-11	-0.655039058067
2018-10-12	-0.899359622701
2018-10-13	-1.10561001123
2018-10-14	-1.66737929999
2018-10-15	-1.66664074678
2018-10-16	-1.37456991598
2018-10-17	-1.66365033405
2018-10-18	-1.48250599927
2018-10-19	-1.51017504348
2018-10-20	-1.34850983658
2018-10-21	-0.836995250892
2018-10-22	-1.04325541358
2018-10-23	-1.12128738999
2018-10-24	-0.897620827331
2018-10-25	-0.926430966817
2018-10-26	-0.69488494862
2018-10-27	-0.827655681292
2018-10-28	-1.08769864365
2018-10-29	-0.86169541258
2018-10-30	-0.821335577272
2018-10-31	-0.759694797961
2018-11-01	-0.793450399268
2018-11-02	-0.843494651452
2018-11-03	-0.826303425134
2018-11-04	-0.852961544148
2018-11-05	-0.99909721174
2018-11-06	-1.11591660477
2018-11-07	-1.05880754414
2018-11-08	-1.21634728434
2018-11-09	-1.01095392149
2018-11-10	-0.9406232169
2018-11-11	-0.875797622585
2018-11-12	-0.757874550381
2018-11-13	-0.593109910303
2018-11-14	-0.556189649864
2018-11-15	-0.353473357542
2018-11-16	-0.577531963985
2018-11-17	-0.680268538267
2018-11-18	-0.570005169784
2018-11-19	-0.472532351149
2018-11-20	-0.542285458484
2018-11-21	-0.492916807057
2018-11-22	-0.479013275666
2018-11-23	-0.531389571923
2018-11-24	-0.366106801424
2018-11-25	-0.764773577105
2018-11-26	-0.975448076794
2018-11-27	-0.568599799755
2018-11-28	-0.775344728966
2018-11-29	-0.991343670239
2018-11-30	-1.09976386077
2018-12-01	-1.2737931874
2018-12-02	-0.923390229604
2018-12-03	-0.65999644561
2018-12-04	-1.07580583827
2018-12-05	-1.03137412739
2018-12-06	-0.806685311222
2018-12-07	-0.726202241373
2018-12-08	-0.788765958123
2018-12-09	-0.786583211747
2018-12-10	-1.20864095924
2018-12-11	-1.50343375731
2018-12-12	-1.87493706982
2018-12-13	-2.01576603531
2018-12-14	-2.00604674447
2018-12-15	-1.59190036901
2018-12-16	-1.57908942499
2018-12-17	-1.37174668336
2018-12-18	-1.13525146296
2018-12-19	-0.783839842984
2018-12-20	-0.794048567407
2018-12-21	-0.508157091921
2018-12-22	-0.411238727585
2018-12-23	-0.437372775568
2018-12-24	-0.539856003008
2018-12-25	-0.691899327828
2018-12-26	-0.737992621319
2018-12-27	-0.428807259527
2018-12-28	-0.377454881533
2018-12-29	-0.721343944092
2018-12-30	0.166078379813
2018-12-31	0.0652807732896
2019-01-01	0.0895553985586
2019-01-02	0.334836191369
2019-01-03	0.231242436937
2019-01-04	0.0731549850817
2019-01-05	-0.270782092076
2019-01-06	-0.687383933396
2019-01-07	-0.71882866917
2019-01-08	-1.04399109634
2019-01-09	-1.23934190176
2019-01-10	-1.23208975822
2019-01-11	-1.27538938916
2019-01-12	-1.04607749701
2019-01-13	-1.24320100766
2019-01-14	-1.33657571344
2019-01-15	-1.18257976015
2019-01-16	-1.17697297888
2019-01-17	-0.963796779193
2019-01-18	-1.15489067868
2019-01-19	-1.00843325012
2019-01-20	-1.12049388058
2019-01-21	-0.990780237116
2019-01-22	-0.908089379451
2019-01-23	-1.0073733842
2019-01-24	-1.40368838495
2019-01-25	-1.21809971277
2019-01-26	-0.993095758474
2019-01-27	-0.89652525163
2019-01-28	-0.829317864117
2019-01-29	-0.903509048607
2019-01-30	-0.810222478041
2019-01-31	-0.58473466332
2019-02-01	-0.385746599586
2019-02-02	-1.13957642787
2019-02-03	-0.968876904955
2019-02-04	-0.840007030913
2019-02-05	-1.05863450774
2019-02-06	-1.1263536962
2019-02-07	-1.22704143057
2019-02-08	-1.00736975925
2019-02-09	-0.431320238218
2019-02-10	0.168288089091
2019-02-11	0.356621555394
2019-02-12	0.63895571276
2019-02-13	0.760877539309
2019-02-14	0.78430434971
2019-02-15	0.618926168908
2019-02-16	0.258434841259
2019-02-17	-0.453777362912
2019-02-18	-0.845599978209
2019-02-19	-0.875142177659
2019-02-20	-0.919030896603
2019-02-21	-1.23497188977
2019-02-22	-1.42098425732
2019-02-23	-1.4707148404
2019-02-24	-1.34808614789
2019-02-25	-1.31545611498
2019-02-26	-1.29427024897
2019-02-27	-1.35718813087
2019-02-28	-0.691011396968
2019-03-01	-0.515430262148
2019-03-02	0.0284582655057
2019-03-03	0.0887455386467
2019-03-04	-0.175802931525
2019-03-05	-0.221491685986
2019-03-06	-0.237598740712
2019-03-07	-0.889262741822
2019-03-08	-1.17523246682
2019-03-09	-1.35820720912
2019-03-10	-1.59892640982
2019-03-11	-1.4106162029
2019-03-12	-1.34791801846
2019-03-13	-1.27716373805
2019-03-14	-1.05731732467
2019-03-15	-1.03571686242
2019-03-16	-0.827602763438
2019-03-17	-0.896628448362
2019-03-18	-0.71810682754
2019-03-19	-1.08398070149
2019-03-20	-0.987934983952
2019-03-21	-1.16007205731
2019-03-22	-1.1385116144
2019-03-23	-0.841965202427
2019-03-24	-0.452262251716
2019-03-25	-0.660576324074
2019-03-26	-0.0468428564798
2019-03-27	-0.0852185752002
2019-03-28	-0.10559321007
2019-03-29	-0.228784025842
2019-03-30	-0.390933646148
2019-03-31	-0.777253175425
2019-04-01	-0.827168262151
2019-04-02	-0.871810575646
2019-04-03	-0.892682640719
2019-04-04	-0.72204159351
2019-04-05	-0.715249920358
2019-04-06	-0.695691150844
2019-04-07	-0.764065952755
2019-04-08	-0.485710105497
2019-04-09	-0.354793371025
2019-04-10	-0.439182616207
2019-04-11	-0.0436448755192
2019-04-12	0.216945935475
2019-04-13	-0.346937504806
2019-04-14	-0.148330578093
2019-04-15	-0.155582485752
2019-04-16	-0.412717582875
2019-04-17	-0.257189520692
2019-04-18	-0.491595471516
2019-04-19	-0.677466290888
2019-04-20	-0.547878973179
2019-04-21	-0.422452955516
2019-04-22	-0.627324579276
2019-04-23	-0.533109689581
2019-04-24	-0.552754967565
2019-04-25	-0.627927244636
2019-04-26	-0.562515556191
2019-04-27	-0.645099288866
2019-04-28	-0.741867530654
2019-04-29	-0.779607646581
2019-04-30	-0.66600214754
2019-05-01	-1.15490963116
2019-05-02	-1.38145845747
2019-05-03	-1.57256695712
2019-05-04	-1.25683920284
2019-05-05	-1.19208178543
2019-05-06	-0.817476403038
2019-05-07	-0.78583735418
2019-05-08	-0.0526883541936
2019-05-09	0.299251230078
2019-05-10	0.632057976565
2019-05-11	0.738746805641
2019-05-12	0.554743687191
2019-05-13	0.844264487686
2019-05-14	0.743249560849
2019-05-15	0.610024300591
2019-05-16	0.692026896544
2019-05-17	0.505665521273
2019-05-18	0.572463480155
2019-05-19	-0.175861002082
2019-05-20	-0.17773822633
2019-05-21	-0.270024580318
2019-05-22	-0.222817149581
2019-05-23	-0.213815481412
2019-05-24	-0.342562035542
2019-05-25	-0.363435148833
2019-05-26	-0.107743741439
2019-05-27	-0.425697111599
2019-05-28	-0.478377147187
2019-05-29	-0.65502674874
2019-05-30	-1.10564902372
2019-05-31	-0.951584847259
2019-06-01	-1.13556751449
2019-06-02	-1.09357114217
2019-06-03	-1.04351542306
2019-06-04	-1.39510957795
2019-06-05	-1.46130345301
2019-06-06	-1.09096307341
2019-06-07	-1.09113517113
2019-06-08	-0.898919847691
2019-06-09	-0.528705028093
2019-06-10	-0.75029414418
2019-06-11	-0.146662893123
2019-06-12	-0.360646044479
2019-06-13	-0.483620582105
2019-06-14	-0.384024104115
2019-06-15	-0.439562378084
2019-06-16	-0.67154155088
2019-06-17	-0.536142677732
2019-06-18	-0.72281031464
2019-06-19	-0.414689732536
2019-06-20	-0.537312038365
2019-06-21	-0.548882716846
2019-06-22	-0.435931308461
2019-06-23	-0.570594288351
2019-06-24	-0.997677715661
2019-06-25	-1.04675736756
2019-06-26	-1.1526768504
2019-06-27	-1.06546511644
2019-06-28	-1.31540583401
2019-06-29	-1.37108379341
2019-06-30	-1.49907891196
2019-07-01	-1.2877953538
2019-07-02	-1.05754749604
2019-07-03	-1.23657002718
2019-07-04	-1.10730322499
2019-07-05	-1.16331889131
2019-07-06	-1.16550285717
2019-07-07	-0.841842409292
2019-07-08	-0.877299615862
2019-07-09	-1.29633204715
2019-07-10	-1.26527495449
2019-07-11	-1.45711403986
2019-07-12	-1.27276174894
2019-07-13	-0.807206092616
2019-07-14	-1.02739223128
2019-07-15	-1.19829122036
2019-07-16	-1.0575734997
2019-07-17	-0.971398755441
2019-07-18	-0.972959553798
2019-07-19	-1.11787234258
2019-07-20	-1.36300195092
2019-07-21	-1.00760177481
2019-07-22	-0.72239415748
2019-07-23	-0.66569345154
2019-07-24	-0.666332904072
2019-07-25	-0.712826910694
2019-07-26	-0.627974583881
2019-07-27	-0.615815338465
2019-07-28	-0.710036442432
2019-07-29	-0.607092584622
