Date	SNB Hawkish	SNB Dovish
2017-01-01	0.00764465021597	0.000348432055749
2017-01-02	0.00764465021597	0.000348432055749
2017-01-03	0.00852107440527	0.000348432055749
2017-01-04	0.00816570837827	0.000348432055749
2017-01-05	0.00846077696602	0.000643500643501
2017-01-06	0.00717666781674	0.000917698614436
2017-01-07	0.00454335642767	0.000917698614436
2017-01-08	0.00151992483281	0.000917698614436
2017-01-09	0.00183048383902	0.00122825762065
2017-01-10	0.00153715002872	0.00151980281015
2017-01-11	0.00153715002872	0.00151980281015
2017-01-12	0.00174908137838	0.00173173415981
2017-01-13	0.00174908137838	0.00145753618887
2017-01-14	0.00174908137838	0.00275623748757
2017-01-15	0.00314280960137	0.00275623748757
2017-01-16	0.00283225059516	0.00244567848136
2017-01-17	0.00224916021615	0.00215413329186
2017-01-18	0.00224916021615	0.00395485357997
2017-01-19	0.00229979889651	0.00309942158682
2017-01-20	0.00261446220677	0.00341408489707
2017-01-21	0.0061858907782	0.0056868121698
2017-01-22	0.0047921625552	0.0056868121698
2017-01-23	0.0047921625552	0.0056868121698
2017-01-24	0.00566858674451	0.0056868121698
2017-01-25	0.00566858674451	0.00388609188169
2017-01-26	0.00476251607099	0.00388609188169
2017-01-27	0.00541747137741	0.00389463477699
2017-01-28	0.00184604280599	0.000323206205559
2017-01-29	0.00184604280599	0.000323206205559
2017-01-30	0.00184604280599	0.000323206205559
2017-01-31	0.000969618616677	0.000641373561588
2017-02-01	0.000969618616677	0.000641373561588
2017-02-02	0.000969618616677	0.000966788465591
2017-02-03	0.0	0.000643582260032
2017-02-04	0.0	0.000643582260032
2017-02-05	0.0	0.000643582260032
2017-02-06	0.000338524035206	0.000643582260032
2017-02-07	0.000633074845221	0.000914516524032
2017-02-08	0.000633074845221	0.00122643168311
2017-02-09	0.00153914551873	0.00180708745262
2017-02-10	0.00153914551873	0.00180708745262
2017-02-11	0.00238948565479	0.00265742758867
2017-02-12	0.00315753480993	0.00342547674382
2017-02-13	0.00313717813076	0.00374364409985
2017-02-14	0.00317562765374	0.00315454247982
2017-02-15	0.00351255487746	0.00317955454446
2017-02-16	0.00260648420395	0.00227348387095
2017-02-17	0.00260648420395	0.00227348387095
2017-02-18	0.0017561440679	0.00142314373489
2017-02-19	0.000988094912749	0.00195972602137
