Date	NorgesBank Excess Sentiment
2017-11-12	0.9002636646
2017-11-13	2.07472983139
2017-11-14	2.12407112831
2017-11-15	0.190086788149
2017-11-16	-0.490227530738
2017-11-17	-0.512548755651
2017-11-18	-0.49119787787
2017-11-19	-1.82519760789
2017-11-20	-1.9158184368
2017-11-21	-1.80826927421
2017-11-22	-1.8370453017
2017-11-23	-1.70656645207
2017-11-24	-1.7034684496
2017-11-25	-1.77489126957
2017-11-26	0.296266514764
2017-11-27	0.795727474021
2017-11-28	0.319791893027
2017-11-29	0.165899655352
2017-11-30	-0.393517770041
2017-12-01	-0.407643752288
2017-12-02	-0.291780373713
2017-12-03	-1.45940698389
2017-12-04	-1.85903508393
2017-12-05	-1.34007527852
2017-12-06	-2.48412331813
2017-12-07	
2017-12-08	1.71496409328
2017-12-09	1.68434507741
2017-12-10	-0.0729951526019
2017-12-11	-0.481794994172
2017-12-12	-0.480286973371
2017-12-13	-0.586536101647
2017-12-14	-0.824390172444
2017-12-15	-0.88923840497
2017-12-16	-0.924752542558
2017-12-17	-0.705907500452
2017-12-18	-0.474505346043
2017-12-19	-0.588834889205
2017-12-20	-0.495658285118
2017-12-21	-0.133910506941
2017-12-22	-0.673661119332
2017-12-23	-0.679075712335
2017-12-24	-0.604453348289
2017-12-25	-0.569229076386
2017-12-26	-0.474105970114
2017-12-27	
2017-12-28	1.1962204547
2017-12-29	1.2236139612
2017-12-30	1.23081660038
2017-12-31	1.31900872053
2018-01-01	1.33387952189
2018-01-02	1.30515331202
2018-01-03	1.23890803039
2018-01-04	
2018-01-05	-3.74692728247
2018-01-06	-3.67977529477
2018-01-07	-3.81043254564
2018-01-08	-1.18425155211
2018-01-09	-1.16801932821
2018-01-10	-1.02950134013
2018-01-11	0.0426292262107
2018-01-12	1.78480156828
2018-01-13	1.70512854152
2018-01-14	1.68893743353
2018-01-15	1.82757595868
2018-01-16	1.90243475943
2018-01-17	1.85460443487
2018-01-18	
2018-01-19	-0.960817590582
2018-01-20	0.392978496647
2018-01-21	-0.375667157064
2018-01-22	-0.252466536518
2018-01-23	-0.305991245085
2018-01-24	0.214015484426
2018-01-25	0.362600528566
2018-01-26	0.596822536322
2018-01-27	0.372804423322
2018-01-28	1.13678983861
2018-01-29	0.955916285036
2018-01-30	1.00617642977
2018-01-31	0.879271381701
2018-02-01	0.966774956743
2018-02-02	0.989029156122
2018-02-03	1.00736007999
2018-02-04	1.06240451512
2018-02-05	1.39283629808
2018-02-06	
2018-02-07	
2018-02-08	6.59391964113
2018-02-09	3.2829462874
2018-02-10	3.27087622485
2018-02-11	1.70293570424
2018-02-12	1.68389734457
2018-02-13	1.57575212611
2018-02-14	1.54899598608
2018-02-15	-1.11413686355
2018-02-16	-1.94755859316
2018-02-17	-1.93830538356
2018-02-18	
2018-02-19	
2018-02-20	
2018-02-21	
2018-02-22	
2018-02-23	
2018-02-24	
2018-02-25	
2018-02-26	-0.94324804814
2018-02-27	-0.973721780162
2018-02-28	-0.922915239585
2018-03-01	-0.931193391702
2018-03-02	-1.13477873829
2018-03-03	-1.02337315685
2018-03-04	-0.999340494552
2018-03-05	-0.477282382161
2018-03-06	-0.419722838938
2018-03-07	-0.420409923884
2018-03-08	-0.405795301128
2018-03-09	0.690478005057
2018-03-10	0.737931336071
2018-03-11	0.656500587867
2018-03-12	-0.136446416253
2018-03-13	0.582420910727
2018-03-14	0.55730883861
2018-03-15	0.701086107426
2018-03-16	0.780347089106
2018-03-17	0.810753308479
2018-03-18	0.922267825294
2018-03-19	1.15786648731
2018-03-20	0.84260557501
2018-03-21	0.883608242661
2018-03-22	0.221861191093
2018-03-23	0.204185128939
2018-03-24	-0.134831616247
2018-03-25	-0.316555842168
2018-03-26	-0.156719874725
2018-03-27	-0.512501551137
2018-03-28	-1.84870345684
2018-03-29	-2.3815716894
2018-03-30	-3.57297644306
2018-03-31	-3.17861585855
2018-04-01	-3.18894204181
2018-04-02	-3.23104706761
2018-04-03	-3.71976223449
2018-04-04	-1.34497469703
2018-04-05	-0.6326447395
2018-04-06	-1.3326460758
2018-04-07	-1.11084451796
2018-04-08	-1.00267479438
2018-04-09	-1.06482092762
2018-04-10	-0.875225194461
2018-04-11	-1.2368695751
2018-04-12	-1.14166017717
2018-04-13	-0.339353830316
2018-04-14	-0.351236037152
2018-04-15	-0.505616422265
2018-04-16	-0.153833516045
2018-04-17	-0.0671956514712
2018-04-18	-0.318017090293
2018-04-19	-0.344359992816
2018-04-20	-1.14812542738
2018-04-21	-0.29932982047
2018-04-22	-0.223226891413
2018-04-23	-0.259256704888
2018-04-24	-0.385433243985
2018-04-25	-0.391359693353
2018-04-26	-0.428465781232
2018-04-27	-0.497559395603
2018-04-28	-2.14627764402
2018-04-29	-1.41137792793
2018-04-30	-1.40736998784
2018-05-01	-1.30322903206
2018-05-02	-1.76901229626
2018-05-03	-1.64720013022
2018-05-04	-1.96262275835
2018-05-05	-2.03627771791
2018-05-06	-2.39344067826
2018-05-07	-2.38125222379
2018-05-08	-2.40068833254
2018-05-09	-2.0826306041
2018-05-10	-2.39437364301
2018-05-11	-1.1920617463
2018-05-12	-1.18144070651
2018-05-13	-1.21153087177
2018-05-14	-0.920394333817
2018-05-15	-0.452522207463
2018-05-16	-1.17271600413
2018-05-17	-1.12053740514
2018-05-18	-1.46473439413
2018-05-19	-1.49710156209
2018-05-20	-1.08446017872
2018-05-21	-1.31795576562
2018-05-22	-0.392459017535
2018-05-23	-0.137475384506
2018-05-24	-0.102175506341
2018-05-25	0.181324479965
2018-05-26	0.170033064254
2018-05-27	0.178100351744
2018-05-28	0.618561433273
2018-05-29	-0.810183428879
2018-05-30	-1.82938293079
2018-05-31	-1.89947068258
2018-06-01	-4.54358391222
2018-06-02	-4.58173013359
2018-06-03	-4.58869911304
2018-06-04	-4.67466002596
2018-06-05	-4.70067290363
2018-06-06	
2018-06-07	
2018-06-08	
2018-06-09	
2018-06-10	
2018-06-11	
2018-06-12	1.15532430709
2018-06-13	3.10610627422
2018-06-14	3.0798092633
2018-06-15	1.0925024907
2018-06-16	0.93423428689
2018-06-17	0.73173804652
2018-06-18	0.240298499232
2018-06-19	-0.225501144039
2018-06-20	-1.21653721877
2018-06-21	-1.0816892588
2018-06-22	-0.733394131902
2018-06-23	-0.872370234876
2018-06-24	-1.14853581366
2018-06-25	-1.08632003316
2018-06-26	-1.93494312003
2018-06-27	-2.3917801769
2018-06-28	-2.95224246194
2018-06-29	-4.09352736447
2018-06-30	-5.11610169182
2018-07-01	-5.18800460554
2018-07-02	-5.1632985829
2018-07-03	-4.31535629537
2018-07-04	-4.40557342355
2018-07-05	-4.45957699484
2018-07-06	-4.49253655259
2018-07-07	-4.75662398092
2018-07-08	-4.70690842904
2018-07-09	-4.79543089687
2018-07-10	
2018-07-11	
2018-07-12	
2018-07-13	-0.0788553522023
2018-07-14	-1.32894444021
2018-07-15	-1.31722292525
2018-07-16	0.314104804374
2018-07-17	0.253643106516
2018-07-18	0.188118484347
2018-07-19	-0.185838982359
2018-07-20	-0.127049802433
2018-07-21	0.657554232942
2018-07-22	0.710551409941
2018-07-23	-0.678157426234
2018-07-24	-0.669283571303
2018-07-25	-0.7118084878
2018-07-26	0.0757322154397
2018-07-27	-2.94687040027
2018-07-28	-3.06524711625
2018-07-29	-3.26953934522
2018-07-30	-3.30728474441
2018-07-31	-3.28776052212
2018-08-01	-3.1987821398
2018-08-02	-3.13179396702
2018-08-03	
2018-08-04	
2018-08-05	
2018-08-06	
2018-08-07	
2018-08-08	-6.6178819245
2018-08-09	-6.58587204971
2018-08-10	-3.5732947794
2018-08-11	-3.38668177979
2018-08-12	-1.88005533007
2018-08-13	-1.60251946412
2018-08-14	-1.51077711288
2018-08-15	0.101532264712
2018-08-16	0.0543184516365
2018-08-17	-0.0385130876915
2018-08-18	0.907884983614
2018-08-19	0.706069184231
2018-08-20	1.14215912547
2018-08-21	1.17611881763
2018-08-22	0.578205551051
2018-08-23	0.408074929207
2018-08-24	0.757551169758
2018-08-25	-0.216502502987
2018-08-26	-0.464457626853
2018-08-27	0.10684739799
2018-08-28	-0.54013856966
2018-08-29	-1.5383268103
2018-08-30	-1.47260631143
2018-08-31	-1.84666993513
2018-09-01	-1.79522735938
2018-09-02	-1.80208972206
2018-09-03	-3.28614834592
2018-09-04	-2.67024290765
2018-09-05	-0.422732630494
2018-09-06	-0.278974361092
2018-09-07	-1.25303523769
2018-09-08	-1.20601965669
2018-09-09	-1.17963309488
2018-09-10	-1.45809556502
2018-09-11	-1.9362600037
2018-09-12	-2.00456827276
2018-09-13	-2.85349577957
2018-09-14	-2.53548919455
2018-09-15	-2.60545587702
2018-09-16	-2.67390013581
2018-09-17	-2.36496294256
2018-09-18	-2.1180366118
2018-09-19	-1.51131353515
2018-09-20	-1.38394074052
2018-09-21	-0.409966722227
2018-09-22	-0.431772477731
2018-09-23	-0.427366696605
2018-09-24	-0.420467724795
2018-09-25	-0.15809179079
2018-09-26	-0.32024687824
2018-09-27	-0.134707301454
2018-09-28	-1.05885607881
2018-09-29	-1.14576955088
2018-09-30	-0.881317783419
2018-10-01	-0.0606085091933
2018-10-02	0.115474255114
2018-10-03	-1.12046565392
2018-10-04	-1.75089109268
2018-10-05	-1.78486495255
2018-10-06	-1.74573233585
2018-10-07	-2.17222758668
2018-10-08	-3.52298001635
2018-10-09	-3.11279237899
2018-10-10	-2.84805420403
2018-10-11	-2.13635821114
2018-10-12	-1.45033236025
2018-10-13	-1.52227194971
2018-10-14	-1.57368490251
2018-10-15	-2.07253150087
2018-10-16	-3.31079814237
2018-10-17	-3.88842879031
2018-10-18	-2.8310623487
2018-10-19	-3.16059887864
2018-10-20	-3.04589933012
2018-10-21	-3.05753056036
2018-10-22	-2.61794728874
2018-10-23	-1.68413299099
2018-10-24	-0.979298589727
2018-10-25	-1.71688954532
2018-10-26	-1.57904476864
2018-10-27	-1.71291291085
2018-10-28	-1.77425090918
2018-10-29	-2.09355244932
2018-10-30	-1.72018518347
2018-10-31	-1.52174208205
2018-11-01	-1.85785389328
2018-11-02	-2.48241336506
2018-11-03	-2.4570864503
2018-11-04	-2.71536826758
2018-11-05	-2.42284306582
2018-11-06	-2.57904841931
2018-11-07	-3.22682449711
2018-11-08	-3.3696296831
2018-11-09	-2.85700736108
2018-11-10	-2.82374687354
2018-11-11	-2.19922241097
2018-11-12	-2.01096847425
2018-11-13	-1.7352563885
2018-11-14	-0.640526946828
2018-11-15	0.360906347156
2018-11-16	1.11755268184
2018-11-17	1.07012206304
2018-11-18	1.58325119306
2018-11-19	1.33644790417
2018-11-20	1.453501761
2018-11-21	1.39156267685
2018-11-22	0.765577437349
2018-11-23	0.270969727169
2018-11-24	0.360551860936
2018-11-25	-0.910758830357
2018-11-26	-0.899497421233
2018-11-27	-0.972944439273
2018-11-28	-0.974180202178
2018-11-29	
2018-11-30	-4.28817679408
2018-12-01	-1.50326758077
2018-12-02	-1.48113424629
2018-12-03	-1.50196434211
2018-12-04	-1.49486121646
2018-12-05	-1.42510363905
2018-12-06	-1.33924496814
2018-12-07	-1.53399616459
2018-12-08	-4.61764094303
2018-12-09	-4.61545819665
2018-12-10	-2.08990706747
2018-12-11	-1.67051631736
2018-12-12	-0.98759018292
2018-12-13	-1.08233322271
2018-12-14	-0.125219546744
2018-12-15	0.0199365451271
2018-12-16	0.0525029051714
2018-12-17	1.06701938962
2018-12-18	1.74843579272
2018-12-19	1.96895206776
2018-12-20	4.67657588865
2018-12-21	4.6656302048
2018-12-22	4.63901463256
2018-12-23	4.60811259144
2018-12-24	
2018-12-25	
2018-12-26	
2018-12-27	
2018-12-28	
2018-12-29	-0.988506710872
2018-12-30	-0.972337686152
2018-12-31	-1.07639344471
2019-01-01	-1.05798207616
2019-01-02	-2.61679770295
2019-01-03	-2.52666812822
2019-01-04	-3.07032262136
2019-01-05	-4.25717131461
2019-01-06	-4.33090292057
2019-01-07	-4.38247533086
2019-01-08	-4.32672944604
2019-01-09	-4.47050771314
2019-01-10	-2.44789354034
2019-01-11	-0.433922912859
2019-01-12	-0.46316840214
2019-01-13	-0.381969823585
2019-01-14	-0.269899479458
2019-01-15	-0.233342357401
2019-01-16	-0.235831661376
2019-01-17	
2019-01-18	-3.63140461135
2019-01-19	-3.57135176125
2019-01-20	-3.57500092919
2019-01-21	-3.59818346307
2019-01-22	-4.02405460057
2019-01-23	-3.99763502332
2019-01-24	-2.28675401959
2019-01-25	-1.65824597314
2019-01-26	-1.73751240541
2019-01-27	-1.76127626182
2019-01-28	-1.75481790904
2019-01-29	1.36121522287
2019-01-30	1.3266051464
2019-01-31	1.78570301877
2019-02-01	1.84759586999
2019-02-02	1.87925315699
2019-02-03	1.88396450307
2019-02-04	1.80818187459
2019-02-05	
2019-02-06	
2019-02-07	
2019-02-08	1.00376632325
2019-02-09	1.02496924809
2019-02-10	1.08577143187
2019-02-11	-0.951804043789
2019-02-12	-0.970077953677
2019-02-13	-1.01023622935
2019-02-14	-1.02413209715
2019-02-15	-5.09276865412
2019-02-16	-5.14724656026
2019-02-17	-3.18291307376
2019-02-18	-3.2339411822
2019-02-19	-3.22790031913
2019-02-20	-3.2771990237
2019-02-21	-3.31931669347
2019-02-22	-1.0775187525
2019-02-23	-1.07195113148
2019-02-24	-2.12220727534
2019-02-25	-0.638754673749
2019-02-26	-3.15486716693
2019-02-27	-4.84890485985
2019-02-28	-3.47918162168
2019-03-01	-4.47445009086
2019-03-02	-4.56796667049
2019-03-03	-2.32893635734
2019-03-04	-2.34935097956
2019-03-05	-1.6278158907
2019-03-06	0.646774552859
2019-03-07	0.523033093603
2019-03-08	0.544237564727
2019-03-09	0.562147625365
2019-03-10	1.02898674223
2019-03-11	0.108789631717
2019-03-12	-0.142608090795
2019-03-13	0.298721929868
2019-03-14	0.285668526503
2019-03-15	0.0320305670702
2019-03-16	0.108418944287
2019-03-17	-1.30607644409
2019-03-18	-1.24359517686
2019-03-19	-0.6539907083
2019-03-20	-1.17764960951
2019-03-21	-1.17460725783
2019-03-22	-0.896906161175
2019-03-23	-0.826115916288
2019-03-24	-0.694226280122
2019-03-25	-0.250480958942
2019-03-26	0.000962443773897
2019-03-27	-0.0742865952372
2019-03-28	0.280091701842
2019-03-29	-0.0108593428702
2019-03-30	-0.0234550454565
2019-03-31	-0.113400749991
2019-04-01	-0.145636964111
2019-04-02	2.68487023389
2019-04-03	-1.42679559729
2019-04-04	-1.5072144371
2019-04-05	-1.06410794689
2019-04-06	-1.04454917737
2019-04-07	-1.13723979256
2019-04-08	-1.89961469685
2019-04-09	-3.12447287283
2019-04-10	-1.47925144104
2019-04-11	-1.76433753717
2019-04-12	-2.18727901312
2019-04-13	-2.24923605582
2019-04-14	-2.17522531865
2019-04-15	-1.55433214258
2019-04-16	-1.12689853354
2019-04-17	-3.12581481114
2019-04-18	-0.777998034217
2019-04-19	-0.744946352902
2019-04-20	-0.649926061331
2019-04-21	-0.641846321995
2019-04-22	-0.700182742511
2019-04-23	-1.40855311008
2019-04-24	-0.562685326052
2019-04-25	-0.482078460923
2019-04-26	-0.496590498561
2019-04-27	-0.380701218471
2019-04-28	-0.409029191685
2019-04-29	-0.367866007385
2019-04-30	1.17845659854
2019-05-01	-1.84935245348
2019-05-02	-1.21875102763
2019-05-03	-1.03474138803
2019-05-04	0.325678257207
2019-05-05	0.520050896687
2019-05-06	0.49157706723
2019-05-07	1.34897333596
2019-05-08	1.55394130923
2019-05-09	1.43626285839
2019-05-10	1.76556634864
2019-05-11	0.483066777215
2019-05-12	-0.0871250588718
2019-05-13	-0.386767910922
2019-05-14	-1.17239901805
2019-05-15	-1.17062875816
2019-05-16	-0.99135454721
2019-05-17	-0.895360946799
2019-05-18	-0.876756798807
2019-05-19	-0.597020085504
2019-05-20	-0.952793391696
2019-05-21	-1.27829430558
2019-05-22	-1.58533092069
2019-05-23	-3.01181879844
2019-05-24	-1.51880397723
2019-05-25	-0.41370498864
2019-05-26	-0.352509339523
2019-05-27	0.677920212492
2019-05-28	0.350620056586
2019-05-29	0.211435511198
2019-05-30	0.235909757621
2019-05-31	0.283954273278
2019-06-01	-0.063419168226
2019-06-02	-0.268679379167
2019-06-03	-0.696806323721
2019-06-04	-0.738996566306
2019-06-05	-0.886401154498
2019-06-06	-0.914358161487
2019-06-07	-1.32409017154
2019-06-08	-1.37591370835
2019-06-09	-1.62053760139
2019-06-10	-0.392248629173
2019-06-11	-0.358167163706
2019-06-12	-0.881466854542
2019-06-13	-0.724682847567
2019-06-14	-0.890244743117
2019-06-15	-0.731174312757
2019-06-16	-0.860129997454
2019-06-17	-1.27046136625
2019-06-18	-1.35406580107
2019-06-19	-0.912426664343
2019-06-20	-1.26769129987
2019-06-21	-1.67280873844
2019-06-22	-1.44856468283
2019-06-23	-1.44205673197
2019-06-24	-1.38574195491
2019-06-25	-0.333024651667
2019-06-26	-0.682277618157
2019-06-27	-0.942221661757
2019-06-28	-0.417452943983
2019-06-29	-0.617865154078
2019-06-30	-0.595972069402
2019-07-01	-0.152472631904
2019-07-02	-3.81001405748
2019-07-03	-4.75289803768
2019-07-04	-5.80727698184
2019-07-05	-2.8971732934
2019-07-06	-2.78517352854
2019-07-07	-2.81219666792
2019-07-08	-2.81862670771
2019-07-09	0.0074320923588
2019-07-10	-0.257503247328
2019-07-11	-0.218081202406
2019-07-12	-0.461682820429
2019-07-13	-0.661673256064
2019-07-14	-1.08091684748
2019-07-15	-0.516263559955
2019-07-16	-0.524706771645
2019-07-17	-0.400896553014
2019-07-18	-0.389933510313
2019-07-19	-0.403064958695
2019-07-20	-0.295653115203
2019-07-21	0.825856860258
2019-07-22	
2019-07-23	
2019-07-24	0.0142721322007
2019-07-25	-0.0396714124241
2019-07-26	-2.04497776764
2019-07-27	-1.95331472647
2019-07-28	-1.89097171885
2019-07-29	-1.86258492809
2019-07-30	-1.83057408446
2019-07-31	-0.902608341524
2019-08-01	-0.821981131918
2019-08-02	2.14397605412
2019-08-03	2.14558709678
2019-08-04	2.18052432326
2019-08-05	2.2221366948
2019-08-06	2.28220022318
2019-08-07	
2019-08-08	7.44535985409
2019-08-09	7.39544584621
2019-08-10	7.44901970715
2019-08-11	3.67243100424
2019-08-12	3.19353582432
2019-08-13	3.18245372284
2019-08-14	3.10837373869
2019-08-15	0.363097577936
2019-08-16	0.176815909792
2019-08-17	-0.313126615778
2019-08-18	-0.461572455494
2019-08-19	-1.09983246454
2019-08-20	-1.53185191932
2019-08-21	-1.99459244243
2019-08-22	-1.96051143972
2019-08-23	-2.20226144576
2019-08-24	-2.21746522006
2019-08-25	-2.16249853037
2019-08-26	-2.72127735306
2019-08-27	-1.53336897276
2019-08-28	0.544587860614
2019-08-29	-0.0482946065628
2019-08-30	-0.282789063761
2019-08-31	-0.320669803577
2019-09-01	-0.41289532392
2019-09-02	-0.960488243874
2019-09-03	-1.28392215261
2019-09-04	-2.52004588813
2019-09-05	-2.17220191626
2019-09-06	-2.05132144128
2019-09-07	-2.09009406059
2019-09-08	-2.02081445283
2019-09-09	-1.81883876825
2019-09-10	-1.46753161344
2019-09-11	-1.13739057629
2019-09-12	-1.01700891103
2019-09-13	-1.11373542263
2019-09-14	-1.74689930263
