Date	CriminalJusticeReform	TradeWar	NationalSecurity	IncomeInequality	Healthcare	Immigration
2017-01-01	0.0	0.000625225411647	8.81290208866e-05	0.0	0.000447409470859	8.88967908259e-05
2017-01-02	0.000355587163303	0.00098158034489	8.88967908259e-05	0.0	0.000447409470859	0.000266690372478
2017-01-03	0.000535055935737	0.00116188671271	8.88967908259e-05	0.0	0.000447409470859	0.000267527967869
2017-01-04	0.000535055935737	0.00116154638219	8.88967908259e-05	0.0	0.000627103990177	0.000626917006503
2017-01-05	0.000535055935737	0.00116143588276	0.000177683082222	0.0	0.000982138656334	0.000715703297899
2017-01-06	0.000535055935737	0.00116309145781	0.000267304878243	0.0	0.00116303782343	0.000715703297899
2017-01-07	0.000535055935737	0.00116176868403	0.000355379565578	0.0	0.000984242901201	0.000891852672569
2017-01-08	0.000623842227134	0.00115880343859	0.000621738439768	0.0	0.000892491364363	0.000891852672569
2017-01-09	0.000357708503315	0.000803772923943	0.00106956228585	0.0	0.00107139824333	0.000714059090917
2017-01-10	0.000268484293646	0.000624814328057	0.00152078509968	0.0	0.00134213193163	0.000714569267466
2017-01-11	0.000268484293646	0.00062549757718	0.00161131560846	0.0	0.00125296792109	0.000355180228831
2017-01-12	0.000268484293646	0.000624515307208	0.00161033333849	0.0	0.000896840485533	0.000354197958859
2017-01-13	0.000268484293646	0.000623624655819	0.00205309841025	0.0	0.000982899675997	0.000442929103491
2017-01-14	0.000268484293646	0.000713343550136	0.0022317140954	0.0	0.00124959004848	0.000533470101299
2017-01-15	0.00017969800225	0.000713509402486	0.00196535522121	0.000177904287493	0.00151644647972	0.000533470101299
2017-01-16	9.02445627651e-05	0.000709292921746	0.0014286345843	0.000263141246239	0.00184896135322	0.000533470101299
2017-01-17	6.19544098563e-20	0.000704848444781	0.000977411770474	0.000263141246239	0.00183562792232	0.000443225538534
2017-01-18	6.19544098563e-20	0.000698252802543	0.000886881261692	0.000263141246239	0.00250051121243	0.000443225538534
2017-01-19	6.19544098563e-20	0.000693264516109	0.000799077240268	0.000263141246239	0.00274397013097	0.000355421517109
2017-01-20	6.19544098563e-20	0.000687397143436	0.000515281688354	0.000263141246239	0.00263763686832	0.000598145460313
2017-01-21	6.19544098563e-20	0.000594134415546	0.000248591315877	0.000263141246239	0.0024554773496	0.000415985941597
2017-01-22	6.19544098563e-20	0.000590674278297	0.000505067335369	8.52369587453e-05	0.00278706496384	0.00101442998708
2017-01-23	6.19544098563e-20	0.000590269352127	0.000589899367944	0.0	0.00269980337425	0.00109926201965
2017-01-24	6.19544098563e-20	0.000591154425827	0.000589899367944	0.0	0.00270245859535	0.00109926201965
2017-01-25	6.19544098563e-20	0.000594274490946	0.000764009231268	0.0	0.00255642931809	0.00109926201965
2017-01-26	6.19544098563e-20	0.000596290788531	0.000848841263844	0.0	0.00247966247586	0.00109926201965
2017-01-27	6.19544098563e-20	0.000599330289487	0.000686153220882	0.0	0.00248878097873	0.000939613477648
2017-01-28	6.19544098563e-20	0.000600138230742	0.000686153220882	0.0	0.00248958891998	0.00111109900894
2017-01-29	6.19544098563e-20	0.000597413977928	0.000429677201389	0.0	0.00197391262818	0.000760958224503
2017-01-30	6.19544098563e-20	0.000676408944042	0.000918239664227	0.0	0.00187740646268	0.00165908818406
2017-01-31	6.19544098563e-20	0.000673658651084	0.000918239664227	0.0	0.00178522071727	0.00216269738333
2017-02-01	6.19544098563e-20	0.000670785889639	0.000744129800903	0.0	0.00134420053607	0.00275197257484
2017-02-02	6.19544098563e-20	0.000671908816665	0.000659297768328	0.0	0.00143352427675	0.00300983745364
2017-02-03	6.19544098563e-20	0.000670938446756	0.000573394495413	0.0	0.00126074736101	0.00292296381082
2017-02-04	6.19544098563e-20	0.000670030587235	0.000657825430908	0.0	0.00142870137248	0.00283580929676
2017-02-05	6.19544098563e-20	0.000675446255069	0.000657825430908	0.0	0.00169866730486	0.00267568945723
2017-02-06	6.19544098563e-20	0.000602437529016	8.44309354948e-05	0.0	0.00164346812539	0.00187436401037
2017-02-07	6.19544098563e-20	0.000699563680035	0.000265491953058	9.05305087815e-05	0.00165665940987	0.00146128531989
2017-02-08	9.19878576028e-05	0.000799357225024	0.000541455525866	0.000182518366384	0.00158028292704	0.00151592513159
2017-02-09	9.19878576028e-05	0.000886248173296	0.00114641620342	0.000182518366384	0.00140930899651	0.00281367342365
2017-02-10	9.19878576028e-05	0.000970577287893	0.00148494023863	0.000436411392789	0.00191679315511	0.00340578859105
2017-02-11	9.19878576028e-05	0.000971638358895	0.00174247732912	0.000521903399287	0.00191997636812	0.00357889474605
2017-02-12	9.19878576028e-05	0.000971205025129	0.00200572759237	0.000609653487037	0.00209374320855	0.00384171167554
2017-02-13	9.19878576028e-05	0.000968352973464	0.00244555869723	0.000697619708008	0.00217315327453	0.004451771119
2017-02-14	9.19878576028e-05	0.000874719827906	0.00261420916769	0.000694517071232	0.00234180374499	0.00479837997025
2017-02-15	6.19544098563e-20	0.000777219380774	0.0025976713991	0.000689004481702	0.00276866749582	0.00441389077125
2017-02-16	6.19544098563e-20	0.000691375386943	0.00242772029175	0.000776006395745	0.00303083115816	0.0032932871706
2017-02-17	6.19544098563e-20	0.000605655558145	0.0029246181446	0.000605655558145	0.00302320941819	0.00311749223302
2017-02-18	6.19544098563e-20	0.000603559431891	0.00299962951983	0.000603559431891	0.00301692103943	0.00319250360825
2017-02-19	6.19544098563e-20	0.00060145511324	0.00333589964027	0.000687100882339	0.00266171205112	0.00318408633364
2017-02-20	6.19544098563e-20	0.000598675023967	0.00332199919391	0.000769506924763	0.00248021943063	0.0027331348717
2017-02-21	6.19544098563e-20	0.000595728017045	0.00322573030114	0.000851040782926	0.00238395053786	0.00254943810692
2017-02-22	6.19544098563e-20	0.000509252748972	0.00322247391029	0.000935345123767	0.00203587853834	0.00271696132499
2017-02-23	6.19544098563e-20	0.000508621537987	0.00296020574619	0.000848343209725	0.00177361037424	0.00254106386395
2017-02-24	6.19544098563e-20	0.000508184144329	0.00245720303873	0.000847905816067	0.0013550246429	0.00245533470685
2017-02-25	6.19544098563e-20	0.000424788264085	0.00221100324642	0.00084989974028	0.00127561661108	0.002294524719
2017-02-26	6.19544098563e-20	0.000339142494986	0.0017816521812	0.000763692861318	0.00127449439136	0.00246244959802
2017-02-27	6.19544098563e-20	0.000253956363288	0.00152639911274	0.000678659392939	0.00136013851301	0.00254839904631
2017-02-28	6.19544098563e-20	0.00042068970018	0.00177538492145	0.000593435730096	0.00169286238904	0.00296486098966
2017-03-01	6.19544098563e-20	0.00042068970018	0.0018539715546	0.000506345132814	0.00202421684992	0.00304004603717
2017-03-02	6.19544098563e-20	0.000334318997123	0.00193572624622	0.00059117716539	0.00210597154153	0.00303543002573
2017-03-03	6.19544098563e-20	0.000251214201976	0.00201858945766	0.000591128848648	0.00202281842964	0.00286907548521
2017-03-04	6.19544098563e-20	0.000251214201976	0.00218061623862	0.000588940641662	0.0019352404182	0.00277930926678
2017-03-05	6.19544098563e-20	0.000251214201976	0.0022601971699	0.000587106065676	0.00176507109973	0.00243530147786
2017-03-06	6.19544098563e-20	0.000251214201976	0.00233883396531	0.000584872065806	0.00150905471468	0.00217481709308
2017-03-07	6.19544098563e-20	0.0	0.00200417672149	0.00058501957855	0.000922888243399	0.00175656929468
2017-03-08	6.19544098563e-20	0.0	0.00191657836157	0.000583716462452	0.000503140069137	0.00166636470256
2017-03-09	6.19544098563e-20	8.36890116328e-05	0.00191314929874	0.000498884429876	0.000248643971411	0.0015792466281
2017-03-10	6.19544098563e-20	0.000167673222601	0.00174981953962	0.000415827951471	0.000165587493005	0.00158202982579
2017-03-11	6.19544098563e-20	0.000256349288931	0.00186039348138	0.000332626354	8.23858955347e-05	0.0015929787635
2017-03-12	6.19544098563e-20	0.000344045509224	0.0020491243331	0.00024937627075	0.00025777833612	0.00160187103759
2017-03-13	6.19544098563e-20	0.000429897157575	0.00240077148612	0.000252123123955	0.000515333281175	0.0017790680407
2017-03-14	6.19544098563e-20	0.000517218149542	0.00249496330188	0.000168237543886	0.000602654273142	0.0017893742764
2017-03-15	6.19544098563e-20	0.000605022170966	0.00242341365813	8.58516483516e-05	0.000959288484728	0.00172866088442
2017-03-16	6.19544098563e-20	0.000608176407271	0.00243287636704	8.58516483516e-05	0.00104613173267	0.00173496935703
2017-03-17	6.19544098563e-20	0.000609837965401	0.00252350681053	8.58516483516e-05	0.00113177750176	0.00182559980052
2017-03-18	6.19544098563e-20	0.000606551703529	0.00242168569671	8.58516483516e-05	0.00121716730622	0.00207519669015
2017-03-19	6.19544098563e-20	0.000605226186294	0.00224231670442	8.58516483516e-05	0.00104177486564	0.00215891635873
2017-03-20	6.19544098563e-20	0.000603905391704	0.00189494772724	0.0	0.000784219920581	0.00206910232661
2017-03-21	6.19544098563e-20	0.000602902915059	0.00180562178199	0.0	0.000783217443936	0.00197977638135
2017-03-22	6.19544098563e-20	0.000601157413428	0.00180213077873	0.0	0.000344197336815	0.00180067733525
2017-03-23	6.19544098563e-20	0.000601475326477	0.00171592335689	0.0	0.000257354088878	0.00197563548332
2017-03-24	6.19544098563e-20	0.000603043930307	0.00163498339928	0.0	0.000346137065636	0.00198190989864
2017-03-25	6.19544098563e-20	0.000605892015199	0.00146989996015	0.0	0.000701936707927	0.00190791243375
2017-03-26	6.19544098563e-20	0.000607433400054	0.00147452411471	0.0	0.000965672971664	0.00191253658831
2017-03-27	6.19544098563e-20	0.000610544965223	0.00139621639129	0.0	0.00131624264739	0.00192187128382
2017-03-28	6.19544098563e-20	0.000612409871418	0.00139994620368	0.0	0.00158265781813	0.00192560109621
2017-03-29	6.19544098563e-20	0.000612931438205	0.00166072959699	0.0	0.00184239807787	0.00192664422978
2017-03-30	6.19544098563e-20	0.000610652715042	0.00182593702631	0.0	0.00209704539134	0.00191752933713
2017-03-31	6.19544098563e-20	0.000611350430025	0.00182803017126	0.0	0.00209844082131	0.00183240810915
2017-04-01	6.19544098563e-20	0.000608197199911	0.00199189302951	0.0	0.00182742069303	0.00164962587022
2017-04-02	6.19544098563e-20	0.00060542047723	0.00206869822669	0.0	0.00173395515976	0.00155616033695
2017-04-03	6.19544098563e-20	0.000606344172904	0.00224767784725	0.0	0.00147195159864	0.00147036530937
2017-04-04	6.19544098563e-20	0.000603857897672	0.00224270529679	0.0	0.00129061220514	0.0014653927589
2017-04-05	6.19544098563e-20	0.000603596326413	0.00198244189453	0.0	0.00120350897605	0.00146486961639
2017-04-06	6.19544098563e-20	0.000606088287891	0.00181766094184	0.0	0.000948861662575	0.00130008866369
2017-04-07	6.19544098563e-20	0.000608649374682	0.00182534420221	0.0	0.000863510661455	0.00130777192407
2017-04-08	6.19544098563e-20	0.000613299101663	0.0016644743377	0.0	0.000693341342983	0.00131707137803
