Date	ExcessSentiment
2017-01-01	0.0472330359575
2017-01-02	-0.19195265563
2017-01-03	-0.246503255999
2017-01-04	-0.245904826209
2017-01-05	-0.354546942369
2017-01-06	-0.339120833679
2017-01-07	-0.33100303947
2017-01-08	-0.326473555587
2017-01-09	-0.250789205168
2017-01-10	-0.202229948094
2017-01-11	-0.194166235771
2017-01-12	-0.171427620136
2017-01-13	-0.142038437005
2017-01-14	-0.102352166467
2017-01-15	-0.0945772746072
2017-01-16	-0.106158371395
2017-01-17	-0.0927226713231
2017-01-18	-0.0749775017342
2017-01-19	-0.0238224061964
2017-01-20	-0.0161091119943
2017-01-21	-0.0163505137528
2017-01-22	0.00226106694571
2017-01-23	0.019934132015
2017-01-24	0.0320221786411
2017-01-25	0.0420632863574
2017-01-26	0.0396275596361
2017-01-27	0.0894845040244
2017-01-28	0.136771253996
2017-01-29	0.127369976581
2017-01-30	0.109346076233
2017-01-31	0.10803414547
2017-02-01	0.099582740278
2017-02-02	0.0461994768795
2017-02-03	-0.00508901711835
2017-02-04	-0.0475227892599
2017-02-05	-0.0570767456974
2017-02-06	-0.0433105120672
2017-02-07	-0.0512045413284
2017-02-08	-0.0640231965727
2017-02-09	-0.060217745227
2017-02-10	-0.0619018407752
2017-02-11	-0.0609321719234
2017-02-12	-0.0752802850772
2017-02-13	-0.0865570809957
2017-02-14	-0.0951731427442
2017-02-15	-0.0971058102037
2017-02-16	-0.107348277235
2017-02-17	-0.101758964209
2017-02-18	-0.086276942537
2017-02-19	-0.0774513925729
2017-02-20	-0.0707743685302
2017-02-21	-0.0636361959027
2017-02-22	-0.0655076147478
2017-02-23	-0.0690681770103
2017-02-24	-0.121696731732
2017-02-25	-0.207796632534
2017-02-26	-0.206882880096
2017-02-27	-0.207276152958
2017-02-28	-0.168788623747
2017-03-01	-0.131784373796
2017-03-02	-0.128890228887
2017-03-03	-0.082749263777
2017-03-04	0.0108590053736
2017-03-05	0.00778689514497
2017-03-06	0.00623823358533
2017-03-07	0.0496151983451
2017-03-08	
2017-03-09	
2017-03-10	
2017-03-11	
2017-03-12	-0.102736856964
2017-03-13	-0.127907067078
2017-03-14	-0.143187503346
2017-03-15	-0.174229565649
2017-03-16	-0.156590242561
2017-03-17	-0.15824843217
2017-03-18	-0.15834040362
2017-03-19	-0.174893632772
2017-03-20	-0.183763862838
2017-03-21	-0.185859931915
2017-03-22	0.0672760832959
2017-03-23	0.0905091808867
2017-03-24	2.60566776428e-05
2017-03-25	-0.0453200038698
2017-03-26	0.0641567556312
