Date	CriminalJusticeReform	TradeWar	NationalSecurity	IncomeInequality	Healthcare	Immigration
2017-01-01	0.000355179622871	0.0	0.000444076413697	0.0	0.000444076413697	0.000444076413697
2017-01-02	0.000267050601985	0.0	0.00035594739281	0.0	0.00035594739281	0.00035594739281
2017-01-03	0.000178153811159	0.0	0.000267888197376	0.0	0.000267888197376	0.000267888197376
2017-01-04	8.79662209711e-05	0.0	0.000177700607188	0.0	0.000177700607188	0.000177700607188
2017-01-05	8.79662209711e-05	0.0	0.000177700607188	0.0	0.000177700607188	0.000177700607188
2017-01-06	9.29316147845e-20	0.0	8.97343862168e-05	0.0	8.97343862168e-05	8.97343862168e-05
2017-01-07	9.29316147845e-20	0.0	8.97343862168e-05	0.0	8.97343862168e-05	8.97343862168e-05
2017-01-08	9.29316147845e-20	0.0	8.97343862168e-05	0.0	8.97343862168e-05	8.97343862168e-05
2017-01-09	9.29316147845e-20	0.0	8.97343862168e-05	0.0	8.97343862168e-05	8.97343862168e-05
2017-01-10	9.29316147845e-20	0.0	1.54886024641e-19	0.0	0.0	4.02703664066e-19
2017-01-11	9.29316147845e-20	0.0	1.54886024641e-19	0.0	0.0	4.02703664066e-19
2017-01-12	9.29316147845e-20	0.0	1.54886024641e-19	0.0	0.0	4.02703664066e-19
2017-01-13	9.29316147845e-20	0.0	0.000177462289264	0.0	0.0	0.000177462289264
2017-01-14	9.29316147845e-20	8.88967908259e-05	0.000444152661741	0.0	8.88967908259e-05	0.000444152661741
2017-01-15	9.29316147845e-20	8.88967908259e-05	0.000533104805488	0.0	8.88967908259e-05	0.000711009092981
2017-01-16	9.29316147845e-20	8.88967908259e-05	0.000533104805488	0.0	8.88967908259e-05	0.000711009092981
2017-01-17	9.29316147845e-20	8.88967908259e-05	0.000533104805488	0.0	8.88967908259e-05	0.000711009092981
2017-01-18	9.29316147845e-20	8.88967908259e-05	0.000533104805488	0.0	8.88967908259e-05	0.000711009092981
2017-01-19	9.29316147845e-20	8.88967908259e-05	0.000533104805488	0.0	8.88967908259e-05	0.000793824827971
2017-01-20	9.29316147845e-20	8.88967908259e-05	0.000355642516224	0.0	8.88967908259e-05	0.000616362538707
2017-01-21	9.29316147845e-20	0.0	8.89521437467e-05	0.0	8.45308537616e-05	0.000434203019991
2017-01-22	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	0.000167346588751
2017-01-23	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	0.000167346588751
2017-01-24	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	0.000167346588751
2017-01-25	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	0.000167346588751
2017-01-26	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	8.45308537616e-05
2017-01-27	9.29316147845e-20	0.0	1.70374627105e-19	0.0	8.45308537616e-05	8.45308537616e-05
2017-01-28	9.29316147845e-20	0.0	1.70374627105e-19	0.0	0.0	3.09772049282e-19
2017-01-29	9.29316147845e-20	0.0	1.70374627105e-19	0.0	0.0	3.09772049282e-19
2017-01-30	9.29316147845e-20	0.0	1.70374627105e-19	0.0	0.0	3.09772049282e-19
2017-01-31	9.29316147845e-20	0.0	1.70374627105e-19	0.0	0.0	3.09772049282e-19
