Date	ExcessSentiment
2017-01-01	-0.0884899922322
2017-01-02	-0.067225404032
2017-01-03	-0.0456813519626
2017-01-04	-0.0359009692322
2017-01-05	-0.042483767326
2017-01-06	-0.0386025406124
2017-01-07	-0.0318373452112
2017-01-08	-0.0256219922785
2017-01-09	-0.0287623561997
2017-01-10	-0.0313101534709
2017-01-11	-0.0232119217121
2017-01-12	-0.0160449828843
2017-01-13	-0.0240316134643
2017-01-14	-0.0375510308151
2017-01-15	-0.0403809507533
2017-01-16	-0.0478857856132
2017-01-17	-0.0625446326226
2017-01-18	-0.0744395434702
2017-01-19	-0.0685477409855
2017-01-20	-0.057632940864
2017-01-21	-0.0473013175994
2017-01-22	-0.0395678491468
2017-01-23	-0.0284736442098
2017-01-24	-0.0193103941565
2017-01-25	-0.0257058410512
2017-01-26	-0.0261432975112
2017-01-27	-0.0319357858303
2017-01-28	-0.027075459758
2017-01-29	-0.0280499361536
2017-01-30	-0.0291311411994
2017-01-31	-0.024026452746
2017-02-01	-0.0112399469773
2017-02-02	0.00415901806035
2017-02-03	-0.000474759890533
2017-02-04	-0.00648692558969
2017-02-05	-0.0108412426457
2017-02-06	-0.009775659168
2017-02-07	-0.0192553854015
2017-02-08	-0.0241939926089
2017-02-09	-0.0502831201441
2017-02-10	-0.0496211947723
2017-02-11	-0.0514067023562
2017-02-12	-0.0559391023767
2017-02-13	-0.068377728597
2017-02-14	-0.0693904710717
2017-02-15	-0.0691242511579
2017-02-16	-0.0510614038273
2017-02-17	-0.0459431891169
2017-02-18	-0.0257808451348
2017-02-19	0.00855453212532
2017-02-20	0.0273694007624
2017-02-21	0.0577052656321
2017-02-22	0.0678901371401
2017-02-23	0.051757803578
2017-02-24	0.0623033308239
2017-02-25	0.0535600901754
2017-02-26	0.031650610614
2017-02-27	0.0174347194414
2017-02-28	-0.00521950073141
2017-03-01	0.00658527487262
2017-03-02	0.0174071583586
2017-03-03	0.000992355570919
2017-03-04	-0.016140856357
2017-03-05	-0.0281692163972
2017-03-06	-0.0374859853676
2017-03-07	-0.0457432037619
2017-03-08	-0.0531541323551
2017-03-09	-0.03180390525
2017-03-10	-0.0152277148864
2017-03-11	-0.000803729819351
2017-03-12	0.00133612359369
2017-03-13	0.00651484303334
