Date	ExcessSentiment
2017-01-01	
2017-01-02	0.00268689152861
2017-01-03	0.00353184800452
2017-01-04	0.00413027779443
2017-01-05	0.00620736537975
2017-01-06	0.0627906667416
2017-01-07	0.0957897423911
2017-01-08	0.153034093977
2017-01-09	0.229439128293
2017-01-10	0.246273697103
2017-01-11	0.246967327472
2017-01-12	0.249290140648
2017-01-13	0.199940982911
2017-01-14	0.141988384247
2017-01-15	0.0764135098696
2017-01-16	0.0146843085433
2017-01-17	-0.0488164302128
2017-01-18	-0.060470926978
2017-01-19	-0.0455775048215
2017-01-20	-0.0337706254742
2017-01-21	-0.0190228933014
2017-01-22	-0.0234709864769
2017-01-23	-0.03078692457
2017-01-24	-0.0740640675835
2017-01-25	-0.0159467410282
2017-01-26	-0.0484884560872
2017-01-27	-0.0489907806885
2017-01-28	0.0741799269591
2017-01-29	0.075719457472
2017-01-30	0.0164648754579
2017-01-31	0.0346745198905
2017-02-01	0.00388515310039
2017-02-02	0.0935030542007
2017-02-03	0.0947924310531
2017-02-04	0.0384055393051
2017-02-05	0.0207235182402
2017-02-06	0.0339653366172
2017-02-07	0.0476298617372
2017-02-08	0.0790784258463
2017-02-09	-0.0408881673445
2017-02-10	-0.0401972668043
2017-02-11	-0.0398889353728
2017-02-12	-0.0169561805067
2017-02-13	0.0230129671673
2017-02-14	0.0245682728512
2017-02-15	0.0129548000941
2017-02-16	0.139560030111
2017-02-17	0.143010651621
2017-02-18	0.157397217042
2017-02-19	0.294817541979
2017-02-20	0.350186273055
2017-02-21	0.379674984843
2017-02-22	0.460249549376
2017-02-23	0.311213822305
2017-02-24	0.278720132891
2017-02-25	0.248458609373
2017-02-26	0.113912833531
2017-02-27	0.0507043466283
2017-02-28	0.0100698852416
2017-03-01	0.00268325319822
2017-03-02	0.0174335445595
2017-03-03	-0.0089849515596
2017-03-04	-0.0226881229625
2017-03-05	-0.0421389419343
2017-03-06	-0.0598082365698
2017-03-07	
2017-03-08	
2017-03-09	-0.0145258812384
2017-03-10	-0.0141086701948
2017-03-11	-0.0139960186401
2017-03-12	-0.0124568594748
2017-03-13	-0.0110565824266
2017-03-14	0.115120577036
2017-03-15	0.155682889996
2017-03-16	0.237596879709
2017-03-17	0.2359386901
2017-03-18	0.164724548596
2017-03-19	0.118590137537
2017-03-20	0.113838870309
2017-03-21	0.0811994138336
2017-03-22	0.0333739830851
2017-03-23	-0.0573960922519
2017-03-24	0.0290862277122
2017-03-25	0.113794419052
2017-03-26	0.201308558539
2017-03-27	0.206690194552
2017-03-28	0.212162241551
2017-03-29	0.211878689724
2017-03-30	0.209477906945
2017-03-31	0.211265114866
2017-04-01	
2017-04-02	
2017-04-03	
2017-04-04	
2017-04-05	
2017-04-06	
2017-04-07	-0.149201159759
2017-04-08	-0.092760748168
2017-04-09	-0.0544663229161
2017-04-10	-0.0320034992125
2017-04-11	-0.0173974093565
2017-04-12	-0.00442483143349
2017-04-13	-0.000391952229799
2017-04-14	0.0263513332284
2017-04-15	0.0371736705087
2017-04-16	0.0362644253131
2017-04-17	0.0353982159032
2017-04-18	0.031616675785
2017-04-19	
2017-04-20	
