Date	ExcessSentiment
2017-01-01	-0.0957243581042
2017-01-02	-0.0767968343919
2017-01-03	-0.0617677398251
2017-01-04	-0.0578595687531
2017-01-05	-0.0521474498599
2017-01-06	-0.0564856720144
2017-01-07	-0.0486366598319
2017-01-08	-0.0362560221647
2017-01-09	-0.0579021065623
2017-01-10	-0.0693616199684
2017-01-11	-0.0843618957524
2017-01-12	-0.104162319401
2017-01-13	-0.110104409609
2017-01-14	-0.118638238345
2017-01-15	-0.119036673357
2017-01-16	-0.100885515864
2017-01-17	-0.105258662589
2017-01-18	-0.077056148764
2017-01-19	-0.0680590395308
2017-01-20	-0.0830623302263
2017-01-21	-0.0771266585476
2017-01-22	-0.0795346204704
2017-01-23	-0.0884450697649
2017-01-24	-0.087464021582
2017-01-25	-0.0868145608658
2017-01-26	-0.0622849063245
2017-01-27	-0.0268736382531
2017-01-28	-0.0316291879307
2017-01-29	-0.0307583296772
2017-01-30	-0.0309376983564
2017-01-31	-0.0281221165002
2017-02-01	-0.0449475632099
2017-02-02	-0.0660799900151
2017-02-03	-0.0777018735215
2017-02-04	-0.0797314570946
2017-02-05	-0.0862481537736
2017-02-06	-0.0935097021529
2017-02-07	-0.0957538522511
2017-02-08	-0.0922233463191
2017-02-09	-0.0993908391702
2017-02-10	-0.108052732854
2017-02-11	-0.0996447065176
2017-02-12	-0.093460751486
2017-02-13	-0.09310913895
2017-02-14	-0.0947801171403
2017-02-15	-0.095385838869
2017-02-16	-0.0893953855939
2017-02-17	-0.0901552904506
2017-02-18	-0.0970035595554
2017-02-19	-0.102102095079
2017-02-20	-0.0984821421593
2017-02-21	-0.09094320269
2017-02-22	-0.0871685439667
2017-02-23	-0.0924640262625
2017-02-24	-0.100451459759
2017-02-25	-0.0981179795708
2017-02-26	-0.0970603574146
2017-02-27	-0.0876999265134
2017-02-28	-0.0693727649393
2017-03-01	-0.0686752125857
2017-03-02	-0.0677144112134
2017-03-03	-0.0772645857365
2017-03-04	-0.0921264503646
2017-03-05	-0.102483399958
2017-03-06	-0.125469074999
2017-03-07	-0.159166550144
2017-03-08	-0.16376785907
2017-03-09	-0.158442517165
2017-03-10	-0.123373590711
2017-03-11	-0.0941511469012
2017-03-12	-0.0785761539614
2017-03-13	-0.0669471494132
2017-03-14	-0.056555849827
2017-03-15	-0.0426409042136
2017-03-16	-0.0336211516327
2017-03-17	-0.0419442335542
2017-03-18	-0.0492449335313
2017-03-19	-0.0572043023304
2017-03-20	-0.0669291699917
2017-03-21	-0.0849563433075
2017-03-22	-0.0896710539536
2017-03-23	-0.117052670902
2017-03-24	-0.13976037668
2017-03-25	-0.162649874357
2017-03-26	-0.157128922019
2017-03-27	-0.143021717837
2017-03-28	-0.132119756715
2017-03-29	-0.116132476227
2017-03-30	-0.0844656832145
2017-03-31	-0.0575399696303
2017-04-01	-0.0420968735255
2017-04-02	-0.0432591114985
2017-04-03	-0.0497884789053
2017-04-04	-0.0261300603048
2017-04-05	-0.0476133005927
2017-04-06	-0.0488125141346
2017-04-07	-0.070937529249
2017-04-08	-0.0824485516744
2017-04-09	-0.0901557269791
2017-04-10	-0.0957715082844
2017-04-11	-0.125720880937
2017-04-12	-0.136118228624
2017-04-13	-0.141300426021
2017-04-14	-0.130314006938
2017-04-15	-0.105689812166
2017-04-16	-0.089150725727
2017-04-17	-0.0720719773662
2017-04-18	-0.0603737938095
2017-04-19	-0.0518251985842
2017-04-20	-0.0771514710345
2017-04-21	-0.0549705451397
2017-04-22	-0.0670849689653
2017-04-23	-0.0822888914507
2017-04-24	-0.0924515652824
2017-04-25	-0.0839677436484
2017-04-26	-0.0927863113291
2017-04-27	-0.079069394715
2017-04-28	-0.0869792426787
2017-04-29	-0.0664146782564
2017-04-30	-0.0209067420021
2017-05-01	0.0015800462395
2017-05-02	0.00343049752039
2017-05-03	0.0199650131907
2017-05-04	0.0158893855569
2017-05-05	0.0101550218035
2017-05-06	-0.0115282236784
2017-05-07	-0.0419817601586
2017-05-08	-0.0511985005714
2017-05-09	-0.0514802583524
2017-05-10	-0.064560342592
2017-05-11	-0.0531615354737
2017-05-12	-0.0555176082715
2017-05-13	-0.0456270081587
2017-05-14	-0.0341488361423
2017-05-15	-0.0305872477643
2017-05-16	-0.0109419444361
2017-05-17	-0.00338512849208
2017-05-18	-0.0035643817359
2017-05-19	0.00970630999654
2017-05-20	0.0155584329574
2017-05-21	0.00268314332679
2017-05-22	0.00426717504809
2017-05-23	-0.0147680616908
2017-05-24	-0.00438628723432
2017-05-25	-0.012438682608
2017-05-26	-0.0276207978906
2017-05-27	-0.0254668649784
2017-05-28	-0.0114469778881
2017-05-29	-0.00430295988088
2017-05-30	-0.0166088131096
2017-05-31	-0.0231559551759
2017-06-01	-0.0173057510348
2017-06-02	-0.0241387119425
2017-06-03	-0.0113381988561
2017-06-04	0.01761529457
2017-06-05	0.036136217862
2017-06-06	0.0567032446286
2017-06-07	0.0606922903577
2017-06-08	0.0691213831872
2017-06-09	0.0823342737365
2017-06-10	0.0983785451598
2017-06-11	0.0610705580856
2017-06-12	0.0371708848115
2017-06-13	0.0318767096175
2017-06-14	0.0495595603082
2017-06-15	0.0424148436823
2017-06-16	0.0313483306436
2017-06-17	-0.00437710383315
2017-06-18	-0.0102328618379
2017-06-19	-0.0206403443109
2017-06-20	-0.0263000752352
2017-06-21	-0.0465164878827
2017-06-22	-0.0463903189354
2017-06-23	-0.035645903149
2017-06-24	-0.0330865092492
2017-06-25	-0.0217967761361
2017-06-26	-0.0111151612145
2017-06-27	-0.00891516150613
2017-06-28	0.0109319309353
2017-06-29	0.036265678882
2017-06-30	0.0404728904186
2017-07-01	0.0628006962871
2017-07-02	0.0713275199378
2017-07-03	0.0755983742446
2017-07-04	0.0874600499863
2017-07-05	0.0760114847816
2017-07-06	0.0791934997629
2017-07-07	0.0806108964409
2017-07-08	0.063582250666
2017-07-09	0.044474574612
2017-07-10	0.0385656899502
2017-07-11	0.0366638107545
2017-07-12	0.0526218525432
2017-07-13	0.050777924425
2017-07-14	0.0382232951704
2017-07-15	0.0255176654471
2017-07-16	0.0250916236519
2017-07-17	0.0124920074366
2017-07-18	0.0118354099422
2017-07-19	0.0140341669027
2017-07-20	0.0109986951942
2017-07-21	0.0198060607159
2017-07-22	0.0462258000642
2017-07-23	0.0558553750836
2017-07-24	0.0848408527103
2017-07-25	0.0766075201351
2017-07-26	0.0511926206482
2017-07-27	0.0320381672909
2017-07-28	0.0107903892006
2017-07-29	-0.0258270626984
2017-07-30	-0.0499438245082
2017-07-31	-0.073297152815
2017-08-01	-0.0872438497608
2017-08-02	-0.10533952486
2017-08-03	-0.0900444878553
2017-08-04	-0.0584809725426
2017-08-05	-0.0307459872364
2017-08-06	-0.00125551120784
2017-08-07	-0.00104502874967
2017-08-08	0.0132498804306
2017-08-09	0.0491088384842
2017-08-10	0.065673754317
2017-08-11	0.0515780049451
2017-08-12	0.0681927082065
2017-08-13	0.0440605641226
2017-08-14	0.0335844481172
2017-08-15	0.0283693494879
2017-08-16	-0.0208151331915
2017-08-17	-0.0670541572359
2017-08-18	-0.0868731600839
2017-08-19	-0.0905319354731
2017-08-20	-0.0689006070641
2017-08-21	-0.0621168961079
2017-08-22	-0.0572090474017
2017-08-23	-0.0180998352533
2017-08-24	0.0061347340207
2017-08-25	0.0201524369526
2017-08-26	0.0117612688337
2017-08-27	0.00851006780171
2017-08-28	0.0122631957479
2017-08-29	0.0027476101535
2017-08-30	-0.015965978862
2017-08-31	-0.0136459196449
2017-09-01	-0.00430958287085
2017-09-02	-0.0138545900273
2017-09-03	-0.0107574504279
2017-09-04	-0.00141059024702
2017-09-05	0.0148033318827
2017-09-06	0.0411321873889
2017-09-07	0.0352980326188
2017-09-08	0.0207184827511
2017-09-09	0.0294263204567
2017-09-10	0.0465268669092
2017-09-11	0.0679701281883
2017-09-12	0.0875588220952
2017-09-13	0.101116821038
2017-09-14	0.120521940735
2017-09-15	0.161030146718
2017-09-16	0.149803188872
2017-09-17	0.119047981263
2017-09-18	0.0739830371312
2017-09-19	0.0353765658739
2017-09-20	-0.00179153375698
2017-09-21	-0.0311245159817
2017-09-22	-0.0490675418672
2017-09-23	-0.0563742818277
2017-09-24	-0.0525554537737
2017-09-25	-0.0491756969748
2017-09-26	-0.0356476598142
2017-09-27	-0.0496681143094
2017-09-28	-0.0697843290604
2017-09-29	-0.0901189490253
2017-09-30	-0.0979861132875
2017-10-01	-0.104615661121
2017-10-02	-0.105176689354
2017-10-03	-0.123791048464
2017-10-04	-0.112651220099
2017-10-05	-0.0982402286801
2017-10-06	-0.10254509731
2017-10-07	-0.0977330350753
2017-10-08	-0.0979702420484
2017-10-09	-0.0914166191792
2017-10-10	-0.0767315413812
2017-10-11	-0.0630358644663
2017-10-12	-0.0491980475924
2017-10-13	-0.0275614397303
2017-10-14	-0.0201140206516
2017-10-15	-0.0192069231268
2017-10-16	-0.0289542720074
2017-10-17	-0.00559226711351
2017-10-18	0.010124818715
2017-10-19	0.00483504710454
2017-10-20	-0.00539462189703
2017-10-21	-0.00914488927905
2017-10-22	-0.00995326258798
2017-10-23	-0.0282714306824
2017-10-24	-0.0721350635593
2017-10-25	-0.10195096281
2017-10-26	-0.0911055989235
2017-10-27	-0.0803745631971
2017-10-28	-0.0771064276896
2017-10-29	-0.0695523372652
2017-10-30	-0.0350251448445
2017-10-31	-0.00187802674068
2017-11-01	0.0113771109457
2017-11-02	0.0104369646072
2017-11-03	0.00952491647348
2017-11-04	0.0127904468193
2017-11-05	0.0117687784673
2017-11-06	0.00621636324426
2017-11-07	-0.0175560978339
2017-11-08	-0.0366900711903
2017-11-09	-0.0554767004639
2017-11-10	-0.0589824279552
2017-11-11	-0.0622411972209
2017-11-12	-0.0596362837473
2017-11-13	-0.0588116430515
2017-11-14	-0.0570005675751
2017-11-15	-0.0435364280082
2017-11-16	-0.0413538449146
2017-11-17	-0.0574967437207
2017-11-18	-0.0669326134254
2017-11-19	-0.0773543381124
2017-11-20	-0.0824868470347
2017-11-21	-0.0816941560468
2017-11-22	-0.0565649556248
2017-11-23	-0.0481539638588
2017-11-24	-0.0387691207416
2017-11-25	-0.038069375526
2017-11-26	-0.0270292650734
2017-11-27	-0.023961617029
2017-11-28	-0.0195621293023
2017-11-29	-0.0521312655811
2017-11-30	-0.0565639982911
2017-12-01	-0.038467641545
2017-12-02	-0.0123294915104
2017-12-03	0.00276109620328
2017-12-04	0.0259348322134
2017-12-05	0.0569070643736
2017-12-06	0.100432658204
2017-12-07	0.112601855446
2017-12-08	0.111687929613
2017-12-09	0.111556499578
2017-12-10	0.112475381522
2017-12-11	0.125506085274
2017-12-12	0.129736345817
2017-12-13	0.0996600368889
2017-12-14	0.142492868739
2017-12-15	0.218423129218
2017-12-16	0.258498302282
2017-12-17	0.292045862025
2017-12-18	0.319315816794
2017-12-19	0.380236249465
2017-12-20	0.410318669816
2017-12-21	0.398840298321
2017-12-22	0.369746960969
2017-12-23	0.359526349503
2017-12-24	0.337421972576
2017-12-25	0.295951400528
2017-12-26	0.233718356447
2017-12-27	0.187847408903
2017-12-28	0.175344073878
2017-12-29	0.117012554755
2017-12-30	0.0531128070956
2017-12-31	0.0106480540121
2018-01-01	-0.0196905315387
2018-01-02	-0.0529980513675
2018-01-03	-0.0407866798797
2018-01-04	-0.0556483447233
2018-01-05	-0.0485947122454
2018-01-06	-0.0186031857019
2018-01-07	0.017984032026
2018-01-08	0.0475538489454
2018-01-09	0.0573139352843
2018-01-10	0.0636018476629
2018-01-11	0.0505412716527
2018-01-12	0.0259164880093
2018-01-13	0.00741606873014
2018-01-14	-0.0155322987347
2018-01-15	-0.0365185918156
2018-01-16	-0.0462418420143
2018-01-17	-0.0543746366776
2018-01-18	-0.0561023723675
2018-01-19	-0.0397911399641
2018-01-20	-0.0188057228807
2018-01-21	0.000737543060988
2018-01-22	0.0163140169848
2018-01-23	0.0191886815041
2018-01-24	0.0179820073168
2018-01-25	0.0271633464267
2018-01-26	0.051447417273
2018-01-27	0.0585157180099
2018-01-28	0.0737023984754
2018-01-29	0.0834790408755
2018-01-30	0.0980764412662
2018-01-31	0.123430339535
2018-02-01	0.128669373835
2018-02-02	0.119547530851
2018-02-03	0.128773634211
2018-02-04	0.116769178136
2018-02-05	0.12540192672
2018-02-06	0.10906356795
2018-02-07	0.0944527635272
2018-02-08	0.118188068357
2018-02-09	0.1221896148
2018-02-10	0.104612540617
2018-02-11	0.0906585364994
2018-02-12	0.0791018784793
2018-02-13	0.0856352473761
2018-02-14	0.0729304366821
2018-02-15	0.039579315214
2018-02-16	0.0146603949124
2018-02-17	0.00774167623225
2018-02-18	0.00795749509734
2018-02-19	-0.0106265779237
2018-02-20	-0.00875170791249
2018-02-21	0.00125301017466
2018-02-22	-0.0190172130074
2018-02-23	-0.0126340980196
2018-02-24	-0.010481072506
2018-02-25	-0.00971802622627
2018-02-26	-0.00130562987915
2018-02-27	0.0083888480289
2018-02-28	0.00508910336097
2018-03-01	0.0290673601723
2018-03-02	0.0175533540967
2018-03-03	0.0169419258973
2018-03-04	0.00200366202016
2018-03-05	-0.000439171196321
2018-03-06	-0.0250230561797
2018-03-07	-0.0330183509674
2018-03-08	-0.0385888441836
2018-03-09	-0.0320542049982
2018-03-10	-0.055014604265
2018-03-11	-0.0559231508015
2018-03-12	-0.0725322280976
2018-03-13	-0.0624568452931
2018-03-14	-0.0673150867204
2018-03-15	-0.0670489468608
2018-03-16	-0.0689854808219
2018-03-17	-0.0536133184072
2018-03-18	-0.0420293505499
2018-03-19	-0.0292978013033
2018-03-20	-0.0104282408449
2018-03-21	0.0342824190043
2018-03-22	0.0367452482475
2018-03-23	0.0142377283131
2018-03-24	0.0216258169404
2018-03-25	0.0403802259416
2018-03-26	0.0481614742795
2018-03-27	0.0387028434797
2018-03-28	0.00111663827538
2018-03-29	-0.00172976398316
2018-03-30	0.0268184191107
2018-03-31	0.0263921034392
2018-04-01	0.00586188721087
2018-04-02	-0.0153994247032
2018-04-03	-0.0193169104072
2018-04-04	-0.0154067127199
2018-04-05	-0.0215398484212
2018-04-06	-0.0215050110901
2018-04-07	-0.0213026823169
2018-04-08	-0.0213306840228
2018-04-09	0.00608383361502
2018-04-10	0.0151467077405
2018-04-11	0.0175425584359
2018-04-12	0.0175981540253
2018-04-13	0.003574649001
2018-04-14	-0.0102489596187
2018-04-15	-0.0166934487028
2018-04-16	-0.0307592573478
2018-04-17	-0.0397125835567
2018-04-18	-0.0442087940053
2018-04-19	-0.0539243823123
2018-04-20	-0.0431654395909
2018-04-21	-0.0460036674777
2018-04-22	-0.0446466378393
2018-04-23	-0.0551937398785
2018-04-24	-0.0737067270863
2018-04-25	-0.0729706126859
2018-04-26	-0.0604989563977
2018-04-27	-0.0389631327924
2018-04-28	-0.0330836744572
2018-04-29	-0.0191897542691
2018-04-30	0.000451883069967
2018-05-01	0.0379373226201
2018-05-02	0.0705566543719
2018-05-03	0.0849200271752
2018-05-04	0.0596782896988
2018-05-05	0.0748743820315
2018-05-06	0.0741738485363
2018-05-07	0.0742033145749
2018-05-08	0.0668463239389
2018-05-09	0.0426228965478
2018-05-10	0.0455556313622
2018-05-11	0.0455982133576
2018-05-12	0.0134525349724
2018-05-13	-0.00927806495038
2018-05-14	-0.0328150900598
2018-05-15	-0.0641984608689
2018-05-16	-0.0470142946743
2018-05-17	-0.0617201597984
2018-05-18	-0.00612034725819
2018-05-19	0.0434861834535
2018-05-20	0.0769097972825
2018-05-21	0.133359148704
2018-05-22	0.171855087278
2018-05-23	0.160336619614
2018-05-24	0.161363478326
2018-05-25	0.118251602857
2018-05-26	0.0915113648913
2018-05-27	0.0879631585896
2018-05-28	0.0531958393618
2018-05-29	0.0360388200798
2018-05-30	0.0296692125195
2018-05-31	0.0339578445708
2018-06-01	0.0222921917446
2018-06-02	0.0264761814094
2018-06-03	0.0103971577816
2018-06-04	0.0132802234098
2018-06-05	0.0153227532845
2018-06-06	0.0223230507174
2018-06-07	0.0256783198107
2018-06-08	0.0470159276946
2018-06-09	0.0577777712315
2018-06-10	0.0798877832302
2018-06-11	0.0938517017205
2018-06-12	0.119005672727
2018-06-13	0.105973315686
2018-06-14	0.0960313431603
2018-06-15	0.0694328828768
2018-06-16	0.0693945626874
2018-06-17	0.0281193063095
2018-06-18	-0.0295711552453
2018-06-19	-0.092793808772
2018-06-20	-0.107479850132
2018-06-21	-0.158847762757
2018-06-22	-0.152188293021
2018-06-23	-0.120714987103
2018-06-24	-0.118789246759
2018-06-25	-0.100191500265
2018-06-26	-0.0834767523791
2018-06-27	-0.0461982663759
2018-06-28	0.0115045171652
2018-06-29	0.0213710934446
2018-06-30	0.00580193845109
2018-07-01	-0.00360225607576
2018-07-02	-0.0155076913982
2018-07-03	-0.0429561641952
2018-07-04	-0.0909450959112
2018-07-05	-0.136887691533
2018-07-06	-0.157469373511
2018-07-07	-0.159508388708
2018-07-08	-0.135280458588
2018-07-09	-0.110138238238
2018-07-10	-0.0611944298143
2018-07-11	-0.0252047660222
2018-07-12	0.0249465320281
2018-07-13	0.0433971626709
2018-07-14	0.0301755640994
2018-07-15	0.00166067650289
2018-07-16	-0.0221111100822
2018-07-17	-0.047675384818
2018-07-18	-0.0769459616487
2018-07-19	-0.103079461663
2018-07-20	-0.108955212732
2018-07-21	-0.0949970340049
2018-07-22	-0.0759200278161
2018-07-23	-0.0585466378494
2018-07-24	-0.0604919079193
2018-07-25	-0.057693795573
2018-07-26	-0.0782648212422
2018-07-27	-0.0616144654668
2018-07-28	-0.0259779294928
2018-07-29	-0.0179328859718
2018-07-30	-0.0130356245315
2018-07-31	-0.0241463262938
2018-08-01	-0.0247851742991
2018-08-02	0.00747693792664
2018-08-03	-0.00971389268761
2018-08-04	-0.0505868555181
2018-08-05	-0.057394805402
