Date	CriminalJusticeReform	TradeWar	NationalSecurity	IncomeInequality	Healthcare	Immigration
2017-01-01	0.0	0.00160656101602	0.00329818710209	0.000269115218921	0.001518753554	0.00107179634185
2017-01-02	0.000355587163303	0.00187555469832	0.00356871632427	0.000269115218921	0.00151952132394	0.000984435090902
2017-01-03	0.000535055935737	0.00196780187071	0.0035754170874	0.000269115218921	0.00170066528716	0.000628847927599
2017-01-04	0.000535055935737	0.00196678087912	0.00339504190702	0.000269115218921	0.00188035980648	0.000987896635704
2017-01-05	0.000535055935737	0.00196644938083	0.00321691682708	0.000357901510318	0.00214638718238	0.000987786136275
2017-01-06	0.000535055935737	0.00205938232695	0.00304926226039	0.000359557085368	0.00215135390753	0.000899819915304
2017-01-07	0.000535055935737	0.00223288615407	0.00286649901683	0.000358234311591	0.00205666535131	0.000810422454192
2017-01-08	0.000623842227134	0.00240452824598	0.00249652762404	0.000355269066149	0.00204776961498	0.000626919380515
2017-01-09	0.000357708503315	0.00222896125896	0.00187480673691	0.000444722505634	0.00222723314261	0.00053802258969
2017-01-10	0.000268484293646	0.00214075740239	0.00133742077271	0.000444722505634	0.0025000075371	0.000628267152455
2017-01-11	0.000268484293646	0.00214280714976	0.00133742077271	0.000444722505634	0.00250137403534	0.000179030854162
2017-01-12	0.000356288315071	0.00205205631842	0.00133447396279	0.000531544257085	0.0031979125869	0.000265852605613
2017-01-13	0.000356288315071	0.00196065321962	0.00097509612732	0.000441922461065	0.00363889635589	0.000265852605613
2017-01-14	0.000356288315071	0.00187504484275	0.000710872065316	0.00035384777373	0.00399777193316	0.000354749396439
2017-01-15	0.000267502023674	0.00178675610841	0.000622085773919	0.000442965769826	0.0043540780652	0.000443701540186
2017-01-16	0.000178048584189	0.00168465322671	0.000532632334434	0.000438749289087	0.00510856125169	0.000699412416422
2017-01-17	8.78040214242e-05	0.00192872005321	0.000609543466305	0.000696149546487	0.00499164982713	0.000780768025257
2017-01-18	8.78040214242e-05	0.00224467259267	0.000777413199392	0.000864019279574	0.00531419800883	0.00111650749143
2017-01-19	0.0	0.00273159042974	0.000762448340088	0.000854042706705	0.00441620464885	0.00135497812353
2017-01-20	0.0	0.00305131077223	0.00108803605525	0.00101977025062	0.00412067435159	0.0020178882992
2017-01-21	0.0	0.00337633637608	0.0014261594703	0.00135789366567	0.00391668514756	0.00243617663095
2017-01-22	0.0	0.00379341599682	0.00151165147679	0.00143646539767	0.00346500415432	0.00268919251319
2017-01-23	0.0	0.00413152934862	0.00168131554195	0.00152089250407	0.00278148877968	0.00302730586498
2017-01-24	0.0	0.00465695074782	0.00185734108205	0.00143686256568	0.00270011406238	0.00320244633138
2017-01-25	0.0	0.00493995599864	0.00221180093893	0.00126899283259	0.00332821897473	0.00304081672853
2017-01-26	0.0	0.00487125434675	0.00264200999457	0.00110336136261	0.00350594823022	0.00347505837934
2017-01-27	0.0	0.00506129789831	0.00248540095352	0.000937633818691	0.00326343591626	0.00349937438699
2017-01-28	0.0	0.00506695348709	0.0023179551285	0.000599510403645	0.00292692838372	0.00333354444448
2017-01-29	0.0	0.00487962395721	0.00256353413674	0.000343034384152	0.00283871212441	0.00340541518691
2017-01-30	0.0	0.00477728072525	0.00272152406897	0.000173370319001	0.00274512449214	0.0032211584556
2017-01-31	0.0	0.00415673314396	0.00253990287109	0.0	0.00247956842772	0.00321015728377
2017-02-01	0.0	0.00370709467843	0.00210175545134	0.0	0.00151621865655	0.00354114044175
2017-02-02	0.0	0.003629000208	0.00150905415034	0.0	0.0010931814207	0.0033804597928
2017-02-03	0.0	0.00319657273371	0.00150614304061	0.0	0.00109124068088	0.00294803231851
2017-02-04	0.0	0.00302135584607	0.00167318919256	0.0	0.00117385589734	0.00294440088042
2017-02-05	0.0	0.0032302166961	0.00178303528541	0.0	0.00144382182972	0.00323602948414
2017-02-06	9.08182726365e-05	0.00310200879058	0.00190947265121	0.0	0.00183380924014	0.00346218989587
2017-02-07	9.08182726365e-05	0.00295392598421	0.00229138161305	9.05305087815e-05	0.00239018357731	0.00385069449995
2017-02-08	9.08182726365e-05	0.00290096656354	0.00275912658845	0.000274506223987	0.00350964924331	0.00435746791228
2017-02-09	9.08182726365e-05	0.00264450566774	0.00310528639853	0.000274506223987	0.00394223200733	0.0044476348209
2017-02-10	9.08182726365e-05	0.00272823099393	0.00344290475113	0.000359137232789	0.00428015225413	0.00495451519109
2017-02-11	9.08182726365e-05	0.00273353634894	0.00370362505463	0.000444629239286	0.00453981148663	0.00530072750109
2017-02-12	9.08182726365e-05	0.0023790693278	0.00361370829805	0.000532379327036	0.00471357832706	0.00538501091871
2017-02-13	0.0	0.00227969490017	0.00368741426069	0.000620345548007	0.0046936139654	0.00589284388288
2017-02-14	0.0	0.00227038698984	0.00340341218724	0.000617242911231	0.00431908138317	0.00604287853269
2017-02-15	0.0	0.00224833663173	0.00311091084585	0.000606217732173	0.00337715244903	0.00572281424364
2017-02-16	0.0	0.00233707542609	0.00320080756042	0.000780221560257	0.00311962046753	0.00564102297055
2017-02-17	0.0	0.00216563576849	0.00302610144283	0.000862674929066	0.00302954535875	0.00529705483536
2017-02-18	0.0	0.00190496749649	0.00301142855905	0.000860578802812	0.00268338508025	0.00511349406484
2017-02-19	0.0	0.00172525868369	0.00308865705355	0.00094412025326	0.00224253032285	0.00458068058239
2017-02-20	0.0	0.00163173228417	0.00298679038621	0.00102652629568	0.00188232517115	0.00394823649995
2017-02-21	0.0	0.00153841039832	0.00297500235852	0.00110806015385	0.00187053714346	0.00332740037515
2017-02-22	0.0	0.00127789913049	0.00288635616322	0.00110588922661	0.00178080548454	0.00297715744839
2017-02-23	0.0	0.00101626217737	0.00262345678814	0.000931885398531	0.00160617044547	0.00236751283911
2017-02-24	0.0	0.000849177799764	0.00278747941014	0.00101411540636	0.00193640265777	0.0026977450514
